id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
2662,cytryny;kawa,0.009,pomidory,0.296,0.002,0.243,0.821
2663,cytryny;pomidory,0.019,kawa,0.121,0.002,0.122,1.009
2664,kasza jaglana;ryż,0.017,herbata,0.136,0.003,0.176,1.298
2665,kasza jaglana;herbata,0.016,ryż,0.170,0.003,0.188,1.105
2666,ryż;herbata,0.020,kasza jaglana,0.134,0.003,0.154,1.150
2667,kawa;chleb,0.054,płatki owsiane,0.175,0.007,0.131,0.746
2668,masło;mleko,0.052,banany,0.258,0.012,0.224,0.871
2669,banany;mleko,0.103,masło,0.131,0.012,0.114,0.866
2670,masło;mleko,0.052,cebula,0.220,0.008,0.161,0.732
2671,sok pomarańczowy;banany,0.032,papryka czerwona,0.181,0.005,0.150,0.826
2672,sok pomarańczowy;papryka czerwona,0.026,banany,0.258,0.005,0.186,0.723
2673,banany;papryka czerwona,0.036,sok pomarańczowy,0.176,0.005,0.133,0.757
2674,pomidory;mleko,0.120,jogurt naturalny,0.427,0.036,0.299,0.701
2675,jogurt naturalny;mleko,0.167,pomidory,0.296,0.036,0.214,0.723
2676,płatki owsiane;ogórki,0.038,ser żółty,0.331,0.009,0.243,0.735
2677,płatki owsiane;ser żółty,0.043,ogórki,0.294,0.009,0.211,0.717
2678,ogórki;ser żółty,0.070,płatki owsiane,0.175,0.009,0.130,0.741
2679,kawa;masło,0.012,pomidory,0.296,0.003,0.229,0.773
2680,masło;pomidory,0.024,kawa,0.121,0.003,0.117,0.971
2681,sok pomarańczowy;ser żółty,0.041,chleb,0.637,0.019,0.448,0.703
2682,sok pomarańczowy;chleb,0.073,ser żółty,0.331,0.019,0.254,0.769
2683,ser żółty;chleb,0.130,sok pomarańczowy,0.176,0.019,0.143,0.812
2684,winogrona;olej rzepakowy,0.019,ser żółty,0.331,0.005,0.276,0.835
2685,olej rzepakowy;ser żółty,0.031,winogrona,0.209,0.005,0.174,0.830
2686,ogórki;pomidory,0.058,jogurt naturalny,0.427,0.019,0.323,0.757
2687,ogórki;jogurt naturalny,0.083,pomidory,0.296,0.019,0.225,0.759
2688,pomidory;jogurt naturalny,0.082,ogórki,0.294,0.019,0.229,0.780
2689,cebula;cukier,0.016,jogurt naturalny,0.427,0.006,0.355,0.831
2690,cukier;jogurt naturalny,0.029,cebula,0.220,0.006,0.193,0.877
2691,pomidory;ser żółty,0.064,cebula,0.220,0.010,0.155,0.706
2692,płatki owsiane;ziemniaki,0.031,jogurt naturalny,0.427,0.010,0.311,0.729
2693,płatki owsiane;jogurt naturalny,0.045,ziemniaki,0.217,0.010,0.212,0.980
2694,ziemniaki;jogurt naturalny,0.071,płatki owsiane,0.175,0.010,0.136,0.774
2695,kasza jaglana;herbata,0.016,gruszki,0.223,0.003,0.172,0.771
2696,kasza jaglana;gruszki,0.021,herbata,0.136,0.003,0.136,0.999
2697,herbata;gruszki,0.022,kasza jaglana,0.134,0.003,0.128,0.957
2698,ryż;masło,0.015,ser żółty,0.331,0.004,0.267,0.806
2699,masło;ser żółty,0.032,ryż,0.170,0.004,0.128,0.754
2700,cytryny;ogórki,0.017,jogurt naturalny,0.427,0.005,0.309,0.723
2701,cytryny;jogurt naturalny,0.024,ogórki,0.294,0.005,0.226,0.769
2702,kawa;czekolada gorzka,0.009,jogurt naturalny,0.427,0.003,0.324,0.758
2703,jogurt naturalny;czekolada gorzka,0.028,kawa,0.121,0.003,0.101,0.837
2704,sok pomarańczowy;masło,0.018,marchew,0.216,0.004,0.246,1.140
2705,sok pomarańczowy;marchew,0.028,masło,0.131,0.004,0.153,1.167
2706,masło;marchew,0.024,sok pomarańczowy,0.176,0.004,0.179,1.019
2707,jabłka;winogrona,0.037,płatki owsiane,0.175,0.006,0.158,0.898
2708,jabłka;płatki owsiane,0.037,winogrona,0.209,0.006,0.160,0.764
2709,winogrona;płatki owsiane,0.025,jabłka,0.253,0.006,0.235,0.926
2710,winogrona;cebula,0.030,kawa,0.121,0.004,0.119,0.984
2711,cebula;kawa,0.022,winogrona,0.209,0.004,0.165,0.788
2712,winogrona;kawa,0.017,cebula,0.220,0.004,0.206,0.936
2713,kasza jaglana;ziemniaki,0.019,płatki owsiane,0.175,0.003,0.158,0.901
2714,cebula;herbata,0.025,mleko,0.636,0.012,0.485,0.761
2715,cebula;mleko,0.089,herbata,0.136,0.012,0.134,0.985
2716,herbata;mleko,0.064,cebula,0.220,0.012,0.187,0.851
2717,kasza jaglana;cukier,0.009,mleko,0.636,0.005,0.514,0.807
2718,cukier;mleko,0.039,kasza jaglana,0.134,0.005,0.123,0.917
2719,ser żółty;cukier,0.025,mleko,0.636,0.011,0.464,0.729
2720,cukier;mleko,0.039,ser żółty,0.331,0.011,0.290,0.877
2721,cukierki;mleko,0.037,makaron pełnoziarnisty,0.168,0.007,0.179,1.064
2722,cukierki;makaron pełnoziarnisty,0.014,mleko,0.636,0.007,0.481,0.757
2723,winogrona;chleb,0.089,ser żółty,0.331,0.024,0.266,0.805
2724,ser żółty;chleb,0.130,winogrona,0.209,0.024,0.182,0.869
2725,płatki owsiane;jogurt naturalny,0.045,papryka czerwona,0.181,0.006,0.140,0.771
2726,cytryny;ziemniaki,0.016,marchew,0.216,0.004,0.274,1.268
2727,cytryny;marchew,0.015,ziemniaki,0.217,0.004,0.279,1.286
2728,ziemniaki;marchew,0.040,cytryny,0.084,0.004,0.107,1.277
2729,sok pomarańczowy;herbata,0.020,jogurt naturalny,0.427,0.006,0.312,0.730
2730,sok pomarańczowy;jogurt naturalny,0.051,herbata,0.136,0.006,0.120,0.882
2731,herbata;jogurt naturalny,0.044,sok pomarańczowy,0.176,0.006,0.138,0.786
2732,herbata;pomidory,0.030,makaron pełnoziarnisty,0.168,0.004,0.125,0.742
2733,herbata;makaron pełnoziarnisty,0.018,pomidory,0.296,0.004,0.208,0.703
2734,pomidory;makaron pełnoziarnisty,0.036,herbata,0.136,0.004,0.107,0.788
2735,jabłka;kasza jaglana,0.025,cukier,0.089,0.003,0.110,1.235
2736,jabłka;cukier,0.018,kasza jaglana,0.134,0.003,0.153,1.142
2737,kasza jaglana;cukier,0.009,jabłka,0.253,0.003,0.297,1.173
2738,winogrona;jogurt naturalny,0.056,sok pomarańczowy,0.176,0.007,0.132,0.751
2739,pomidory;jajka,0.044,marchew,0.216,0.009,0.198,0.914
2740,pomidory;marchew,0.045,jajka,0.207,0.009,0.191,0.921
2741,jajka;marchew,0.039,pomidory,0.296,0.009,0.224,0.755
2742,ogórki;papryka czerwona,0.040,gruszki,0.223,0.009,0.234,1.050
2743,ogórki;gruszki,0.052,papryka czerwona,0.181,0.009,0.180,0.996
2744,papryka czerwona;gruszki,0.031,ogórki,0.294,0.009,0.301,1.025
2745,cebula;chleb,0.087,jajka,0.207,0.015,0.178,0.860
2746,cebula;jajka,0.035,chleb,0.637,0.015,0.449,0.705
2747,chleb;jajka,0.089,cebula,0.220,0.015,0.173,0.788
2748,płatki owsiane;chleb,0.077,ryż,0.170,0.012,0.151,0.888
2749,ryż;chleb,0.071,płatki owsiane,0.175,0.012,0.165,0.940
2750,jabłka;banany,0.043,ser żółty,0.331,0.011,0.247,0.747
2751,ser żółty;banany,0.060,jabłka,0.253,0.011,0.179,0.705
2752,cukierki;płatki owsiane,0.010,ryż,0.170,0.002,0.231,1.359
2753,cukierki;ryż,0.013,płatki owsiane,0.175,0.002,0.176,1.006
2754,olej rzepakowy;banany,0.022,gruszki,0.223,0.004,0.174,0.782
2755,herbata;papryka czerwona,0.019,gruszki,0.223,0.003,0.173,0.777
2756,herbata;gruszki,0.022,papryka czerwona,0.181,0.003,0.151,0.834
2757,papryka czerwona;gruszki,0.031,herbata,0.136,0.003,0.106,0.777
2758,herbata;ziemniaki,0.022,pomidory,0.296,0.005,0.230,0.776
2759,herbata;pomidory,0.030,ziemniaki,0.217,0.005,0.167,0.769
2760,sok pomarańczowy;kawa,0.014,papryka czerwona,0.181,0.002,0.143,0.789
2761,kawa;papryka czerwona,0.014,sok pomarańczowy,0.176,0.002,0.140,0.799
2762,cytryny;jajka,0.013,jogurt naturalny,0.427,0.004,0.340,0.796
2763,cytryny;jogurt naturalny,0.024,jajka,0.207,0.004,0.183,0.882
2764,cebula;cytryny,0.016,ryż,0.170,0.002,0.123,0.725
2765,cytryny;ryż,0.011,cebula,0.220,0.002,0.182,0.826
2766,winogrona;olej rzepakowy,0.019,pomidory,0.296,0.004,0.224,0.755
2767,ogórki;pomidory,0.058,makaron pełnoziarnisty,0.168,0.008,0.144,0.855
2768,pomidory;makaron pełnoziarnisty,0.036,ogórki,0.294,0.008,0.236,0.803
2769,masło;pomidory,0.024,winogrona,0.209,0.004,0.160,0.763
2770,ogórki;jajka,0.044,gruszki,0.223,0.007,0.167,0.747
2771,jajka;gruszki,0.033,ogórki,0.294,0.007,0.220,0.748
2772,sok pomarańczowy;papryka czerwona,0.026,mąka,0.120,0.003,0.108,0.902
2773,sok pomarańczowy;mąka,0.015,papryka czerwona,0.181,0.003,0.180,0.995
2774,papryka czerwona;mąka,0.018,sok pomarańczowy,0.176,0.003,0.157,0.895
2775,ziemniaki;jogurt naturalny,0.071,gruszki,0.223,0.012,0.168,0.753
2776,ziemniaki;gruszki,0.033,jogurt naturalny,0.427,0.012,0.359,0.840
2777,jogurt naturalny;gruszki,0.063,ziemniaki,0.217,0.012,0.190,0.878
2778,pomidory;ser żółty,0.064,papryka czerwona,0.181,0.010,0.155,0.858
2779,pomidory;papryka czerwona,0.037,ser żółty,0.331,0.010,0.271,0.819
2780,ser żółty;papryka czerwona,0.044,pomidory,0.296,0.010,0.227,0.765
2781,olej rzepakowy;ciasteczka owsiane,0.008,ser żółty,0.331,0.002,0.242,0.733
2782,ser żółty;ciasteczka owsiane,0.020,olej rzepakowy,0.122,0.002,0.104,0.851
2783,winogrona;masło,0.019,makaron pełnoziarnisty,0.168,0.004,0.189,1.123
2784,winogrona;makaron pełnoziarnisty,0.028,masło,0.131,0.004,0.127,0.970
2785,masło;makaron pełnoziarnisty,0.019,winogrona,0.209,0.004,0.189,0.905
2786,ogórki;kawa,0.031,pomidory,0.296,0.009,0.281,0.948
2787,ogórki;pomidory,0.058,kawa,0.121,0.009,0.148,1.232
2788,kawa;pomidory,0.031,ogórki,0.294,0.009,0.281,0.957
2789,jabłka;winogrona,0.037,banany,0.258,0.007,0.199,0.771
2790,jabłka;banany,0.043,winogrona,0.209,0.007,0.171,0.816
2791,ryż;herbata,0.020,jajka,0.207,0.004,0.179,0.866
2792,ryż;jajka,0.023,herbata,0.136,0.004,0.157,1.157
2793,herbata;jajka,0.023,ryż,0.170,0.004,0.152,0.896
2794,kawa;banany,0.025,mąka,0.120,0.003,0.120,1.004
2795,kawa;mąka,0.010,banany,0.258,0.003,0.308,1.195
2796,banany;mąka,0.026,kawa,0.121,0.003,0.118,0.976
2797,ziemniaki;jajka,0.033,banany,0.258,0.006,0.192,0.747
2798,ziemniaki;banany,0.041,jajka,0.207,0.006,0.154,0.744
2799,cebula;cytryny,0.016,mleko,0.636,0.008,0.462,0.725
2800,cytryny;mleko,0.039,cebula,0.220,0.008,0.197,0.897
2801,olej rzepakowy;masło,0.014,mleko,0.636,0.007,0.500,0.786
2802,olej rzepakowy;mleko,0.055,masło,0.131,0.007,0.130,0.993
2803,masło;mleko,0.052,olej rzepakowy,0.122,0.007,0.137,1.119
2804,ogórki;ser żółty,0.070,gruszki,0.223,0.013,0.191,0.858
2805,ogórki;gruszki,0.052,ser żółty,0.331,0.013,0.259,0.781
2806,ser żółty;gruszki,0.050,ogórki,0.294,0.013,0.269,0.916
2807,cebula;olej rzepakowy,0.022,chleb,0.637,0.010,0.471,0.739
2808,cebula;chleb,0.087,olej rzepakowy,0.122,0.010,0.117,0.958
2809,olej rzepakowy;chleb,0.051,cebula,0.220,0.010,0.200,0.909
2810,olej rzepakowy;mleko,0.055,pomidory,0.296,0.011,0.209,0.706
2811,cukierki;mleko,0.037,jabłka,0.253,0.007,0.186,0.735
2812,winogrona;chleb,0.089,banany,0.258,0.020,0.223,0.868
2813,winogrona;banany,0.044,chleb,0.637,0.020,0.453,0.712
2814,chleb;banany,0.099,winogrona,0.209,0.020,0.201,0.959
2815,ser żółty;cukier,0.025,jajka,0.207,0.005,0.186,0.895
2816,jajka;cukier,0.016,ser żółty,0.331,0.005,0.286,0.863
2817,kasza jaglana;masło,0.016,papryka czerwona,0.181,0.003,0.177,0.979
2818,kasza jaglana;papryka czerwona,0.019,masło,0.131,0.003,0.145,1.103
2819,masło;papryka czerwona,0.022,kasza jaglana,0.134,0.003,0.125,0.935
2820,jabłka;ziemniaki,0.041,sok pomarańczowy,0.176,0.005,0.124,0.707
2821,cytryny;ziemniaki,0.016,jajka,0.207,0.003,0.177,0.856
2822,cytryny;jajka,0.013,ziemniaki,0.217,0.003,0.220,1.015
2823,jabłka;sok pomarańczowy,0.037,pomidory,0.296,0.008,0.208,0.703
2824,jabłka;pomidory,0.053,sok pomarańczowy,0.176,0.008,0.144,0.821
2825,sok pomarańczowy;pomidory,0.036,jabłka,0.253,0.008,0.211,0.833
2826,cukier;gruszki,0.013,makaron pełnoziarnisty,0.168,0.002,0.176,1.047
2827,cukier;makaron pełnoziarnisty,0.011,gruszki,0.223,0.002,0.205,0.917
2828,cukierki;mleko,0.037,ryż,0.170,0.005,0.131,0.772
2829,kasza jaglana;cukier,0.009,ogórki,0.294,0.002,0.243,0.829
2830,ogórki;cukier,0.018,kasza jaglana,0.134,0.002,0.129,0.961
2831,sok pomarańczowy;jogurt naturalny,0.051,banany,0.258,0.012,0.230,0.893
2832,sok pomarańczowy;banany,0.032,jogurt naturalny,0.427,0.012,0.362,0.848
2833,jogurt naturalny;banany,0.074,sok pomarańczowy,0.176,0.012,0.157,0.894
2834,cytryny;jogurt naturalny,0.024,ser żółty,0.331,0.006,0.258,0.780
2835,sok pomarańczowy;pomidory,0.036,papryka czerwona,0.181,0.005,0.148,0.816
2836,pomidory;papryka czerwona,0.037,sok pomarańczowy,0.176,0.005,0.146,0.831
2837,cytryny;pomidory,0.019,marchew,0.216,0.004,0.230,1.063
2838,cytryny;marchew,0.015,pomidory,0.296,0.004,0.279,0.940
2839,kasza jaglana;ziemniaki,0.019,ryż,0.170,0.003,0.132,0.775
2840,ogórki;ziemniaki,0.043,płatki owsiane,0.175,0.006,0.129,0.738
2841,ser żółty;mleko,0.131,mąka,0.120,0.013,0.101,0.845
2842,mleko;mąka,0.051,ser żółty,0.331,0.013,0.259,0.782
2843,cebula;chleb,0.087,marchew,0.216,0.015,0.175,0.812
2844,cebula;marchew,0.033,chleb,0.637,0.015,0.465,0.731
2845,chleb;marchew,0.087,cebula,0.220,0.015,0.175,0.797
2846,ogórki;masło,0.028,makaron pełnoziarnisty,0.168,0.004,0.138,0.817
2847,sok pomarańczowy;ogórki,0.033,mąka,0.120,0.004,0.123,1.030
2848,sok pomarańczowy;mąka,0.015,ogórki,0.294,0.004,0.262,0.893
2849,ogórki;mąka,0.026,sok pomarańczowy,0.176,0.004,0.154,0.876
2850,cebula;chleb,0.087,pomidory,0.296,0.019,0.222,0.750
2851,pomidory;chleb,0.113,cebula,0.220,0.019,0.171,0.778
2852,ogórki;olej rzepakowy,0.024,kasza jaglana,0.134,0.003,0.115,0.857
2853,cukierki;płatki owsiane,0.010,mleko,0.636,0.005,0.462,0.725
2854,cukierki;mleko,0.037,płatki owsiane,0.175,0.005,0.124,0.708
2855,winogrona;olej rzepakowy,0.019,ziemniaki,0.217,0.003,0.158,0.729
2856,kawa;ryż,0.017,chleb,0.637,0.008,0.470,0.738
2857,kawa;chleb,0.054,ryż,0.170,0.008,0.145,0.853
2858,ryż;chleb,0.071,kawa,0.121,0.008,0.111,0.922
2859,winogrona;masło,0.019,sok pomarańczowy,0.176,0.003,0.135,0.770
2860,olej rzepakowy;czekolada gorzka,0.009,chleb,0.637,0.005,0.514,0.808
2861,chleb;czekolada gorzka,0.041,olej rzepakowy,0.122,0.005,0.111,0.910
2862,ryż;herbata,0.020,marchew,0.216,0.003,0.154,0.712
2863,ryż;marchew,0.026,herbata,0.136,0.003,0.119,0.874
2864,herbata;marchew,0.024,ryż,0.170,0.003,0.125,0.736
2865,sok pomarańczowy;mleko,0.066,papryka czerwona,0.181,0.009,0.134,0.740
2866,mleko;papryka czerwona,0.070,sok pomarańczowy,0.176,0.009,0.127,0.725
2867,cytryny;mleko,0.039,papryka czerwona,0.181,0.007,0.184,1.017
2868,mleko;papryka czerwona,0.070,cytryny,0.084,0.007,0.102,1.216
2869,masło;pomidory,0.024,ogórki,0.294,0.005,0.213,0.725
2870,herbata;mleko,0.064,makaron pełnoziarnisty,0.168,0.009,0.135,0.804
2871,herbata;makaron pełnoziarnisty,0.018,mleko,0.636,0.009,0.472,0.742
2872,mleko;makaron pełnoziarnisty,0.072,herbata,0.136,0.009,0.121,0.886
2873,pomidory;ser żółty,0.064,marchew,0.216,0.010,0.155,0.719
2874,ser żółty;ciasteczka owsiane,0.020,banany,0.258,0.005,0.260,1.009
2875,ciasteczka owsiane;banany,0.016,ser żółty,0.331,0.005,0.308,0.930
2876,ogórki;ziemniaki,0.043,pomidory,0.296,0.010,0.224,0.754
2877,ogórki;pomidory,0.058,ziemniaki,0.217,0.010,0.166,0.766
2878,kasza jaglana;kawa,0.012,jogurt naturalny,0.427,0.004,0.348,0.814
2879,kasza jaglana;jogurt naturalny,0.040,kawa,0.121,0.004,0.102,0.846
2880,jabłka;chleb,0.099,jogurt naturalny,0.427,0.032,0.323,0.757
2881,chleb;jogurt naturalny,0.157,jabłka,0.253,0.032,0.204,0.806
2882,ser żółty;chleb,0.130,gruszki,0.223,0.021,0.162,0.727
2883,chleb;mąka,0.054,papryka czerwona,0.181,0.008,0.142,0.785
2884,płatki owsiane;mąka,0.019,banany,0.258,0.004,0.187,0.725
2885,banany;mąka,0.026,płatki owsiane,0.175,0.004,0.137,0.783
2886,sok pomarańczowy;ziemniaki,0.029,jogurt naturalny,0.427,0.010,0.348,0.814
2887,sok pomarańczowy;jogurt naturalny,0.051,ziemniaki,0.217,0.010,0.200,0.923
2888,ziemniaki;jogurt naturalny,0.071,sok pomarańczowy,0.176,0.010,0.143,0.814
2889,ryż;ziemniaki,0.029,papryka czerwona,0.181,0.006,0.209,1.152
2890,ryż;papryka czerwona,0.025,ziemniaki,0.217,0.006,0.245,1.130
2891,ziemniaki;papryka czerwona,0.033,ryż,0.170,0.006,0.185,1.088
2892,płatki owsiane;makaron pełnoziarnisty,0.019,ser żółty,0.331,0.005,0.263,0.795
2893,ser żółty;makaron pełnoziarnisty,0.041,płatki owsiane,0.175,0.005,0.125,0.713
2894,winogrona;kawa,0.017,ziemniaki,0.217,0.003,0.191,0.882
2895,kawa;ziemniaki,0.022,winogrona,0.209,0.003,0.148,0.707
2896,mleko;mąka,0.051,papryka czerwona,0.181,0.007,0.129,0.714
2897,winogrona;ogórki,0.047,chleb,0.637,0.022,0.467,0.734
2898,winogrona;chleb,0.089,ogórki,0.294,0.022,0.246,0.839
2899,ogórki;chleb,0.114,winogrona,0.209,0.022,0.192,0.918
2900,cebula;chleb,0.087,papryka czerwona,0.181,0.013,0.155,0.855
2901,cebula;papryka czerwona,0.030,chleb,0.637,0.013,0.449,0.706
2902,chleb;papryka czerwona,0.076,cebula,0.220,0.013,0.176,0.800
2903,herbata;masło,0.014,makaron pełnoziarnisty,0.168,0.002,0.148,0.879
2904,herbata;makaron pełnoziarnisty,0.018,masło,0.131,0.002,0.111,0.847
2905,masło;makaron pełnoziarnisty,0.019,herbata,0.136,0.002,0.108,0.795
2906,jabłka;mąka,0.021,chleb,0.637,0.009,0.446,0.700
2907,cukierki;papryka czerwona,0.011,gruszki,0.223,0.002,0.190,0.854
2908,cukierki;gruszki,0.014,papryka czerwona,0.181,0.002,0.148,0.818
2909,kasza jaglana;płatki owsiane,0.021,pomidory,0.296,0.005,0.232,0.782
2910,kasza jaglana;pomidory,0.031,płatki owsiane,0.175,0.005,0.156,0.888
2911,płatki owsiane;pomidory,0.036,kasza jaglana,0.134,0.005,0.133,0.994
2912,cukierki;ziemniaki,0.014,pomidory,0.296,0.005,0.333,1.125
2913,cukierki;pomidory,0.018,ziemniaki,0.217,0.005,0.261,1.204
2914,sok pomarańczowy;cytryny,0.014,papryka czerwona,0.181,0.002,0.148,0.818
2915,cytryny;papryka czerwona,0.016,sok pomarańczowy,0.176,0.002,0.127,0.723
2916,masło;chleb,0.051,mąka,0.120,0.006,0.124,1.036
2917,chleb;mąka,0.054,masło,0.131,0.006,0.118,0.903
2918,cytryny;jogurt naturalny,0.024,sok pomarańczowy,0.176,0.004,0.161,0.919
2919,sok pomarańczowy;banany,0.032,kasza jaglana,0.134,0.003,0.102,0.765
2920,winogrona;herbata,0.019,gruszki,0.223,0.004,0.203,0.909
2921,winogrona;gruszki,0.037,herbata,0.136,0.004,0.103,0.761
2922,herbata;gruszki,0.022,winogrona,0.209,0.004,0.174,0.834
2923,cebula;olej rzepakowy,0.022,sok pomarańczowy,0.176,0.003,0.129,0.737
2924,sok pomarańczowy;olej rzepakowy,0.015,cebula,0.220,0.003,0.180,0.820
2925,chleb;mleko,0.215,papryka czerwona,0.181,0.027,0.127,0.702
2926,chleb;cukier,0.037,masło,0.131,0.004,0.117,0.894
2927,jabłka;kasza jaglana,0.025,ogórki,0.294,0.007,0.290,0.988
2928,jabłka;ogórki,0.058,kasza jaglana,0.134,0.007,0.127,0.951
2929,kasza jaglana;ogórki,0.034,jabłka,0.253,0.007,0.216,0.854
2930,ryż;czekolada gorzka,0.013,mleko,0.636,0.006,0.490,0.770
2931,mleko;czekolada gorzka,0.041,ryż,0.170,0.006,0.155,0.915
2932,jabłka;jajka,0.043,banany,0.258,0.009,0.208,0.809
2933,jabłka;banany,0.043,jajka,0.207,0.009,0.206,0.993
2934,jajka;banany,0.042,jabłka,0.253,0.009,0.211,0.832
2935,olej rzepakowy;banany,0.022,ser żółty,0.331,0.005,0.244,0.738
2936,jabłka;ciasteczka owsiane,0.018,winogrona,0.209,0.003,0.157,0.752
2937,winogrona;ciasteczka owsiane,0.012,jabłka,0.253,0.003,0.234,0.923
2938,masło;pomidory,0.024,ciasteczka owsiane,0.081,0.003,0.106,1.310
2939,masło;ciasteczka owsiane,0.010,pomidory,0.296,0.003,0.256,0.865
2940,pomidory;ciasteczka owsiane,0.019,masło,0.131,0.003,0.137,1.044
2941,winogrona;olej rzepakowy,0.019,makaron pełnoziarnisty,0.168,0.003,0.145,0.859
2942,olej rzepakowy;makaron pełnoziarnisty,0.015,winogrona,0.209,0.003,0.190,0.907
2943,cukierki;jabłka,0.016,ryż,0.170,0.003,0.175,1.029
2944,cukierki;ryż,0.013,jabłka,0.253,0.003,0.216,0.851
2945,herbata;ciasteczka owsiane,0.006,marchew,0.216,0.002,0.333,1.542
2946,ciasteczka owsiane;marchew,0.013,herbata,0.136,0.002,0.151,1.110
2947,cukierki;ziemniaki,0.014,makaron pełnoziarnisty,0.168,0.002,0.148,0.879
2948,cukierki;kasza jaglana,0.009,banany,0.258,0.003,0.294,1.142
2949,cukierki;banany,0.018,kasza jaglana,0.134,0.003,0.145,1.084
2950,jabłka;ciasteczka owsiane,0.018,ogórki,0.294,0.005,0.300,1.022
2951,ogórki;ciasteczka owsiane,0.023,jabłka,0.253,0.005,0.236,0.931
2952,ser żółty;mleko,0.131,marchew,0.216,0.022,0.167,0.772
2953,marchew;mleko,0.085,ser żółty,0.331,0.022,0.257,0.776
2954,kasza jaglana;płatki owsiane,0.021,makaron pełnoziarnisty,0.168,0.004,0.183,1.086
2955,kasza jaglana;makaron pełnoziarnisty,0.017,płatki owsiane,0.175,0.004,0.224,1.277
2956,płatki owsiane;makaron pełnoziarnisty,0.019,kasza jaglana,0.134,0.004,0.197,1.476
2957,jajka;mleko,0.083,gruszki,0.223,0.015,0.177,0.795
2958,mleko;gruszki,0.100,jajka,0.207,0.015,0.148,0.712
2959,kasza jaglana;ziemniaki,0.019,jogurt naturalny,0.427,0.006,0.329,0.770
2960,kasza jaglana;jogurt naturalny,0.040,ziemniaki,0.217,0.006,0.159,0.735
2961,kasza jaglana;masło,0.016,jogurt naturalny,0.427,0.005,0.306,0.718
2962,kasza jaglana;jogurt naturalny,0.040,masło,0.131,0.005,0.121,0.923
2963,masło;jogurt naturalny,0.041,kasza jaglana,0.134,0.005,0.117,0.872
2964,ryż;ser żółty,0.045,mąka,0.120,0.006,0.131,1.093
2965,ryż;mąka,0.018,ser żółty,0.331,0.006,0.324,0.979
2966,ser żółty;mąka,0.030,ryż,0.170,0.006,0.195,1.148
2967,winogrona;cytryny,0.016,ser żółty,0.331,0.006,0.355,1.072
2968,winogrona;ser żółty,0.055,cytryny,0.084,0.006,0.101,1.211
2969,cytryny;ser żółty,0.022,winogrona,0.209,0.006,0.256,1.223
2970,winogrona;cebula,0.030,sok pomarańczowy,0.176,0.005,0.178,1.014
2971,cebula;sok pomarańczowy,0.030,winogrona,0.209,0.005,0.178,0.851
2972,winogrona;sok pomarańczowy,0.030,cebula,0.220,0.005,0.176,0.802
2973,ryż;marchew,0.026,ziemniaki,0.217,0.004,0.168,0.777
2974,kawa;mleko,0.053,makaron pełnoziarnisty,0.168,0.007,0.140,0.832
2975,kawa;makaron pełnoziarnisty,0.016,mleko,0.636,0.007,0.453,0.712
2976,mleko;makaron pełnoziarnisty,0.072,kawa,0.121,0.007,0.103,0.853
2977,herbata;ciasteczka owsiane,0.006,jogurt naturalny,0.427,0.002,0.375,0.878
2978,chleb;cukier,0.037,jajka,0.207,0.007,0.186,0.898
2979,jabłka;kasza jaglana,0.025,olej rzepakowy,0.122,0.003,0.110,0.901
2980,jabłka;olej rzepakowy,0.021,kasza jaglana,0.134,0.003,0.131,0.979
2981,kasza jaglana;olej rzepakowy,0.014,jabłka,0.253,0.003,0.193,0.761
2982,pomidory;marchew,0.045,gruszki,0.223,0.009,0.191,0.856
2983,pomidory;gruszki,0.047,marchew,0.216,0.009,0.182,0.841
2984,marchew;gruszki,0.033,pomidory,0.296,0.009,0.260,0.876
2985,ryż;masło,0.015,marchew,0.216,0.003,0.217,1.002
2986,ryż;marchew,0.026,masło,0.131,0.003,0.129,0.981
2987,masło;marchew,0.024,ryż,0.170,0.003,0.137,0.806
2988,jajka;marchew,0.039,papryka czerwona,0.181,0.005,0.138,0.763
2989,jajka;papryka czerwona,0.029,marchew,0.216,0.005,0.183,0.845
2990,marchew;papryka czerwona,0.028,jajka,0.207,0.005,0.189,0.913
2991,kasza jaglana;masło,0.016,jajka,0.207,0.004,0.226,1.089
2992,kasza jaglana;jajka,0.022,masło,0.131,0.004,0.165,1.256
2993,masło;jajka,0.021,kasza jaglana,0.134,0.004,0.167,1.246
2994,cytryny;papryka czerwona,0.016,mąka,0.120,0.002,0.127,1.063
2995,cytryny;mąka,0.009,papryka czerwona,0.181,0.002,0.235,1.299
2996,papryka czerwona;mąka,0.018,cytryny,0.084,0.002,0.114,1.365
2997,jabłka;sok pomarańczowy,0.037,makaron pełnoziarnisty,0.168,0.006,0.153,0.907
2998,jabłka;makaron pełnoziarnisty,0.035,sok pomarańczowy,0.176,0.006,0.159,0.908
2999,sok pomarańczowy;makaron pełnoziarnisty,0.022,jabłka,0.253,0.006,0.250,0.986
3000,winogrona;ciasteczka owsiane,0.012,jogurt naturalny,0.427,0.005,0.383,0.897
3001,ciasteczka owsiane;jogurt naturalny,0.028,winogrona,0.209,0.005,0.165,0.790
3002,płatki owsiane;jajka,0.028,jabłka,0.253,0.005,0.183,0.724
3003,cebula;olej rzepakowy,0.022,gruszki,0.223,0.005,0.224,1.002
3004,cebula;gruszki,0.037,olej rzepakowy,0.122,0.005,0.131,1.074
