id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
674,jabłka;chleb pełnoziarnisty,0.162,ogórki,0.396,0.053,0.327,0.826
675,jabłka;ogórki,0.150,chleb pełnoziarnisty,0.414,0.053,0.353,0.853
676,chleb pełnoziarnisty;ogórki,0.163,jabłka,0.407,0.053,0.325,0.799
677,ryż brązowy;chleb pełnoziarnisty,0.176,jogurt naturalny,0.434,0.071,0.403,0.930
678,ryż brązowy;jogurt naturalny,0.172,chleb pełnoziarnisty,0.414,0.071,0.413,0.997
679,chleb pełnoziarnisty;jogurt naturalny,0.169,ryż brązowy,0.412,0.071,0.420,1.020
680,pomidory;jajka,0.070,banany,0.389,0.020,0.286,0.734
681,pomidory;banany,0.066,jajka,0.432,0.020,0.303,0.701
682,jogurt naturalny;makaron pełnoziarnisty,0.057,ogórki,0.396,0.020,0.351,0.886
683,chleb pełnoziarnisty;mleko,0.177,banany,0.389,0.070,0.395,1.017
684,chleb pełnoziarnisty;banany,0.158,mleko,0.434,0.070,0.443,1.021
685,banany;mleko,0.165,chleb pełnoziarnisty,0.414,0.070,0.424,1.025
686,ryż brązowy;mleko,0.181,banany,0.389,0.063,0.348,0.895
687,ryż brązowy;banany,0.149,mleko,0.434,0.063,0.423,0.974
688,banany;mleko,0.165,ryż brązowy,0.412,0.063,0.382,0.927
689,jajka;ryż brązowy,0.171,chleb pełnoziarnisty,0.414,0.075,0.439,1.059
690,jajka;chleb pełnoziarnisty,0.180,ryż brązowy,0.412,0.075,0.417,1.011
691,ryż brązowy;chleb pełnoziarnisty,0.176,jajka,0.432,0.075,0.426,0.986
692,ziemniaki;oliwa z oliwek,0.071,banany,0.389,0.024,0.338,0.869
693,ziemniaki;banany,0.146,oliwa z oliwek,0.196,0.024,0.164,0.839
694,oliwa z oliwek;banany,0.069,ziemniaki,0.401,0.024,0.348,0.867
695,ziemniaki;płatki owsiane,0.080,jogurt naturalny,0.434,0.030,0.375,0.864
696,ziemniaki;jogurt naturalny,0.165,płatki owsiane,0.210,0.030,0.182,0.866
697,płatki owsiane;jogurt naturalny,0.079,ziemniaki,0.401,0.030,0.380,0.947
698,jabłka;banany,0.160,makaron pełnoziarnisty,0.183,0.021,0.131,0.717
699,jabłka;makaron pełnoziarnisty,0.066,banany,0.389,0.021,0.318,0.818
700,banany;makaron pełnoziarnisty,0.057,jabłka,0.407,0.021,0.368,0.905
701,chleb pełnoziarnisty;ogórki,0.163,banany,0.389,0.059,0.362,0.930
702,chleb pełnoziarnisty;banany,0.158,ogórki,0.396,0.059,0.373,0.943
703,ogórki;banany,0.156,chleb pełnoziarnisty,0.414,0.059,0.378,0.914
704,ziemniaki;chleb pełnoziarnisty,0.164,banany,0.389,0.059,0.360,0.925
705,ziemniaki;banany,0.146,chleb pełnoziarnisty,0.414,0.059,0.404,0.976
706,chleb pełnoziarnisty;banany,0.158,ziemniaki,0.401,0.059,0.373,0.931
707,jabłka;ryż brązowy,0.175,banany,0.389,0.062,0.354,0.911
708,jabłka;banany,0.160,ryż brązowy,0.412,0.062,0.388,0.941
709,ryż brązowy;banany,0.149,jabłka,0.407,0.062,0.416,1.022
710,płatki owsiane;chleb pełnoziarnisty,0.073,mleko,0.434,0.029,0.397,0.915
711,płatki owsiane;mleko,0.079,chleb pełnoziarnisty,0.414,0.029,0.367,0.887
712,chleb pełnoziarnisty;mleko,0.177,płatki owsiane,0.210,0.029,0.164,0.780
713,oliwa z oliwek;ryż brązowy,0.070,banany,0.389,0.026,0.371,0.955
714,oliwa z oliwek;banany,0.069,ryż brązowy,0.412,0.026,0.377,0.915
715,ryż brązowy;banany,0.149,oliwa z oliwek,0.196,0.026,0.174,0.890
716,ziemniaki;ogórki,0.153,mleko,0.434,0.060,0.392,0.904
717,ziemniaki;mleko,0.178,ogórki,0.396,0.060,0.337,0.851
718,ogórki;mleko,0.162,ziemniaki,0.401,0.060,0.370,0.924
719,jajka;ogórki,0.155,mleko,0.434,0.054,0.348,0.803
720,jajka;mleko,0.171,ogórki,0.396,0.054,0.316,0.797
721,ogórki;mleko,0.162,jajka,0.432,0.054,0.333,0.772
722,chleb pełnoziarnisty;mleko,0.177,makaron pełnoziarnisty,0.183,0.026,0.147,0.803
723,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,mleko,0.434,0.026,0.371,0.856
724,mleko;makaron pełnoziarnisty,0.071,chleb pełnoziarnisty,0.414,0.026,0.366,0.885
725,ser żółty;płatki owsiane,0.078,banany,0.389,0.025,0.321,0.824
726,ser żółty;banany,0.163,płatki owsiane,0.210,0.025,0.153,0.730
727,płatki owsiane;banany,0.067,ser żółty,0.418,0.025,0.373,0.893
728,jabłka;ogórki,0.150,kurczak,0.192,0.025,0.167,0.868
729,jabłka;kurczak,0.066,ogórki,0.396,0.025,0.379,0.957
730,ogórki;kurczak,0.065,jabłka,0.407,0.025,0.385,0.945
731,ryż brązowy;chleb pełnoziarnisty,0.176,banany,0.389,0.061,0.347,0.891
732,ryż brązowy;banany,0.149,chleb pełnoziarnisty,0.414,0.061,0.409,0.989
733,chleb pełnoziarnisty;banany,0.158,ryż brązowy,0.412,0.061,0.386,0.937
734,ziemniaki;ser żółty,0.159,ogórki,0.396,0.067,0.421,1.064
735,ziemniaki;ogórki,0.153,ser żółty,0.418,0.067,0.438,1.048
736,ser żółty;ogórki,0.172,ziemniaki,0.401,0.067,0.390,0.971
737,ziemniaki;jabłka,0.160,ogórki,0.396,0.061,0.381,0.963
738,ziemniaki;ogórki,0.153,jabłka,0.407,0.061,0.399,0.980
739,jabłka;ogórki,0.150,ziemniaki,0.401,0.061,0.407,1.014
740,ziemniaki;mleko,0.178,banany,0.389,0.061,0.343,0.881
741,ziemniaki;banany,0.146,mleko,0.434,0.061,0.418,0.963
742,banany;mleko,0.165,ziemniaki,0.401,0.061,0.370,0.922
743,jajka;jogurt naturalny,0.180,kurczak,0.192,0.031,0.172,0.897
744,jajka;kurczak,0.080,jogurt naturalny,0.434,0.031,0.388,0.893
745,jogurt naturalny;kurczak,0.076,jajka,0.432,0.031,0.408,0.944
746,oliwa z oliwek;jogurt naturalny,0.085,banany,0.389,0.032,0.376,0.968
747,oliwa z oliwek;banany,0.069,jogurt naturalny,0.434,0.032,0.464,1.069
748,jogurt naturalny;banany,0.156,oliwa z oliwek,0.196,0.032,0.205,1.047
749,oliwa z oliwek;chleb pełnoziarnisty,0.075,banany,0.389,0.023,0.307,0.788
750,oliwa z oliwek;banany,0.069,chleb pełnoziarnisty,0.414,0.023,0.333,0.805
751,chleb pełnoziarnisty;banany,0.158,oliwa z oliwek,0.196,0.023,0.146,0.743
752,pomidory;jajka,0.070,chleb pełnoziarnisty,0.414,0.030,0.429,1.035
753,pomidory;chleb pełnoziarnisty,0.076,jajka,0.432,0.030,0.395,0.914
754,jajka;chleb pełnoziarnisty,0.180,pomidory,0.196,0.030,0.167,0.850
755,oliwa z oliwek;ser żółty,0.075,mleko,0.434,0.032,0.427,0.983
756,oliwa z oliwek;mleko,0.075,ser żółty,0.418,0.032,0.427,1.021
757,ser żółty;mleko,0.194,oliwa z oliwek,0.196,0.032,0.165,0.842
758,jabłka;ryż brązowy,0.175,jogurt naturalny,0.434,0.069,0.394,0.908
759,jabłka;jogurt naturalny,0.177,ryż brązowy,0.412,0.069,0.390,0.946
760,ryż brązowy;jogurt naturalny,0.172,jabłka,0.407,0.069,0.401,0.986
761,ziemniaki;płatki owsiane,0.080,mleko,0.434,0.032,0.400,0.922
762,ziemniaki;mleko,0.178,płatki owsiane,0.210,0.032,0.180,0.856
763,płatki owsiane;mleko,0.079,ziemniaki,0.401,0.032,0.405,1.010
764,jabłka;chleb pełnoziarnisty,0.162,mleko,0.434,0.075,0.463,1.067
765,jabłka;mleko,0.170,chleb pełnoziarnisty,0.414,0.075,0.441,1.066
766,chleb pełnoziarnisty;mleko,0.177,jabłka,0.407,0.075,0.424,1.041
767,ziemniaki;pomidory,0.075,banany,0.389,0.023,0.307,0.788
768,ziemniaki;banany,0.146,pomidory,0.196,0.023,0.158,0.804
769,pomidory;banany,0.066,ziemniaki,0.401,0.023,0.348,0.869
770,jajka;jogurt naturalny,0.180,mleko,0.434,0.070,0.389,0.896
771,jajka;mleko,0.171,jogurt naturalny,0.434,0.070,0.409,0.943
772,jogurt naturalny;mleko,0.184,jajka,0.432,0.070,0.380,0.881
773,ziemniaki;ser żółty,0.159,jogurt naturalny,0.434,0.054,0.340,0.783
774,ziemniaki;jogurt naturalny,0.165,ser żółty,0.418,0.054,0.327,0.783
775,ser żółty;jogurt naturalny,0.175,ziemniaki,0.401,0.054,0.309,0.770
776,ser żółty;makaron pełnoziarnisty,0.063,ogórki,0.396,0.022,0.349,0.882
777,ogórki;makaron pełnoziarnisty,0.070,ser żółty,0.418,0.022,0.314,0.752
778,pomidory;jogurt naturalny,0.074,banany,0.389,0.024,0.324,0.834
779,pomidory;banany,0.066,jogurt naturalny,0.434,0.024,0.364,0.838
780,jogurt naturalny;banany,0.156,pomidory,0.196,0.024,0.154,0.785
781,ziemniaki;ryż brązowy,0.156,ogórki,0.396,0.074,0.474,1.198
782,ziemniaki;ogórki,0.153,ryż brązowy,0.412,0.074,0.484,1.174
783,ryż brązowy;ogórki,0.169,ziemniaki,0.401,0.074,0.438,1.092
784,ziemniaki;makaron pełnoziarnisty,0.062,mleko,0.434,0.022,0.355,0.818
785,mleko;makaron pełnoziarnisty,0.071,ziemniaki,0.401,0.022,0.310,0.773
786,jabłka;płatki owsiane,0.082,chleb pełnoziarnisty,0.414,0.027,0.329,0.795
787,jabłka;chleb pełnoziarnisty,0.162,płatki owsiane,0.210,0.027,0.167,0.794
788,płatki owsiane;chleb pełnoziarnisty,0.073,jabłka,0.407,0.027,0.370,0.909
789,oliwa z oliwek;płatki owsiane,0.045,chleb pełnoziarnisty,0.414,0.020,0.444,1.074
790,oliwa z oliwek;chleb pełnoziarnisty,0.075,płatki owsiane,0.210,0.020,0.267,1.270
791,płatki owsiane;chleb pełnoziarnisty,0.073,oliwa z oliwek,0.196,0.020,0.274,1.398
792,ser żółty;płatki owsiane,0.078,mleko,0.434,0.031,0.397,0.916
793,ser żółty;mleko,0.194,płatki owsiane,0.210,0.031,0.160,0.761
794,płatki owsiane;mleko,0.079,ser żółty,0.418,0.031,0.392,0.939
795,ser żółty;płatki owsiane,0.078,ogórki,0.396,0.026,0.333,0.842
796,ser żółty;ogórki,0.172,płatki owsiane,0.210,0.026,0.151,0.720
797,płatki owsiane;ogórki,0.074,ser żółty,0.418,0.026,0.351,0.841
798,pomidory;chleb pełnoziarnisty,0.076,mleko,0.434,0.025,0.329,0.758
799,pomidory;mleko,0.082,chleb pełnoziarnisty,0.414,0.025,0.305,0.736
800,chleb pełnoziarnisty;mleko,0.177,pomidory,0.196,0.025,0.141,0.721
801,ziemniaki;ser żółty,0.159,banany,0.389,0.065,0.409,1.051
802,ziemniaki;banany,0.146,ser żółty,0.418,0.065,0.445,1.065
803,ser żółty;banany,0.163,ziemniaki,0.401,0.065,0.399,0.994
804,jajka;chleb pełnoziarnisty,0.180,mleko,0.434,0.071,0.394,0.909
805,jajka;mleko,0.171,chleb pełnoziarnisty,0.414,0.071,0.415,1.003
806,chleb pełnoziarnisty;mleko,0.177,jajka,0.432,0.071,0.401,0.929
807,oliwa z oliwek;chleb pełnoziarnisty,0.075,jogurt naturalny,0.434,0.026,0.347,0.799
808,oliwa z oliwek;jogurt naturalny,0.085,chleb pełnoziarnisty,0.414,0.026,0.306,0.739
809,chleb pełnoziarnisty;jogurt naturalny,0.169,oliwa z oliwek,0.196,0.026,0.154,0.785
810,jabłka;kurczak,0.066,ryż brązowy,0.412,0.023,0.348,0.846
811,ryż brązowy;kurczak,0.060,jabłka,0.407,0.023,0.383,0.942
812,chleb pełnoziarnisty;jogurt naturalny,0.169,mleko,0.434,0.074,0.438,1.009
813,chleb pełnoziarnisty;mleko,0.177,jogurt naturalny,0.434,0.074,0.418,0.963
814,jogurt naturalny;mleko,0.184,chleb pełnoziarnisty,0.414,0.074,0.402,0.971
815,jajka;ogórki,0.155,kurczak,0.192,0.025,0.161,0.840
816,jajka;kurczak,0.080,ogórki,0.396,0.025,0.313,0.789
817,ogórki;kurczak,0.065,jajka,0.432,0.025,0.385,0.890
818,ryż brązowy;chleb pełnoziarnisty,0.176,ogórki,0.396,0.073,0.415,1.047
819,ryż brązowy;ogórki,0.169,chleb pełnoziarnisty,0.414,0.073,0.432,1.043
820,chleb pełnoziarnisty;ogórki,0.163,ryż brązowy,0.412,0.073,0.448,1.087
821,oliwa z oliwek;ryż brązowy,0.070,jogurt naturalny,0.434,0.034,0.486,1.119
822,oliwa z oliwek;jogurt naturalny,0.085,ryż brązowy,0.412,0.034,0.400,0.971
823,ryż brązowy;jogurt naturalny,0.172,oliwa z oliwek,0.196,0.034,0.198,1.009
824,ryż brązowy;jogurt naturalny,0.172,ogórki,0.396,0.066,0.384,0.969
825,ryż brązowy;ogórki,0.169,jogurt naturalny,0.434,0.066,0.391,0.900
826,jogurt naturalny;ogórki,0.162,ryż brązowy,0.412,0.066,0.407,0.989
827,płatki owsiane;jajka,0.080,chleb pełnoziarnisty,0.414,0.031,0.388,0.936
828,płatki owsiane;chleb pełnoziarnisty,0.073,jajka,0.432,0.031,0.425,0.983
829,jajka;chleb pełnoziarnisty,0.180,płatki owsiane,0.210,0.031,0.172,0.820
830,chleb pełnoziarnisty;mleko,0.177,kurczak,0.192,0.025,0.141,0.736
831,chleb pełnoziarnisty;kurczak,0.076,mleko,0.434,0.025,0.329,0.758
832,mleko;kurczak,0.068,chleb pełnoziarnisty,0.414,0.025,0.368,0.888
833,ziemniaki;jabłka,0.160,ser żółty,0.418,0.065,0.406,0.972
834,ziemniaki;ser żółty,0.159,jabłka,0.407,0.065,0.409,1.004
835,jabłka;ser żółty,0.163,ziemniaki,0.401,0.065,0.399,0.994
836,pomidory;jabłka,0.057,jogurt naturalny,0.434,0.025,0.439,1.011
837,pomidory;jogurt naturalny,0.074,jabłka,0.407,0.025,0.338,0.830
838,jabłka;jogurt naturalny,0.177,pomidory,0.196,0.025,0.141,0.721
839,oliwa z oliwek;ser żółty,0.075,banany,0.389,0.023,0.307,0.788
840,oliwa z oliwek;banany,0.069,ser żółty,0.418,0.023,0.333,0.797
841,ser żółty;banany,0.163,oliwa z oliwek,0.196,0.023,0.141,0.720
842,ziemniaki;ryż brązowy,0.156,mleko,0.434,0.063,0.404,0.931
843,ziemniaki;mleko,0.178,ryż brązowy,0.412,0.063,0.354,0.859
844,ryż brązowy;mleko,0.181,ziemniaki,0.401,0.063,0.348,0.868
845,ziemniaki;jajka,0.177,mleko,0.434,0.084,0.475,1.093
846,ziemniaki;mleko,0.178,jajka,0.432,0.084,0.472,1.092
847,jajka;mleko,0.171,ziemniaki,0.401,0.084,0.491,1.225
848,pomidory;jabłka,0.057,ryż brązowy,0.412,0.024,0.421,1.022
849,pomidory;ryż brązowy,0.063,jabłka,0.407,0.024,0.381,0.936
850,ser żółty;kurczak,0.065,jogurt naturalny,0.434,0.023,0.354,0.815
851,jogurt naturalny;kurczak,0.076,ser żółty,0.418,0.023,0.303,0.724
852,jajka;makaron pełnoziarnisty,0.067,jogurt naturalny,0.434,0.021,0.313,0.722
853,jogurt naturalny;makaron pełnoziarnisty,0.057,jajka,0.432,0.021,0.368,0.853
854,oliwa z oliwek;jabłka,0.066,chleb pełnoziarnisty,0.414,0.024,0.364,0.878
855,oliwa z oliwek;chleb pełnoziarnisty,0.075,jabłka,0.407,0.024,0.320,0.786
856,jabłka;chleb pełnoziarnisty,0.162,oliwa z oliwek,0.196,0.024,0.148,0.756
857,jajka;chleb pełnoziarnisty,0.180,ogórki,0.396,0.066,0.367,0.926
858,jajka;ogórki,0.155,chleb pełnoziarnisty,0.414,0.066,0.426,1.029
859,chleb pełnoziarnisty;ogórki,0.163,jajka,0.432,0.066,0.405,0.937
860,ser żółty;ryż brązowy,0.171,chleb pełnoziarnisty,0.414,0.071,0.415,1.003
861,ser żółty;chleb pełnoziarnisty,0.160,ryż brązowy,0.412,0.071,0.444,1.077
862,ryż brązowy;chleb pełnoziarnisty,0.176,ser żółty,0.418,0.071,0.403,0.965
863,ziemniaki;ser żółty,0.159,ryż brązowy,0.412,0.062,0.390,0.946
864,ziemniaki;ryż brązowy,0.156,ser żółty,0.418,0.062,0.397,0.951
865,ser żółty;ryż brązowy,0.171,ziemniaki,0.401,0.062,0.363,0.904
866,oliwa z oliwek;ser żółty,0.075,ogórki,0.396,0.024,0.320,0.808
867,oliwa z oliwek;ogórki,0.063,ser żółty,0.418,0.024,0.381,0.911
868,ser żółty;ogórki,0.172,oliwa z oliwek,0.196,0.024,0.140,0.712
869,ryż brązowy;banany,0.149,makaron pełnoziarnisty,0.183,0.020,0.134,0.733
870,ryż brązowy;makaron pełnoziarnisty,0.067,banany,0.389,0.020,0.299,0.767
871,banany;makaron pełnoziarnisty,0.057,ryż brązowy,0.412,0.020,0.351,0.852
872,jabłka;ogórki,0.150,banany,0.389,0.065,0.433,1.114
873,jabłka;banany,0.160,ogórki,0.396,0.065,0.406,1.026
874,ogórki;banany,0.156,jabłka,0.407,0.065,0.417,1.024
875,ziemniaki;jajka,0.177,ogórki,0.396,0.062,0.350,0.885
876,ziemniaki;ogórki,0.153,jajka,0.432,0.062,0.405,0.938
877,jajka;ogórki,0.155,ziemniaki,0.401,0.062,0.400,0.998
878,ziemniaki;oliwa z oliwek,0.071,ryż brązowy,0.412,0.024,0.338,0.820
879,ziemniaki;ryż brązowy,0.156,oliwa z oliwek,0.196,0.024,0.154,0.785
880,oliwa z oliwek;ryż brązowy,0.070,ziemniaki,0.401,0.024,0.343,0.855
881,ogórki;mleko,0.162,makaron pełnoziarnisty,0.183,0.026,0.160,0.877
882,ogórki;makaron pełnoziarnisty,0.070,mleko,0.434,0.026,0.371,0.856
883,mleko;makaron pełnoziarnisty,0.071,ogórki,0.396,0.026,0.366,0.925
884,ziemniaki;jajka,0.177,kurczak,0.192,0.027,0.153,0.794
885,ziemniaki;kurczak,0.065,jajka,0.432,0.027,0.415,0.962
886,jajka;kurczak,0.080,ziemniaki,0.401,0.027,0.337,0.842
887,chleb pełnoziarnisty;jogurt naturalny,0.169,banany,0.389,0.059,0.349,0.897
888,chleb pełnoziarnisty;banany,0.158,jogurt naturalny,0.434,0.059,0.373,0.860
889,jogurt naturalny;banany,0.156,chleb pełnoziarnisty,0.414,0.059,0.378,0.914
890,jajka;jogurt naturalny,0.180,ogórki,0.396,0.055,0.306,0.772
891,jajka;ogórki,0.155,jogurt naturalny,0.434,0.055,0.355,0.818
892,jogurt naturalny;ogórki,0.162,jajka,0.432,0.055,0.340,0.786
893,ziemniaki;oliwa z oliwek,0.071,chleb pełnoziarnisty,0.414,0.030,0.423,1.021
894,ziemniaki;chleb pełnoziarnisty,0.164,oliwa z oliwek,0.196,0.030,0.183,0.933
895,oliwa z oliwek;chleb pełnoziarnisty,0.075,ziemniaki,0.401,0.030,0.400,0.998
896,pomidory;ogórki,0.068,kurczak,0.192,0.020,0.294,1.532
897,pomidory;kurczak,0.049,ogórki,0.396,0.020,0.408,1.031
898,ogórki;kurczak,0.065,pomidory,0.196,0.020,0.308,1.570
899,ziemniaki;ogórki,0.153,makaron pełnoziarnisty,0.183,0.025,0.163,0.893
900,ziemniaki;makaron pełnoziarnisty,0.062,ogórki,0.396,0.025,0.403,1.018
901,ogórki;makaron pełnoziarnisty,0.070,ziemniaki,0.401,0.025,0.357,0.891
902,jabłka;chleb pełnoziarnisty,0.162,makaron pełnoziarnisty,0.183,0.023,0.142,0.776
903,jabłka;makaron pełnoziarnisty,0.066,chleb pełnoziarnisty,0.414,0.023,0.348,0.842
904,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,jabłka,0.407,0.023,0.329,0.807
905,ryż brązowy;kurczak,0.060,ogórki,0.396,0.022,0.367,0.926
906,ogórki;kurczak,0.065,ryż brązowy,0.412,0.022,0.338,0.822
907,oliwa z oliwek;ryż brązowy,0.070,ogórki,0.396,0.022,0.314,0.794
908,oliwa z oliwek;ogórki,0.063,ryż brązowy,0.412,0.022,0.349,0.848
909,jajka;jogurt naturalny,0.180,banany,0.389,0.057,0.317,0.814
910,jajka;banany,0.157,jogurt naturalny,0.434,0.057,0.363,0.837
911,jogurt naturalny;banany,0.156,jajka,0.432,0.057,0.365,0.846
912,pomidory;chleb pełnoziarnisty,0.076,kurczak,0.192,0.023,0.303,1.576
913,pomidory;kurczak,0.049,chleb pełnoziarnisty,0.414,0.023,0.469,1.134
914,chleb pełnoziarnisty;kurczak,0.076,pomidory,0.196,0.023,0.303,1.544
915,płatki owsiane;jogurt naturalny,0.079,ogórki,0.396,0.024,0.304,0.767
916,płatki owsiane;ogórki,0.074,jogurt naturalny,0.434,0.024,0.324,0.747
917,jogurt naturalny;ogórki,0.162,płatki owsiane,0.210,0.024,0.148,0.705
918,ser żółty;jajka,0.176,ogórki,0.396,0.064,0.364,0.918
919,ser żółty;ogórki,0.172,jajka,0.432,0.064,0.372,0.861
920,jajka;ogórki,0.155,ser żółty,0.418,0.064,0.413,0.988
921,płatki owsiane;jogurt naturalny,0.079,mleko,0.434,0.036,0.456,1.050
922,płatki owsiane;mleko,0.079,jogurt naturalny,0.434,0.036,0.456,1.050
923,jogurt naturalny;mleko,0.184,płatki owsiane,0.210,0.036,0.196,0.932
924,pomidory;jogurt naturalny,0.074,mleko,0.434,0.035,0.473,1.090
925,pomidory;mleko,0.082,jogurt naturalny,0.434,0.035,0.427,0.983
926,jogurt naturalny;mleko,0.184,pomidory,0.196,0.035,0.190,0.970
927,ziemniaki;ryż brązowy,0.156,makaron pełnoziarnisty,0.183,0.022,0.141,0.771
928,ziemniaki;makaron pełnoziarnisty,0.062,ryż brązowy,0.412,0.022,0.355,0.861
929,ryż brązowy;makaron pełnoziarnisty,0.067,ziemniaki,0.401,0.022,0.328,0.819
930,jabłka;ser żółty,0.163,jajka,0.432,0.066,0.405,0.937
931,jabłka;jajka,0.167,ser żółty,0.418,0.066,0.395,0.945
932,ser żółty;jajka,0.176,jabłka,0.407,0.066,0.375,0.921
933,pomidory;jabłka,0.057,banany,0.389,0.022,0.386,0.992
934,pomidory;banany,0.066,jabłka,0.407,0.022,0.333,0.819
935,jabłka;banany,0.160,pomidory,0.196,0.022,0.137,0.702
936,ziemniaki;ryż brązowy,0.156,banany,0.389,0.056,0.359,0.923
937,ziemniaki;banany,0.146,ryż brązowy,0.412,0.056,0.384,0.931
938,ryż brązowy;banany,0.149,ziemniaki,0.401,0.056,0.376,0.937
939,ryż brązowy;kurczak,0.060,mleko,0.434,0.021,0.350,0.806
940,mleko;kurczak,0.068,ryż brązowy,0.412,0.021,0.309,0.750
941,oliwa z oliwek;ogórki,0.063,mleko,0.434,0.021,0.333,0.768
942,oliwa z oliwek;mleko,0.075,ogórki,0.396,0.021,0.280,0.707
943,jabłka;chleb pełnoziarnisty,0.162,banany,0.389,0.063,0.389,1.000
944,jabłka;banany,0.160,chleb pełnoziarnisty,0.414,0.063,0.394,0.951
945,chleb pełnoziarnisty;banany,0.158,jabłka,0.407,0.063,0.399,0.980
946,ser żółty;jajka,0.176,mleko,0.434,0.070,0.398,0.916
947,ser żółty;mleko,0.194,jajka,0.432,0.070,0.361,0.835
948,jajka;mleko,0.171,ser żółty,0.418,0.070,0.409,0.979
949,jajka;chleb pełnoziarnisty,0.180,kurczak,0.192,0.035,0.194,1.013
950,jajka;kurczak,0.080,chleb pełnoziarnisty,0.414,0.035,0.438,1.057
951,chleb pełnoziarnisty;kurczak,0.076,jajka,0.432,0.035,0.461,1.066
952,oliwa z oliwek;ser żółty,0.075,jajka,0.432,0.024,0.320,0.741
953,oliwa z oliwek;jajka,0.071,ser żółty,0.418,0.024,0.338,0.809
954,jabłka;ogórki,0.150,mleko,0.434,0.057,0.380,0.876
955,jabłka;mleko,0.170,ogórki,0.396,0.057,0.335,0.847
956,ogórki;mleko,0.162,jabłka,0.407,0.057,0.352,0.865
957,jogurt naturalny;banany,0.156,kurczak,0.192,0.025,0.160,0.835
958,jogurt naturalny;kurczak,0.076,banany,0.389,0.025,0.329,0.846
959,banany;kurczak,0.066,jogurt naturalny,0.434,0.025,0.379,0.873
960,oliwa z oliwek;mleko,0.075,banany,0.389,0.021,0.280,0.720
961,oliwa z oliwek;banany,0.069,mleko,0.434,0.021,0.304,0.701
962,jabłka;ser żółty,0.163,mleko,0.434,0.078,0.479,1.103
963,jabłka;mleko,0.170,ser żółty,0.418,0.078,0.459,1.098
964,ser żółty;mleko,0.194,jabłka,0.407,0.078,0.402,0.988
965,jabłka;ser żółty,0.163,ogórki,0.396,0.067,0.411,1.038
966,jabłka;ogórki,0.150,ser żółty,0.418,0.067,0.447,1.069
967,ser żółty;ogórki,0.172,jabłka,0.407,0.067,0.390,0.957
968,chleb pełnoziarnisty;jogurt naturalny,0.169,makaron pełnoziarnisty,0.183,0.025,0.148,0.808
969,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,jogurt naturalny,0.434,0.025,0.357,0.823
970,jogurt naturalny;makaron pełnoziarnisty,0.057,chleb pełnoziarnisty,0.414,0.025,0.439,1.059
971,ogórki;mleko,0.162,banany,0.389,0.062,0.383,0.984
972,ogórki;banany,0.156,mleko,0.434,0.062,0.397,0.916
973,banany;mleko,0.165,ogórki,0.396,0.062,0.376,0.949
974,chleb pełnoziarnisty;ogórki,0.163,kurczak,0.192,0.032,0.196,1.022
975,chleb pełnoziarnisty;kurczak,0.076,ogórki,0.396,0.032,0.421,1.063
976,ogórki;kurczak,0.065,chleb pełnoziarnisty,0.414,0.032,0.492,1.189
977,ziemniaki;pomidory,0.075,chleb pełnoziarnisty,0.414,0.026,0.347,0.837
978,ziemniaki;chleb pełnoziarnisty,0.164,pomidory,0.196,0.026,0.159,0.809
979,pomidory;chleb pełnoziarnisty,0.076,ziemniaki,0.401,0.026,0.342,0.853
980,jabłka;mleko,0.170,banany,0.389,0.065,0.382,0.983
981,jabłka;banany,0.160,mleko,0.434,0.065,0.406,0.936
982,banany;mleko,0.165,jabłka,0.407,0.065,0.394,0.968
983,jajka;mleko,0.171,kurczak,0.192,0.024,0.140,0.731
984,mleko;kurczak,0.068,jajka,0.432,0.024,0.353,0.817
985,ser żółty;chleb pełnoziarnisty,0.160,banany;mleko,0.165,0.026,0.162,0.985
986,ser żółty;mleko,0.194,chleb pełnoziarnisty;banany,0.158,0.026,0.134,0.848
987,ser żółty;banany,0.163,chleb pełnoziarnisty;mleko,0.177,0.026,0.160,0.901
988,chleb pełnoziarnisty;mleko,0.177,ser żółty;banany,0.163,0.026,0.147,0.901
989,chleb pełnoziarnisty;banany,0.158,ser żółty;mleko,0.194,0.026,0.165,0.848
990,banany;mleko,0.165,ser żółty;chleb pełnoziarnisty,0.160,0.026,0.158,0.985
991,ser żółty;chleb pełnoziarnisty;mleko,0.073,banany,0.389,0.026,0.356,0.916
992,ser żółty;chleb pełnoziarnisty;banany,0.061,mleko,0.434,0.026,0.426,0.982
993,ser żółty;mleko;banany,0.073,chleb pełnoziarnisty,0.414,0.026,0.356,0.860
994,chleb pełnoziarnisty;mleko;banany,0.070,ser żółty,0.418,0.026,0.371,0.889
995,jabłka;jajka,0.167,ryż brązowy;mleko,0.181,0.024,0.144,0.794
996,jabłka;ryż brązowy,0.175,jajka;mleko,0.171,0.024,0.137,0.802
997,jabłka;mleko,0.170,jajka;ryż brązowy,0.171,0.024,0.141,0.826
998,jajka;ryż brązowy,0.171,jabłka;mleko,0.170,0.024,0.140,0.826
999,jajka;mleko,0.171,jabłka;ryż brązowy,0.175,0.024,0.140,0.802
1000,ryż brązowy;mleko,0.181,jabłka;jajka,0.167,0.024,0.133,0.794
