id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
1277,oliwa z oliwek;mleko,0.075,pomidory,0.196,0.015,0.200,1.020
1278,pomidory;mleko,0.082,oliwa z oliwek,0.196,0.015,0.183,0.933
1279,ryż brązowy;ogórki,0.169,kurczak,0.192,0.022,0.130,0.678
1280,ryż brązowy;kurczak,0.060,ogórki,0.396,0.022,0.367,0.926
1281,ogórki;kurczak,0.065,ryż brązowy,0.412,0.022,0.338,0.822
1282,pomidory;oliwa z oliwek,0.042,jajka,0.432,0.011,0.262,0.606
1283,oliwa z oliwek;jajka,0.071,pomidory,0.196,0.011,0.155,0.790
1284,pomidory;jajka,0.070,oliwa z oliwek,0.196,0.011,0.157,0.802
1285,płatki owsiane;jajka,0.080,makaron pełnoziarnisty,0.183,0.015,0.188,1.025
1286,płatki owsiane;makaron pełnoziarnisty,0.046,jajka,0.432,0.015,0.326,0.755
1287,jajka;makaron pełnoziarnisty,0.067,płatki owsiane,0.210,0.015,0.224,1.066
1288,oliwa z oliwek;ryż brązowy,0.070,ogórki,0.396,0.022,0.314,0.794
1289,oliwa z oliwek;ogórki,0.063,ryż brązowy,0.412,0.022,0.349,0.848
1290,ryż brązowy;ogórki,0.169,oliwa z oliwek,0.196,0.022,0.130,0.664
1291,oliwa z oliwek;mleko,0.075,makaron pełnoziarnisty,0.183,0.011,0.147,0.801
1292,oliwa z oliwek;makaron pełnoziarnisty,0.036,mleko,0.434,0.011,0.306,0.704
1293,mleko;makaron pełnoziarnisty,0.071,oliwa z oliwek,0.196,0.011,0.155,0.790
1294,jajka;jogurt naturalny,0.180,banany,0.389,0.057,0.317,0.814
1295,jajka;banany,0.157,jogurt naturalny,0.434,0.057,0.363,0.837
1296,jogurt naturalny;banany,0.156,jajka,0.432,0.057,0.365,0.846
1297,pomidory;chleb pełnoziarnisty,0.076,kurczak,0.192,0.023,0.303,1.576
1298,pomidory;kurczak,0.049,chleb pełnoziarnisty,0.414,0.023,0.469,1.134
1299,chleb pełnoziarnisty;kurczak,0.076,pomidory,0.196,0.023,0.303,1.544
1300,pomidory;oliwa z oliwek,0.042,banany,0.389,0.012,0.286,0.734
1301,oliwa z oliwek;banany,0.069,pomidory,0.196,0.012,0.174,0.887
1302,pomidory;banany,0.066,oliwa z oliwek,0.196,0.012,0.182,0.928
1303,płatki owsiane;jogurt naturalny,0.079,ogórki,0.396,0.024,0.304,0.767
1304,płatki owsiane;ogórki,0.074,jogurt naturalny,0.434,0.024,0.324,0.747
1305,jogurt naturalny;ogórki,0.162,płatki owsiane,0.210,0.024,0.148,0.705
1306,ser żółty;jajka,0.176,ogórki,0.396,0.064,0.364,0.918
1307,ser żółty;ogórki,0.172,jajka,0.432,0.064,0.372,0.861
1308,jajka;ogórki,0.155,ser żółty,0.418,0.064,0.413,0.988
1309,ser żółty;płatki owsiane,0.078,kurczak,0.192,0.010,0.128,0.668
1310,ser żółty;kurczak,0.065,płatki owsiane,0.210,0.010,0.154,0.733
1311,płatki owsiane;kurczak,0.046,ser żółty,0.418,0.010,0.217,0.520
1312,płatki owsiane;jogurt naturalny,0.079,mleko,0.434,0.036,0.456,1.050
1313,płatki owsiane;mleko,0.079,jogurt naturalny,0.434,0.036,0.456,1.050
1314,jogurt naturalny;mleko,0.184,płatki owsiane,0.210,0.036,0.196,0.932
1315,pomidory;jogurt naturalny,0.074,mleko,0.434,0.035,0.473,1.090
1316,pomidory;mleko,0.082,jogurt naturalny,0.434,0.035,0.427,0.983
1317,jogurt naturalny;mleko,0.184,pomidory,0.196,0.035,0.190,0.970
1318,ziemniaki;ryż brązowy,0.156,makaron pełnoziarnisty,0.183,0.022,0.141,0.771
1319,ziemniaki;makaron pełnoziarnisty,0.062,ryż brązowy,0.412,0.022,0.355,0.861
1320,ryż brązowy;makaron pełnoziarnisty,0.067,ziemniaki,0.401,0.022,0.328,0.819
1321,jabłka;ser żółty,0.163,jajka,0.432,0.066,0.405,0.937
1322,jabłka;jajka,0.167,ser żółty,0.418,0.066,0.395,0.945
1323,ser żółty;jajka,0.176,jabłka,0.407,0.066,0.375,0.921
1324,pomidory;płatki owsiane,0.045,makaron pełnoziarnisty,0.183,0.010,0.222,1.214
1325,pomidory;makaron pełnoziarnisty,0.042,płatki owsiane,0.210,0.010,0.238,1.134
1326,płatki owsiane;makaron pełnoziarnisty,0.046,pomidory,0.196,0.010,0.217,1.109
1327,pomidory;jabłka,0.057,banany,0.389,0.022,0.386,0.992
1328,pomidory;banany,0.066,jabłka,0.407,0.022,0.333,0.819
1329,jabłka;banany,0.160,pomidory,0.196,0.022,0.137,0.702
1330,ziemniaki;ryż brązowy,0.156,banany,0.389,0.056,0.359,0.923
1331,ziemniaki;banany,0.146,ryż brązowy,0.412,0.056,0.384,0.931
1332,ryż brązowy;banany,0.149,ziemniaki,0.401,0.056,0.376,0.937
1333,ryż brązowy;mleko,0.181,kurczak,0.192,0.021,0.116,0.604
1334,ryż brązowy;kurczak,0.060,mleko,0.434,0.021,0.350,0.806
1335,mleko;kurczak,0.068,ryż brązowy,0.412,0.021,0.309,0.750
1336,oliwa z oliwek;ogórki,0.063,mleko,0.434,0.021,0.333,0.768
1337,oliwa z oliwek;mleko,0.075,ogórki,0.396,0.021,0.280,0.707
1338,ogórki;mleko,0.162,oliwa z oliwek,0.196,0.021,0.130,0.661
1339,jabłka;chleb pełnoziarnisty,0.162,banany,0.389,0.063,0.389,1.000
1340,jabłka;banany,0.160,chleb pełnoziarnisty,0.414,0.063,0.394,0.951
1341,chleb pełnoziarnisty;banany,0.158,jabłka,0.407,0.063,0.399,0.980
1342,ser żółty;jajka,0.176,mleko,0.434,0.070,0.398,0.916
1343,ser żółty;mleko,0.194,jajka,0.432,0.070,0.361,0.835
1344,jajka;mleko,0.171,ser żółty,0.418,0.070,0.409,0.979
1345,jajka;chleb pełnoziarnisty,0.180,kurczak,0.192,0.035,0.194,1.013
1346,jajka;kurczak,0.080,chleb pełnoziarnisty,0.414,0.035,0.438,1.057
1347,chleb pełnoziarnisty;kurczak,0.076,jajka,0.432,0.035,0.461,1.066
1348,oliwa z oliwek;ser żółty,0.075,jajka,0.432,0.024,0.320,0.741
1349,oliwa z oliwek;jajka,0.071,ser żółty,0.418,0.024,0.338,0.809
1350,ser żółty;jajka,0.176,oliwa z oliwek,0.196,0.024,0.136,0.696
1351,jabłka;ogórki,0.150,mleko,0.434,0.057,0.380,0.876
1352,jabłka;mleko,0.170,ogórki,0.396,0.057,0.335,0.847
1353,ogórki;mleko,0.162,jabłka,0.407,0.057,0.352,0.865
1354,płatki owsiane;chleb pełnoziarnisty,0.073,kurczak,0.192,0.015,0.205,1.070
1355,płatki owsiane;kurczak,0.046,chleb pełnoziarnisty,0.414,0.015,0.326,0.788
1356,chleb pełnoziarnisty;kurczak,0.076,płatki owsiane,0.210,0.015,0.197,0.940
1357,pomidory;mleko,0.082,kurczak,0.192,0.019,0.232,1.207
1358,pomidory;kurczak,0.049,mleko,0.434,0.019,0.388,0.893
1359,mleko;kurczak,0.068,pomidory,0.196,0.019,0.279,1.426
1360,jogurt naturalny;banany,0.156,kurczak,0.192,0.025,0.160,0.835
1361,jogurt naturalny;kurczak,0.076,banany,0.389,0.025,0.329,0.846
1362,banany;kurczak,0.066,jogurt naturalny,0.434,0.025,0.379,0.873
1363,oliwa z oliwek;mleko,0.075,banany,0.389,0.021,0.280,0.720
1364,oliwa z oliwek;banany,0.069,mleko,0.434,0.021,0.304,0.701
1365,banany;mleko,0.165,oliwa z oliwek,0.196,0.021,0.127,0.649
1366,jabłka;ser żółty,0.163,mleko,0.434,0.078,0.479,1.103
1367,jabłka;mleko,0.170,ser żółty,0.418,0.078,0.459,1.098
1368,ser żółty;mleko,0.194,jabłka,0.407,0.078,0.402,0.988
1369,jabłka;ser żółty,0.163,ogórki,0.396,0.067,0.411,1.038
1370,jabłka;ogórki,0.150,ser żółty,0.418,0.067,0.447,1.069
1371,ser żółty;ogórki,0.172,jabłka,0.407,0.067,0.390,0.957
1372,chleb pełnoziarnisty;jogurt naturalny,0.169,makaron pełnoziarnisty,0.183,0.025,0.148,0.808
1373,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,jogurt naturalny,0.434,0.025,0.357,0.823
1374,jogurt naturalny;makaron pełnoziarnisty,0.057,chleb pełnoziarnisty,0.414,0.025,0.439,1.059
1375,ogórki;mleko,0.162,banany,0.389,0.062,0.383,0.984
1376,ogórki;banany,0.156,mleko,0.434,0.062,0.397,0.916
1377,banany;mleko,0.165,ogórki,0.396,0.062,0.376,0.949
1378,chleb pełnoziarnisty;ogórki,0.163,kurczak,0.192,0.032,0.196,1.022
1379,chleb pełnoziarnisty;kurczak,0.076,ogórki,0.396,0.032,0.421,1.063
1380,ogórki;kurczak,0.065,chleb pełnoziarnisty,0.414,0.032,0.492,1.189
1381,ziemniaki;pomidory,0.075,chleb pełnoziarnisty,0.414,0.026,0.347,0.837
1382,ziemniaki;chleb pełnoziarnisty,0.164,pomidory,0.196,0.026,0.159,0.809
1383,pomidory;chleb pełnoziarnisty,0.076,ziemniaki,0.401,0.026,0.342,0.853
1384,jabłka;mleko,0.170,banany,0.389,0.065,0.382,0.983
1385,jabłka;banany,0.160,mleko,0.434,0.065,0.406,0.936
1386,banany;mleko,0.165,jabłka,0.407,0.065,0.394,0.968
1387,jajka;mleko,0.171,kurczak,0.192,0.024,0.140,0.731
1388,jajka;kurczak,0.080,mleko,0.434,0.024,0.300,0.691
1389,mleko;kurczak,0.068,jajka,0.432,0.024,0.353,0.817
1390,ser żółty;chleb pełnoziarnisty,0.160,banany;mleko,0.165,0.026,0.162,0.985
1391,ser żółty;mleko,0.194,chleb pełnoziarnisty;banany,0.158,0.026,0.134,0.848
1392,ser żółty;banany,0.163,chleb pełnoziarnisty;mleko,0.177,0.026,0.160,0.901
1393,chleb pełnoziarnisty;mleko,0.177,ser żółty;banany,0.163,0.026,0.147,0.901
1394,chleb pełnoziarnisty;banany,0.158,ser żółty;mleko,0.194,0.026,0.165,0.848
1395,banany;mleko,0.165,ser żółty;chleb pełnoziarnisty,0.160,0.026,0.158,0.985
1396,ser żółty;chleb pełnoziarnisty;mleko,0.073,banany,0.389,0.026,0.356,0.916
1397,ser żółty;chleb pełnoziarnisty;banany,0.061,mleko,0.434,0.026,0.426,0.982
1398,ser żółty;mleko;banany,0.073,chleb pełnoziarnisty,0.414,0.026,0.356,0.860
1399,chleb pełnoziarnisty;mleko;banany,0.070,ser żółty,0.418,0.026,0.371,0.889
1400,chleb pełnoziarnisty;ogórki,0.163,kurczak;makaron pełnoziarnisty,0.040,0.009,0.055,1.380
1401,chleb pełnoziarnisty;kurczak,0.076,ogórki;makaron pełnoziarnisty,0.070,0.009,0.118,1.692
1402,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,ogórki;kurczak,0.065,0.009,0.129,1.978
1403,ogórki;kurczak,0.065,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,0.009,0.138,1.978
1404,ogórki;makaron pełnoziarnisty,0.070,chleb pełnoziarnisty;kurczak,0.076,0.009,0.129,1.692
1405,kurczak;makaron pełnoziarnisty,0.040,chleb pełnoziarnisty;ogórki,0.163,0.009,0.225,1.380
1406,chleb pełnoziarnisty;ogórki;kurczak,0.032,makaron pełnoziarnisty,0.183,0.009,0.281,1.537
1407,chleb pełnoziarnisty;ogórki;makaron pełnoziarnisty,0.026,kurczak,0.192,0.009,0.346,1.803
1408,chleb pełnoziarnisty;kurczak;makaron pełnoziarnisty,0.019,ogórki,0.396,0.009,0.474,1.196
1409,ogórki;kurczak;makaron pełnoziarnisty,0.017,chleb pełnoziarnisty,0.414,0.009,0.529,1.279
1410,płatki owsiane;jajka,0.080,ryż brązowy;ogórki,0.169,0.007,0.088,0.518
1411,płatki owsiane;ryż brązowy,0.070,jajka;ogórki,0.155,0.007,0.100,0.645
1412,płatki owsiane;ogórki,0.074,jajka;ryż brązowy,0.171,0.007,0.095,0.553
1413,jajka;ryż brązowy,0.171,płatki owsiane;ogórki,0.074,0.007,0.041,0.553
1414,jajka;ogórki,0.155,płatki owsiane;ryż brązowy,0.070,0.007,0.045,0.645
1415,ryż brązowy;ogórki,0.169,płatki owsiane;jajka,0.080,0.007,0.041,0.518
1416,płatki owsiane;jajka;ryż brązowy,0.025,ogórki,0.396,0.007,0.280,0.707
1417,płatki owsiane;jajka;ogórki,0.025,ryż brązowy,0.412,0.007,0.280,0.680
1418,płatki owsiane;ryż brązowy;ogórki,0.025,jajka,0.432,0.007,0.280,0.648
1419,jajka;ryż brązowy;ogórki,0.065,płatki owsiane,0.210,0.007,0.108,0.513
1420,pomidory;ser żółty,0.065,ryż brązowy;chleb pełnoziarnisty,0.176,0.008,0.123,0.699
1421,pomidory;ryż brązowy,0.063,ser żółty;chleb pełnoziarnisty,0.160,0.008,0.127,0.794
1422,pomidory;chleb pełnoziarnisty,0.076,ser żółty;ryż brązowy,0.171,0.008,0.105,0.616
1423,ser żółty;ryż brązowy,0.171,pomidory;chleb pełnoziarnisty,0.076,0.008,0.047,0.616
1424,ser żółty;chleb pełnoziarnisty,0.160,pomidory;ryż brązowy,0.063,0.008,0.050,0.794
1425,ryż brązowy;chleb pełnoziarnisty,0.176,pomidory;ser żółty,0.065,0.008,0.045,0.699
1426,pomidory;ser żółty;ryż brązowy,0.019,chleb pełnoziarnisty,0.414,0.008,0.421,1.017
1427,pomidory;ser żółty;chleb pełnoziarnisty,0.023,ryż brązowy,0.412,0.008,0.348,0.844
1428,pomidory;ryż brązowy;chleb pełnoziarnisty,0.023,ser żółty,0.418,0.008,0.348,0.832
1429,ser żółty;ryż brązowy;chleb pełnoziarnisty,0.071,pomidory,0.196,0.008,0.113,0.575
1430,jabłka;jajka,0.167,ryż brązowy;mleko,0.181,0.024,0.144,0.794
1431,jabłka;ryż brązowy,0.175,jajka;mleko,0.171,0.024,0.137,0.802
1432,jabłka;mleko,0.170,jajka;ryż brązowy,0.171,0.024,0.141,0.826
1433,jajka;ryż brązowy,0.171,jabłka;mleko,0.170,0.024,0.140,0.826
1434,jajka;mleko,0.171,jabłka;ryż brązowy,0.175,0.024,0.140,0.802
1435,ryż brązowy;mleko,0.181,jabłka;jajka,0.167,0.024,0.133,0.794
1436,jabłka;jajka;ryż brązowy,0.068,mleko,0.434,0.024,0.353,0.813
1437,jabłka;jajka;mleko,0.059,ryż brązowy,0.412,0.024,0.407,0.987
1438,jabłka;ryż brązowy;mleko,0.070,jajka,0.432,0.024,0.343,0.794
1439,jajka;ryż brązowy;mleko,0.072,jabłka,0.407,0.024,0.333,0.819
1440,pomidory;jogurt naturalny,0.074,mleko;kurczak,0.068,0.008,0.108,1.590
1441,pomidory;mleko,0.082,jogurt naturalny;kurczak,0.076,0.008,0.098,1.284
1442,pomidory;kurczak,0.049,jogurt naturalny;mleko,0.184,0.008,0.163,0.887
1443,jogurt naturalny;mleko,0.184,pomidory;kurczak,0.049,0.008,0.043,0.887
1444,jogurt naturalny;kurczak,0.076,pomidory;mleko,0.082,0.008,0.105,1.284
1445,mleko;kurczak,0.068,pomidory;jogurt naturalny,0.074,0.008,0.118,1.590
1446,pomidory;jogurt naturalny;mleko,0.035,kurczak,0.192,0.008,0.229,1.190
1447,pomidory;jogurt naturalny;kurczak,0.020,mleko,0.434,0.008,0.400,0.922
1448,pomidory;mleko;kurczak,0.019,jogurt naturalny,0.434,0.008,0.421,0.970
1449,jogurt naturalny;mleko;kurczak,0.027,pomidory,0.196,0.008,0.296,1.512
1450,ziemniaki;ser żółty,0.159,jogurt naturalny;makaron pełnoziarnisty,0.057,0.005,0.031,0.552
1451,ziemniaki;jogurt naturalny,0.165,ser żółty;makaron pełnoziarnisty,0.063,0.005,0.030,0.481
1452,ziemniaki;makaron pełnoziarnisty,0.062,ser żółty;jogurt naturalny,0.175,0.005,0.081,0.461
1453,ser żółty;jogurt naturalny,0.175,ziemniaki;makaron pełnoziarnisty,0.062,0.005,0.029,0.461
1454,ser żółty;makaron pełnoziarnisty,0.063,ziemniaki;jogurt naturalny,0.165,0.005,0.079,0.481
1455,jogurt naturalny;makaron pełnoziarnisty,0.057,ziemniaki;ser żółty,0.159,0.005,0.088,0.552
1456,ziemniaki;ser żółty;jogurt naturalny,0.054,makaron pełnoziarnisty,0.183,0.005,0.093,0.506
1457,ziemniaki;ser żółty;makaron pełnoziarnisty,0.020,jogurt naturalny,0.434,0.005,0.250,0.576
1458,ziemniaki;jogurt naturalny;makaron pełnoziarnisty,0.016,ser żółty,0.418,0.005,0.313,0.748
1459,ser żółty;jogurt naturalny;makaron pełnoziarnisty,0.017,ziemniaki,0.401,0.005,0.294,0.733
1460,oliwa z oliwek;ogórki,0.063,jogurt naturalny;kurczak,0.076,0.005,0.079,1.044
1461,oliwa z oliwek;jogurt naturalny,0.085,ogórki;kurczak,0.065,0.005,0.059,0.905
1462,oliwa z oliwek;kurczak,0.047,jogurt naturalny;ogórki,0.162,0.005,0.106,0.657
1463,jogurt naturalny;ogórki,0.162,oliwa z oliwek;kurczak,0.047,0.005,0.031,0.657
1464,ogórki;kurczak,0.065,oliwa z oliwek;jogurt naturalny,0.085,0.005,0.077,0.905
1465,jogurt naturalny;kurczak,0.076,oliwa z oliwek;ogórki,0.063,0.005,0.066,1.044
1466,oliwa z oliwek;jogurt naturalny;ogórki,0.029,kurczak,0.192,0.005,0.172,0.898
1467,oliwa z oliwek;ogórki;kurczak,0.015,jogurt naturalny,0.434,0.005,0.333,0.768
1468,oliwa z oliwek;jogurt naturalny;kurczak,0.020,ogórki,0.396,0.005,0.250,0.631
1469,jogurt naturalny;ogórki;kurczak,0.020,oliwa z oliwek,0.196,0.005,0.250,1.276
1470,ryż brązowy;jogurt naturalny,0.172,banany;mleko,0.165,0.021,0.122,0.740
1471,ryż brązowy;mleko,0.181,jogurt naturalny;banany,0.156,0.021,0.116,0.744
1472,ryż brązowy;banany,0.149,jogurt naturalny;mleko,0.184,0.021,0.141,0.766
1473,jogurt naturalny;mleko,0.184,ryż brązowy;banany,0.149,0.021,0.114,0.766
1474,jogurt naturalny;banany,0.156,ryż brązowy;mleko,0.181,0.021,0.135,0.744
1475,banany;mleko,0.165,ryż brązowy;jogurt naturalny,0.172,0.021,0.127,0.740
1476,ryż brązowy;jogurt naturalny;mleko,0.075,banany,0.389,0.021,0.280,0.720
1477,ryż brązowy;jogurt naturalny;banany,0.057,mleko,0.434,0.021,0.368,0.849
1478,ryż brązowy;mleko;banany,0.063,jogurt naturalny,0.434,0.021,0.333,0.768
1479,jogurt naturalny;mleko;banany,0.063,ryż brązowy,0.412,0.021,0.333,0.809
1480,jajka;ryż brązowy,0.171,kurczak;makaron pełnoziarnisty,0.040,0.005,0.029,0.731
1481,jajka;kurczak,0.080,ryż brązowy;makaron pełnoziarnisty,0.067,0.005,0.063,0.933
1482,jajka;makaron pełnoziarnisty,0.067,ryż brązowy;kurczak,0.060,0.005,0.075,1.244
1483,ryż brązowy;kurczak,0.060,jajka;makaron pełnoziarnisty,0.067,0.005,0.083,1.244
1484,ryż brązowy;makaron pełnoziarnisty,0.067,jajka;kurczak,0.080,0.005,0.075,0.933
1485,kurczak;makaron pełnoziarnisty,0.040,jajka;ryż brązowy,0.171,0.005,0.125,0.731
1486,jajka;ryż brązowy;kurczak,0.019,makaron pełnoziarnisty,0.183,0.005,0.263,1.438
1487,jajka;ryż brązowy;makaron pełnoziarnisty,0.026,kurczak,0.192,0.005,0.192,1.002
1488,jajka;kurczak;makaron pełnoziarnisty,0.018,ryż brązowy,0.412,0.005,0.278,0.674
1489,ryż brązowy;kurczak;makaron pełnoziarnisty,0.013,jajka,0.432,0.005,0.385,0.890
1490,oliwa z oliwek;jabłka,0.066,chleb pełnoziarnisty;jogurt naturalny,0.169,0.010,0.152,0.897
1491,oliwa z oliwek;chleb pełnoziarnisty,0.075,jabłka;jogurt naturalny,0.177,0.010,0.133,0.753
1492,oliwa z oliwek;jogurt naturalny,0.085,jabłka;chleb pełnoziarnisty,0.162,0.010,0.118,0.726
1493,jabłka;chleb pełnoziarnisty,0.162,oliwa z oliwek;jogurt naturalny,0.085,0.010,0.062,0.726
1494,jabłka;jogurt naturalny,0.177,oliwa z oliwek;chleb pełnoziarnisty,0.075,0.010,0.056,0.753
1495,chleb pełnoziarnisty;jogurt naturalny,0.169,oliwa z oliwek;jabłka,0.066,0.010,0.059,0.897
1496,oliwa z oliwek;jabłka;chleb pełnoziarnisty,0.024,jogurt naturalny,0.434,0.010,0.417,0.960
1497,oliwa z oliwek;jabłka;jogurt naturalny,0.030,chleb pełnoziarnisty,0.414,0.010,0.333,0.805
1498,oliwa z oliwek;chleb pełnoziarnisty;jogurt naturalny,0.026,jabłka,0.407,0.010,0.385,0.945
1499,jabłka;chleb pełnoziarnisty;jogurt naturalny,0.074,oliwa z oliwek,0.196,0.010,0.135,0.689
1500,ziemniaki;ryż brązowy,0.156,jogurt naturalny;mleko,0.184,0.021,0.135,0.732
1501,ziemniaki;jogurt naturalny,0.165,ryż brązowy;mleko,0.181,0.021,0.127,0.703
1502,ziemniaki;mleko,0.178,ryż brązowy;jogurt naturalny,0.172,0.021,0.118,0.686
1503,ryż brązowy;jogurt naturalny,0.172,ziemniaki;mleko,0.178,0.021,0.122,0.686
1504,ryż brązowy;mleko,0.181,ziemniaki;jogurt naturalny,0.165,0.021,0.116,0.703
1505,jogurt naturalny;mleko,0.184,ziemniaki;ryż brązowy,0.156,0.021,0.114,0.732
1506,ziemniaki;ryż brązowy;jogurt naturalny,0.056,mleko,0.434,0.021,0.375,0.864
1507,ziemniaki;ryż brązowy;mleko,0.063,jogurt naturalny,0.434,0.021,0.333,0.768
1508,ziemniaki;jogurt naturalny;mleko,0.075,ryż brązowy,0.412,0.021,0.280,0.680
1509,ryż brązowy;jogurt naturalny;mleko,0.075,ziemniaki,0.401,0.021,0.280,0.698
1510,ser żółty;ogórki,0.172,banany;mleko,0.165,0.029,0.169,1.022
1511,ser żółty;mleko,0.194,ogórki;banany,0.156,0.029,0.149,0.958
1512,ser żółty;banany,0.163,ogórki;mleko,0.162,0.029,0.178,1.098
1513,ogórki;mleko,0.162,ser żółty;banany,0.163,0.029,0.179,1.098
1514,ogórki;banany,0.156,ser żółty;mleko,0.194,0.029,0.186,0.958
1515,banany;mleko,0.165,ser żółty;ogórki,0.172,0.029,0.176,1.022
1516,ser żółty;ogórki;mleko,0.076,banany,0.389,0.029,0.382,0.981
1517,ser żółty;ogórki;banany,0.071,mleko,0.434,0.029,0.408,0.941
1518,ser żółty;mleko;banany,0.073,ogórki,0.396,0.029,0.397,1.003
1519,ogórki;mleko;banany,0.062,ser żółty,0.418,0.029,0.468,1.119
1520,ziemniaki;płatki owsiane,0.080,ogórki;makaron pełnoziarnisty,0.070,0.005,0.063,0.893
1521,ziemniaki;ogórki,0.153,płatki owsiane;makaron pełnoziarnisty,0.046,0.005,0.033,0.710
1522,ziemniaki;makaron pełnoziarnisty,0.062,płatki owsiane;ogórki,0.074,0.005,0.081,1.090
1523,płatki owsiane;ogórki,0.074,ziemniaki;makaron pełnoziarnisty,0.062,0.005,0.068,1.090
1524,płatki owsiane;makaron pełnoziarnisty,0.046,ziemniaki;ogórki,0.153,0.005,0.109,0.710
1525,ogórki;makaron pełnoziarnisty,0.070,ziemniaki;płatki owsiane,0.080,0.005,0.071,0.893
1526,ziemniaki;płatki owsiane;ogórki,0.026,makaron pełnoziarnisty,0.183,0.005,0.192,1.051
1527,ziemniaki;płatki owsiane;makaron pełnoziarnisty,0.016,ogórki,0.396,0.005,0.313,0.789
1528,ziemniaki;ogórki;makaron pełnoziarnisty,0.025,płatki owsiane,0.210,0.005,0.200,0.952
1529,płatki owsiane;ogórki;makaron pełnoziarnisty,0.013,ziemniaki,0.401,0.005,0.385,0.959
1530,ziemniaki;pomidory,0.075,ser żółty;kurczak,0.065,0.005,0.067,1.026
1531,ziemniaki;ser żółty,0.159,pomidory;kurczak,0.049,0.005,0.031,0.642
1532,ziemniaki;kurczak,0.065,pomidory;ser żółty,0.065,0.005,0.077,1.183
1533,pomidory;ser żółty,0.065,ziemniaki;kurczak,0.065,0.005,0.077,1.183
1534,pomidory;kurczak,0.049,ziemniaki;ser żółty,0.159,0.005,0.102,0.642
1535,ser żółty;kurczak,0.065,ziemniaki;pomidory,0.075,0.005,0.077,1.026
1536,ziemniaki;pomidory;ser żółty,0.026,kurczak,0.192,0.005,0.192,1.002
1537,ziemniaki;pomidory;kurczak,0.015,ser żółty,0.418,0.005,0.333,0.797
1538,ziemniaki;ser żółty;kurczak,0.023,pomidory,0.196,0.005,0.217,1.109
1539,pomidory;ser żółty;kurczak,0.012,ziemniaki,0.401,0.005,0.417,1.039
1540,oliwa z oliwek;ser żółty,0.075,jajka;banany,0.157,0.008,0.107,0.679
1541,oliwa z oliwek;jajka,0.071,ser żółty;banany,0.163,0.008,0.113,0.691
1542,oliwa z oliwek;banany,0.069,ser żółty;jajka,0.176,0.008,0.116,0.659
1543,ser żółty;jajka,0.176,oliwa z oliwek;banany,0.069,0.008,0.045,0.659
1544,ser żółty;banany,0.163,oliwa z oliwek;jajka,0.071,0.008,0.049,0.691
1545,jajka;banany,0.157,oliwa z oliwek;ser żółty,0.075,0.008,0.051,0.679
1546,oliwa z oliwek;ser żółty;jajka,0.024,banany,0.389,0.008,0.333,0.857
1547,oliwa z oliwek;ser żółty;banany,0.023,jajka,0.432,0.008,0.348,0.805
1548,oliwa z oliwek;jajka;banany,0.024,ser żółty,0.418,0.008,0.333,0.797
1549,ser żółty;jajka;banany,0.068,oliwa z oliwek,0.196,0.008,0.118,0.600
1550,ser żółty;płatki owsiane,0.078,jajka;chleb pełnoziarnisty,0.180,0.012,0.154,0.855
1551,ser żółty;jajka,0.176,płatki owsiane;chleb pełnoziarnisty,0.073,0.012,0.068,0.934
1552,ser żółty;chleb pełnoziarnisty,0.160,płatki owsiane;jajka,0.080,0.012,0.075,0.938
1553,płatki owsiane;jajka,0.080,ser żółty;chleb pełnoziarnisty,0.160,0.012,0.150,0.938
1554,płatki owsiane;chleb pełnoziarnisty,0.073,ser żółty;jajka,0.176,0.012,0.164,0.934
1555,jajka;chleb pełnoziarnisty,0.180,ser żółty;płatki owsiane,0.078,0.012,0.067,0.855
1556,ser żółty;płatki owsiane;jajka,0.032,chleb pełnoziarnisty,0.414,0.012,0.375,0.906
1557,ser żółty;płatki owsiane;chleb pełnoziarnisty,0.023,jajka,0.432,0.012,0.522,1.208
1558,ser żółty;jajka;chleb pełnoziarnisty,0.072,płatki owsiane,0.210,0.012,0.167,0.794
1559,płatki owsiane;jajka;chleb pełnoziarnisty,0.031,ser żółty,0.418,0.012,0.387,0.926
1560,oliwa z oliwek;chleb pełnoziarnisty,0.075,ogórki;makaron pełnoziarnisty,0.070,0.006,0.080,1.143
1561,oliwa z oliwek;ogórki,0.063,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,0.006,0.095,1.361
1562,oliwa z oliwek;makaron pełnoziarnisty,0.036,chleb pełnoziarnisty;ogórki,0.163,0.006,0.167,1.022
1563,chleb pełnoziarnisty;ogórki,0.163,oliwa z oliwek;makaron pełnoziarnisty,0.036,0.006,0.037,1.022
1564,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,oliwa z oliwek;ogórki,0.063,0.006,0.086,1.361
1565,ogórki;makaron pełnoziarnisty,0.070,oliwa z oliwek;chleb pełnoziarnisty,0.075,0.006,0.086,1.143
1566,oliwa z oliwek;chleb pełnoziarnisty;ogórki,0.024,makaron pełnoziarnisty,0.183,0.006,0.250,1.366
1567,oliwa z oliwek;chleb pełnoziarnisty;makaron pełnoziarnisty,0.012,ogórki,0.396,0.006,0.500,1.263
