id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
5353,frozen vegetables;fruit/vegetable juice;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5354,bottled water;meat;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5355,brown bread;specialty bar;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5356,mayonnaise;root vegetables;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5357,beverages;oil;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5358,butter;chocolate;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5359,margarine;shopping bags;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5360,cream cheese;pastry;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5361,liquor;rolls/buns;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5362,domestic eggs;oil;pork,0.004,other vegetables,0.377,0.003,0.750,1.989
5363,beef;butter milk;shopping bags,0.004,other vegetables,0.377,0.003,0.750,1.989
5364,soda;whipped/sour cream;white wine,0.004,other vegetables,0.377,0.003,0.750,1.989
5365,cat food;tropical fruit;whole milk,0.008,other vegetables,0.377,0.006,0.750,1.989
5366,hamburger meat;oil;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5367,beef;chocolate;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5368,flower (seeds);rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5369,curd;frozen meals;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5370,margarine;pastry;shopping bags,0.004,other vegetables,0.377,0.003,0.750,1.989
5371,shopping bags;soda;specialty bar,0.004,other vegetables,0.377,0.003,0.750,1.989
5372,rolls/buns;sausage;soft cheese,0.004,other vegetables,0.377,0.003,0.750,1.989
5373,red/blush wine;whipped/sour cream;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5374,beef;semi-finished bread;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5375,pastry;root vegetables;uht-milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5376,pastry;pip fruit;uht-milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5377,meat;root vegetables;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5378,beef;butter;shopping bags,0.004,other vegetables,0.377,0.003,0.750,1.989
5379,pastry;spread cheese;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5380,beverages;butter;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5381,beverages;bottled beer;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5382,beverages;frankfurter;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5383,frankfurter;pastry;uht-milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5384,domestic eggs;root vegetables;uht-milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5385,butter;meat;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5386,brown bread;hard cheese;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5387,hamburger meat;root vegetables;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5388,beef;sugar;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5389,hamburger meat;waffles;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5390,beef;coffee;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5391,bottled beer;flour;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5392,butter;grapes;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5393,butter;frankfurter;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5394,hygiene articles;pip fruit;root vegetables,0.004,other vegetables,0.377,0.003,0.750,1.989
5395,berries;canned beer;pip fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5396,bottled water;pip fruit;white bread,0.004,other vegetables,0.377,0.003,0.750,1.989
5397,bottled beer;grapes;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5398,bottled beer;cream cheese;pip fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5399,beef;bottled water;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5400,domestic eggs;sugar;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5401,chocolate;coffee;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5402,coffee;newspapers;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5403,chocolate;pastry;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5404,oil;pastry;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5405,pip fruit;rolls/buns;semi-finished bread,0.004,other vegetables,0.377,0.003,0.750,1.989
5406,brown bread;spread cheese;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5407,flour;soda;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5408,oil;pastry;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5409,cat food;root vegetables;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5410,beverages;canned beer;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5411,pastry;red/blush wine;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5412,misc. beverages;root vegetables;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5413,berries;bottled water;yogurt,0.008,other vegetables,0.377,0.006,0.750,1.989
5414,liquor;shopping bags;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5415,beef;oil;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5416,frankfurter;grapes;root vegetables,0.004,other vegetables,0.377,0.003,0.750,1.989
5417,instant coffee;rolls/buns;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5418,beef;rolls/buns;soft cheese,0.004,other vegetables,0.377,0.003,0.750,1.989
5419,canned beer;ice cream;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5420,citrus fruit;domestic eggs;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5421,chicken;napkins;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5422,brown bread;rolls/buns;uht-milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5423,citrus fruit;pork;yogurt,0.008,other vegetables,0.377,0.006,0.750,1.989
5424,ham;pastry;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5425,beef;chicken;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5426,pork;soda;uht-milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5427,curd;hygiene articles;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5428,soda;soft cheese;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5429,hamburger meat;newspapers;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5430,beef;hamburger meat;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5431,instant coffee;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5432,domestic eggs;sausage;shopping bags,0.004,other vegetables,0.377,0.003,0.750,1.989
5433,frankfurter;sausage;uht-milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5434,curd;oil;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5435,beverages;pip fruit;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5436,domestic eggs;margarine;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5437,napkins;sausage;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5438,flour;root vegetables;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5439,frankfurter;soft cheese;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5440,margarine;pork;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5441,rolls/buns;shopping bags;specialty chocolate,0.004,other vegetables,0.377,0.003,0.750,1.989
5442,bottled water;coffee;dessert,0.004,other vegetables,0.377,0.003,0.750,1.989
5443,fruit/vegetable juice;long life bakery product;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5444,beef;beverages;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5445,bottled beer;oil;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5446,cat food;frankfurter;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5447,cat food;sausage;whole milk,0.008,other vegetables,0.377,0.006,0.750,1.989
5448,coffee;misc. beverages;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5449,baking powder;fruit/vegetable juice;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5450,napkins;pip fruit;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5451,chewing gum;rolls/buns;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5452,fruit/vegetable juice;pip fruit;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5453,pip fruit;specialty chocolate;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5454,chewing gum;shopping bags;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5455,chocolate;citrus fruit;domestic eggs,0.004,other vegetables,0.377,0.003,0.750,1.989
5456,frankfurter;root vegetables;sugar,0.004,other vegetables,0.377,0.003,0.750,1.989
5457,dessert;sausage;shopping bags,0.004,other vegetables,0.377,0.003,0.750,1.989
5458,beverages;pip fruit;root vegetables,0.004,other vegetables,0.377,0.003,0.750,1.989
5459,butter milk;whipped/sour cream;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5460,citrus fruit;red/blush wine;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5461,processed cheese;shopping bags;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5462,cream cheese;ice cream;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5463,brown bread;rolls/buns;waffles,0.004,other vegetables,0.377,0.003,0.750,1.989
5464,cat food;pork;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5465,brown bread;hamburger meat;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5466,frozen vegetables;onions;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5467,frankfurter;specialty bar;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5468,bottled water;hamburger meat;shopping bags,0.004,other vegetables,0.377,0.003,0.750,1.989
5469,beverages;pork;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5470,bottled water;shopping bags;waffles,0.004,other vegetables,0.377,0.003,0.750,1.989
5471,brown bread;pastry;uht-milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5472,baking powder;tropical fruit;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5473,pastry;soft cheese;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5474,frozen vegetables;soda;uht-milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5475,pip fruit;soft cheese;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5476,cat food;frankfurter;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5477,cat food;sugar;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5478,bottled beer;butter;shopping bags,0.004,other vegetables,0.377,0.003,0.750,1.989
5479,chocolate;coffee;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5480,pip fruit;salty snack;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5481,brown bread;margarine;pip fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5482,curd;frozen meals;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5483,butter;citrus fruit;pork,0.004,other vegetables,0.377,0.003,0.750,1.989
5484,cream cheese;pip fruit;pork,0.004,other vegetables,0.377,0.003,0.750,1.989
5485,soft cheese;whipped/sour cream;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5486,baking powder;bottled water;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5487,cat food;sausage;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5488,butter;chocolate;root vegetables,0.004,other vegetables,0.377,0.003,0.750,1.989
5489,brown bread;pork;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5490,bottled water;liquor;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5491,beverages;coffee;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5492,beef;ice cream;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5493,chewing gum;sausage;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5494,frozen vegetables;shopping bags;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5495,citrus fruit;sausage;specialty chocolate,0.004,other vegetables,0.377,0.003,0.750,1.989
5496,chocolate;hamburger meat;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5497,citrus fruit;dessert;pastry,0.004,other vegetables,0.377,0.003,0.750,1.989
5498,butter;white wine;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5499,chicken;pork;shopping bags,0.004,other vegetables,0.377,0.003,0.750,1.989
5500,flour;pastry;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5501,coffee;ice cream;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5502,cat food;fruit/vegetable juice;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5503,pork;shopping bags;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5504,baking powder;domestic eggs;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5505,flour;root vegetables;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5506,beverages;rolls/buns;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5507,chocolate;citrus fruit;pip fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5508,pastry;whipped/sour cream;yogurt,0.008,other vegetables,0.377,0.006,0.750,1.989
5509,cream cheese;specialty chocolate;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5510,curd;fruit/vegetable juice;pastry,0.004,other vegetables,0.377,0.003,0.750,1.989
5511,bottled beer;specialty bar;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5512,cat food;pork;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5513,beef;brown bread;chocolate,0.004,other vegetables,0.377,0.003,0.750,1.989
5514,bottled water;grapes;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5515,coffee;misc. beverages;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5516,berries;frozen vegetables;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5517,beef;pork;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5518,cream cheese;pip fruit;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5519,brown bread;onions;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5520,citrus fruit;dessert;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5521,grapes;pip fruit;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5522,citrus fruit;salt;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5523,frozen vegetables;meat;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5524,beef;pork;rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5525,butter;pastry;rolls/buns;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5526,cream cheese;root vegetables;sausage;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5527,canned beer;domestic eggs;shopping bags;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5528,berries;shopping bags;soda;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5529,frankfurter;rolls/buns;soda;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5530,red/blush wine;rolls/buns;tropical fruit;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5531,pip fruit;sausage;whipped/sour cream;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5532,chicken;pork;root vegetables;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5533,beef;margarine;rolls/buns;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5534,hamburger meat;rolls/buns;sausage;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5535,beef;pastry;rolls/buns;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5536,cream cheese;pastry;rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5537,coffee;pork;rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5538,rolls/buns;semi-finished bread;soda;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5539,butter;rolls/buns;root vegetables;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5540,pip fruit;uht-milk;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5541,bottled beer;frozen vegetables;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5542,beef;butter;soda;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5543,bottled beer;bottled water;sausage;shopping bags,0.004,other vegetables,0.377,0.003,0.750,1.989
5544,misc. beverages;rolls/buns;soda;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5545,chocolate;frankfurter;rolls/buns;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5546,brown bread;hamburger meat;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5547,bottled water;rolls/buns;uht-milk;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5548,cream cheese;root vegetables;shopping bags;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5549,bottled water;sausage;white bread;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5550,beverages;shopping bags;soda;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5551,brown bread;pastry;rolls/buns;shopping bags,0.004,other vegetables,0.377,0.003,0.750,1.989
5552,canned beer;margarine;shopping bags;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5553,bottled water;waffles;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5554,curd;newspapers;sausage;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5555,sausage;sliced cheese;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5556,chocolate;pastry;rolls/buns;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5557,bottled water;soda;tropical fruit;white bread,0.004,other vegetables,0.377,0.003,0.750,1.989
5558,bottled water;canned beer;sausage;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5559,bottled beer;brown bread;curd;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5560,coffee;rolls/buns;sausage;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5561,brown bread;butter;rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5562,red/blush wine;rolls/buns;soda;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5563,brown bread;pastry;shopping bags;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5564,bottled water;coffee;sausage;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5565,hamburger meat;rolls/buns;shopping bags;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5566,bottled beer;onions;rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5567,domestic eggs;tropical fruit;whipped/sour cream;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5568,bottled beer;curd;shopping bags;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5569,coffee;shopping bags;soda;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5570,bottled beer;bottled water;margarine;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5571,bottled beer;pork;rolls/buns;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5572,napkins;pip fruit;rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5573,bottled water;napkins;rolls/buns;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5574,bottled water;margarine;sausage;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5575,bottled water;sausage;tropical fruit;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5576,citrus fruit;domestic eggs;rolls/buns;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5577,frankfurter;uht-milk;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5578,bottled water;pastry;rolls/buns;shopping bags,0.004,other vegetables,0.377,0.003,0.750,1.989
5579,curd;margarine;rolls/buns;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5580,beverages;rolls/buns;soda;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5581,chocolate;rolls/buns;tropical fruit;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5582,bottled beer;chocolate;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5583,fruit/vegetable juice;rolls/buns;root vegetables;tropical fruit,0.004,other vegetables,0.377,0.003,0.750,1.989
5584,brown bread;pork;rolls/buns;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5585,bottled beer;chocolate;whipped/sour cream;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5586,citrus fruit;pork;tropical fruit;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5587,butter;sausage;whipped/sour cream;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5588,butter;domestic eggs;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5589,frozen meals;pip fruit;rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5590,domestic eggs;fruit/vegetable juice;rolls/buns;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5591,butter;citrus fruit;fruit/vegetable juice;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5592,frankfurter;frozen vegetables;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5593,pip fruit;sausage;soda;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5594,citrus fruit;curd;tropical fruit;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5595,pastry;soda;uht-milk;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5596,margarine;soda;whipped/sour cream;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5597,berries;canned beer;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5598,pip fruit;soda;uht-milk;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5599,long life bakery product;rolls/buns;sausage;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5600,curd;pastry;root vegetables;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5601,berries;pip fruit;pork;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5602,frankfurter;pork;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5603,frankfurter;soda;whole milk;yogurt,0.008,other vegetables,0.377,0.006,0.750,1.989
5604,bottled beer;pip fruit;whipped/sour cream;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5605,beef;brown bread;tropical fruit;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5606,bottled water;meat;root vegetables;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5607,frankfurter;whipped/sour cream;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5608,brown bread;rolls/buns;sausage;shopping bags,0.004,other vegetables,0.377,0.003,0.750,1.989
5609,bottled beer;coffee;rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5610,bottled water;pastry;pip fruit;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5611,beef;rolls/buns;tropical fruit;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5612,fruit/vegetable juice;pork;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5613,beef;coffee;whipped/sour cream;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5614,canned beer;domestic eggs;meat;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5615,beef;pip fruit;sausage;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5616,butter;pastry;shopping bags;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5617,butter;white bread;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5618,bottled water;brown bread;coffee;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5619,citrus fruit;pastry;rolls/buns;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5620,butter;meat;rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5621,bottled water;citrus fruit;rolls/buns;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5622,butter;chocolate;rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5623,ham;pip fruit;rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5624,frankfurter;margarine;soda;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5625,bottled beer;bottled water;pastry;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5626,cat food;rolls/buns;sausage;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5627,candy;citrus fruit;rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5628,chicken;newspapers;rolls/buns;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5629,cat food;soda;tropical fruit;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5630,bottled beer;brown bread;pastry;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5631,grapes;pastry;whole milk;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5632,bottled water;fruit/vegetable juice;pastry;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5633,brown bread;canned beer;pastry;rolls/buns,0.004,other vegetables,0.377,0.003,0.750,1.989
5634,beef;pork;rolls/buns;soda,0.004,other vegetables,0.377,0.003,0.750,1.989
5635,frankfurter;pip fruit;whipped/sour cream;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5636,canned beer;pastry;rolls/buns;sausage,0.004,other vegetables,0.377,0.003,0.750,1.989
5637,curd;fruit/vegetable juice;rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5638,sausage;soda;tropical fruit;whipped/sour cream,0.004,other vegetables,0.377,0.003,0.750,1.989
5639,cream cheese;pork;soda;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5640,citrus fruit;pastry;shopping bags;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5641,bottled beer;frozen meals;rolls/buns;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5642,bottled water;pip fruit;pork;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5643,canned beer;cream cheese;soda;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5644,butter;frankfurter;margarine;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5645,citrus fruit;pip fruit;tropical fruit;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
5646,bottled beer;canned beer;root vegetables;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5647,fruit/vegetable juice;pip fruit;rolls/buns;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5648,frankfurter;shopping bags;soda;yogurt,0.004,other vegetables,0.377,0.003,0.750,1.989
5649,bottled water;meat;pastry;whole milk,0.004,other vegetables,0.377,0.003,0.750,1.989
