id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
322,ser żółty;jajka,0.176,chleb pełnoziarnisty,0.414,0.072,0.409,0.988
323,ser żółty;mleko,0.194,jabłka,0.407,0.078,0.402,0.988
324,jajka;ogórki,0.155,ser żółty,0.418,0.064,0.413,0.988
325,ziemniaki;makaron pełnoziarnisty,0.062,oliwa z oliwek,0.196,0.012,0.194,0.987
326,chleb pełnoziarnisty;mleko,0.177,ser żółty,0.418,0.073,0.412,0.987
327,ryż brązowy;chleb pełnoziarnisty,0.176,jajka,0.432,0.075,0.426,0.986
328,jabłka;jogurt naturalny,0.177,ziemniaki,0.401,0.070,0.395,0.986
329,ryż brązowy;jogurt naturalny,0.172,jabłka,0.407,0.069,0.401,0.986
330,płatki owsiane;ogórki,0.074,kurczak,0.192,0.014,0.189,0.985
331,jajka;banany,0.157,ziemniaki,0.401,0.062,0.395,0.985
332,ogórki;jogurt naturalny,0.162,banany,0.389,0.062,0.383,0.984
333,ogórki;mleko,0.162,banany,0.389,0.062,0.383,0.984
334,jabłka;płatki owsiane,0.082,jogurt naturalny,0.434,0.035,0.427,0.983
335,pomidory;mleko,0.082,jogurt naturalny,0.434,0.035,0.427,0.983
336,oliwa z oliwek;ser żółty,0.075,mleko,0.434,0.032,0.427,0.983
337,ziemniaki;banany,0.146,jajka,0.432,0.062,0.425,0.983
338,płatki owsiane;chleb pełnoziarnisty,0.073,jajka,0.432,0.031,0.425,0.983
339,pomidory;ogórki,0.068,banany,0.389,0.026,0.382,0.983
340,jabłka;mleko,0.170,banany,0.389,0.065,0.382,0.983
341,ser żółty;jogurt naturalny,0.175,jabłka,0.407,0.070,0.400,0.983
342,oliwa z oliwek;płatki owsiane,0.045,jabłka,0.407,0.018,0.400,0.983
343,ser żółty;makaron pełnoziarnisty,0.063,płatki owsiane,0.210,0.013,0.206,0.983
344,jabłka;kurczak,0.066,jajka,0.432,0.028,0.424,0.982
345,chleb pełnoziarnisty;banany,0.158,jajka,0.432,0.067,0.424,0.982
346,oliwa z oliwek;kurczak,0.047,mleko,0.434,0.020,0.426,0.980
347,oliwa z oliwek;kurczak,0.047,jogurt naturalny,0.434,0.020,0.426,0.980
348,mleko;kurczak,0.068,płatki owsiane,0.210,0.014,0.206,0.980
349,ser żółty;chleb pełnoziarnisty,0.160,banany,0.389,0.061,0.381,0.980
350,chleb pełnoziarnisty;banany,0.158,jabłka,0.407,0.063,0.399,0.980
351,jabłka;jajka,0.167,jogurt naturalny,0.434,0.071,0.425,0.980
352,ziemniaki;ogórki,0.153,jabłka,0.407,0.061,0.399,0.980
353,ryż brązowy;banany,0.149,ser żółty,0.418,0.061,0.409,0.979
354,jajka;mleko,0.171,ser żółty,0.418,0.070,0.409,0.979
355,ziemniaki;oliwa z oliwek,0.071,jajka,0.432,0.030,0.423,0.978
356,oliwa z oliwek;pomidory,0.042,chleb pełnoziarnisty,0.414,0.017,0.405,0.978
357,jajka;ryż brązowy,0.171,jabłka,0.407,0.068,0.398,0.977
358,ser żółty;ryż brązowy,0.171,jabłka,0.407,0.068,0.398,0.977
359,ziemniaki;ryż brązowy,0.156,jabłka,0.407,0.062,0.397,0.977
360,ziemniaki;banany,0.146,chleb pełnoziarnisty,0.414,0.059,0.404,0.976
361,ryż brązowy;banany,0.149,mleko,0.434,0.063,0.423,0.974
362,chleb pełnoziarnisty;jogurt naturalny,0.169,ziemniaki,0.401,0.066,0.391,0.974
363,ziemniaki;jajka,0.177,ryż brązowy,0.412,0.071,0.401,0.974
364,ziemniaki;oliwa z oliwek,0.071,jogurt naturalny,0.434,0.030,0.423,0.974
365,jajka;makaron pełnoziarnisty,0.067,chleb pełnoziarnisty,0.414,0.027,0.403,0.973
366,pomidory;płatki owsiane,0.045,jogurt naturalny,0.434,0.019,0.422,0.973
367,ziemniaki;jabłka,0.160,ser żółty,0.418,0.065,0.406,0.972
368,jogurt naturalny;mleko,0.184,chleb pełnoziarnisty,0.414,0.074,0.402,0.971
369,ser żółty;ogórki,0.172,ziemniaki,0.401,0.067,0.390,0.971
370,ser żółty;kurczak,0.065,ogórki,0.396,0.025,0.385,0.971
371,chleb pełnoziarnisty;jogurt naturalny,0.169,ogórki,0.396,0.065,0.385,0.971
372,jabłka;ogórki,0.150,ryż brązowy,0.412,0.060,0.400,0.971
373,oliwa z oliwek;jogurt naturalny,0.085,ryż brązowy,0.412,0.034,0.400,0.971
374,ziemniaki;mleko,0.178,jogurt naturalny,0.434,0.075,0.421,0.971
375,jabłka;jajka,0.167,ziemniaki,0.401,0.065,0.389,0.971
376,jogurt naturalny;mleko,0.184,pomidory,0.196,0.035,0.190,0.970
377,banany;makaron pełnoziarnisty,0.057,mleko,0.434,0.024,0.421,0.970
378,jajka;ryż brązowy,0.171,mleko,0.434,0.072,0.421,0.970
379,ogórki;jogurt naturalny,0.162,chleb pełnoziarnisty,0.414,0.065,0.401,0.969
380,jajka;jogurt naturalny,0.180,jabłka,0.407,0.071,0.394,0.969
381,ser żółty;ogórki,0.172,chleb pełnoziarnisty,0.414,0.069,0.401,0.969
382,ryż brązowy;jogurt naturalny,0.172,ogórki,0.396,0.066,0.384,0.969
383,płatki owsiane;jogurt naturalny,0.079,oliwa z oliwek,0.196,0.015,0.190,0.969
384,banany;mleko,0.165,jabłka,0.407,0.065,0.394,0.968
385,oliwa z oliwek;jogurt naturalny,0.085,banany,0.389,0.032,0.376,0.968
386,ser żółty;mleko,0.194,banany,0.389,0.073,0.376,0.967
387,oliwa z oliwek;ryż brązowy,0.070,kurczak,0.192,0.013,0.186,0.967
388,ziemniaki;jogurt naturalny,0.165,chleb pełnoziarnisty,0.414,0.066,0.400,0.966
389,ziemniaki;kurczak,0.065,chleb pełnoziarnisty,0.414,0.026,0.400,0.966
390,ogórki,0.396,makaron pełnoziarnisty,0.183,0.070,0.177,0.966
391,ser żółty;banany,0.163,jajka,0.432,0.068,0.417,0.966
392,płatki owsiane;ogórki,0.074,oliwa z oliwek,0.196,0.014,0.189,0.965
393,ryż brązowy;chleb pełnoziarnisty,0.176,ser żółty,0.418,0.071,0.403,0.965
394,jajka,0.432,kurczak,0.192,0.080,0.185,0.965
395,ryż brązowy;chleb pełnoziarnisty,0.176,ziemniaki,0.401,0.068,0.386,0.964
396,chleb pełnoziarnisty;mleko,0.177,jogurt naturalny,0.434,0.074,0.418,0.963
397,ziemniaki;jabłka,0.160,ogórki,0.396,0.061,0.381,0.963
398,ziemniaki;banany,0.146,mleko,0.434,0.061,0.418,0.963
399,pomidory;ser żółty,0.065,kurczak,0.192,0.012,0.185,0.962
400,ziemniaki;kurczak,0.065,jajka,0.432,0.027,0.415,0.962
401,oliwa z oliwek;banany,0.069,jabłka,0.407,0.027,0.391,0.961
402,oliwa z oliwek;jogurt naturalny,0.085,pomidory,0.196,0.016,0.188,0.960
403,płatki owsiane;ogórki,0.074,makaron pełnoziarnisty,0.183,0.013,0.176,0.960
404,jajka;ryż brązowy,0.171,ogórki,0.396,0.065,0.380,0.960
405,ryż brązowy;jogurt naturalny,0.172,ser żółty,0.418,0.069,0.401,0.960
406,jabłka,0.407,płatki owsiane,0.210,0.082,0.201,0.959
407,ziemniaki;banany,0.146,jabłka,0.407,0.057,0.390,0.959
408,pomidory;ogórki,0.068,chleb pełnoziarnisty,0.414,0.027,0.397,0.959
409,pomidory;jabłka,0.057,makaron pełnoziarnisty,0.183,0.010,0.175,0.959
410,ser żółty;ogórki,0.172,jabłka,0.407,0.067,0.390,0.957
411,ser żółty;jogurt naturalny,0.175,ryż brązowy,0.412,0.069,0.394,0.957
412,płatki owsiane;jajka,0.080,ser żółty,0.418,0.032,0.400,0.957
413,oliwa z oliwek;płatki owsiane,0.045,ser żółty,0.418,0.018,0.400,0.957
414,jajka;chleb pełnoziarnisty,0.180,ser żółty,0.418,0.072,0.400,0.957
415,jajka;chleb pełnoziarnisty,0.180,banany,0.389,0.067,0.372,0.957
416,jabłka;kurczak,0.066,ogórki,0.396,0.025,0.379,0.957
417,oliwa z oliwek;jabłka,0.066,ryż brązowy,0.412,0.026,0.394,0.956
418,chleb pełnoziarnisty,0.414,kurczak,0.192,0.076,0.184,0.956
419,oliwa z oliwek;ryż brązowy,0.070,banany,0.389,0.026,0.371,0.955
420,ryż brązowy;mleko,0.181,jogurt naturalny,0.434,0.075,0.414,0.955
421,płatki owsiane;ryż brązowy,0.070,mleko,0.434,0.029,0.414,0.955
422,ogórki;mleko,0.162,chleb pełnoziarnisty,0.414,0.064,0.395,0.954
423,ziemniaki,0.401,pomidory,0.196,0.075,0.187,0.954
424,mleko;makaron pełnoziarnisty,0.071,kurczak,0.192,0.013,0.183,0.954
425,pomidory;ogórki,0.068,ziemniaki,0.401,0.026,0.382,0.953
426,oliwa z oliwek;jajka,0.071,chleb pełnoziarnisty,0.414,0.028,0.394,0.953
427,pomidory;jajka,0.070,płatki owsiane,0.210,0.014,0.200,0.952
428,pomidory;ser żółty,0.065,płatki owsiane,0.210,0.013,0.200,0.952
429,płatki owsiane;jajka,0.080,jabłka,0.407,0.031,0.388,0.952
430,banany;kurczak,0.066,chleb pełnoziarnisty,0.414,0.026,0.394,0.952
431,pomidory;banany,0.066,chleb pełnoziarnisty,0.414,0.026,0.394,0.952
432,jabłka;banany,0.160,chleb pełnoziarnisty,0.414,0.063,0.394,0.951
433,ser żółty;mleko,0.194,ryż brązowy,0.412,0.076,0.392,0.951
434,ziemniaki;ryż brązowy,0.156,ser żółty,0.418,0.062,0.397,0.951
435,ryż brązowy;mleko,0.181,jabłka,0.407,0.070,0.387,0.950
436,ser żółty;mleko,0.194,jogurt naturalny,0.434,0.080,0.412,0.950
437,ziemniaki,0.401,płatki owsiane,0.210,0.080,0.200,0.950
438,ser żółty;płatki owsiane,0.078,jajka,0.432,0.032,0.410,0.950
439,ogórki;banany,0.156,jajka,0.432,0.064,0.410,0.950
440,banany;mleko,0.165,ogórki,0.396,0.062,0.376,0.949
441,ziemniaki;ogórki,0.153,chleb pełnoziarnisty,0.414,0.060,0.392,0.947
442,oliwa z oliwek;ser żółty,0.075,makaron pełnoziarnisty,0.183,0.013,0.173,0.947
443,płatki owsiane;jogurt naturalny,0.079,ziemniaki,0.401,0.030,0.380,0.947
444,ziemniaki;ser żółty,0.159,ryż brązowy,0.412,0.062,0.390,0.946
445,jabłka;jogurt naturalny,0.177,ryż brązowy,0.412,0.069,0.390,0.946
446,jabłka;jogurt naturalny,0.177,ser żółty,0.418,0.070,0.395,0.946
447,jabłka;jajka,0.167,ser żółty,0.418,0.066,0.395,0.945
448,ogórki;kurczak,0.065,jabłka,0.407,0.025,0.385,0.945
449,ser żółty;płatki owsiane,0.078,jabłka,0.407,0.030,0.385,0.945
450,jogurt naturalny;kurczak,0.076,jajka,0.432,0.031,0.408,0.944
451,ziemniaki;oliwa z oliwek,0.071,ser żółty,0.418,0.028,0.394,0.943
452,jajka;mleko,0.171,jogurt naturalny,0.434,0.070,0.409,0.943
453,chleb pełnoziarnisty;banany,0.158,ogórki,0.396,0.059,0.373,0.943
454,jabłka;kurczak,0.066,jogurt naturalny,0.434,0.027,0.409,0.943
455,oliwa z oliwek;jabłka,0.066,mleko,0.434,0.027,0.409,0.943
456,ser żółty;kurczak,0.065,pomidory,0.196,0.012,0.185,0.942
457,ziemniaki;kurczak,0.065,oliwa z oliwek,0.196,0.012,0.185,0.942
458,jajka;makaron pełnoziarnisty,0.067,ryż brązowy,0.412,0.026,0.388,0.942
459,ryż brązowy;kurczak,0.060,jabłka,0.407,0.023,0.383,0.942
460,jabłka;jogurt naturalny,0.177,płatki owsiane,0.210,0.035,0.198,0.942
461,oliwa z oliwek;kurczak,0.047,jabłka,0.407,0.018,0.383,0.941
462,ziemniaki;jabłka,0.160,ryż brązowy,0.412,0.062,0.388,0.941
463,jabłka;banany,0.160,ryż brązowy,0.412,0.062,0.388,0.941
464,pomidory;kurczak,0.049,jogurt naturalny,0.434,0.020,0.408,0.940
465,ziemniaki;jabłka,0.160,jajka,0.432,0.065,0.406,0.940
466,chleb pełnoziarnisty;kurczak,0.076,płatki owsiane,0.210,0.015,0.197,0.940
467,płatki owsiane;mleko,0.079,ser żółty,0.418,0.031,0.392,0.939
468,ziemniaki;ogórki,0.153,jajka,0.432,0.062,0.405,0.938
469,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,ogórki,0.396,0.026,0.371,0.938
470,chleb pełnoziarnisty;ogórki,0.163,jajka,0.432,0.066,0.405,0.937
471,jabłka;ser żółty,0.163,jajka,0.432,0.066,0.405,0.937
472,ryż brązowy;banany,0.149,ziemniaki,0.401,0.056,0.376,0.937
473,chleb pełnoziarnisty;banany,0.158,ryż brązowy,0.412,0.061,0.386,0.937
474,pomidory;makaron pełnoziarnisty,0.042,jajka,0.432,0.017,0.405,0.937
475,płatki owsiane;ryż brązowy,0.070,makaron pełnoziarnisty,0.183,0.012,0.171,0.937
476,jabłka;banany,0.160,mleko,0.434,0.065,0.406,0.936
477,pomidory;ryż brązowy,0.063,jabłka,0.407,0.024,0.381,0.936
478,ziemniaki;płatki owsiane,0.080,chleb pełnoziarnisty,0.414,0.031,0.388,0.936
479,płatki owsiane;jajka,0.080,chleb pełnoziarnisty,0.414,0.031,0.388,0.936
480,oliwa z oliwek;kurczak,0.047,jajka,0.432,0.019,0.404,0.936
481,jogurt naturalny;banany,0.156,ser żółty,0.418,0.061,0.391,0.935
482,płatki owsiane;jajka,0.080,ziemniaki,0.401,0.030,0.375,0.935
483,jabłka;kurczak,0.066,banany,0.389,0.024,0.364,0.935
484,oliwa z oliwek;ser żółty,0.075,chleb pełnoziarnisty,0.414,0.029,0.387,0.934
485,ziemniaki;chleb pełnoziarnisty,0.164,oliwa z oliwek,0.196,0.030,0.183,0.933
486,pomidory;mleko,0.082,oliwa z oliwek,0.196,0.015,0.183,0.933
487,pomidory;makaron pełnoziarnisty,0.042,mleko,0.434,0.017,0.405,0.933
488,ziemniaki;ser żółty,0.159,jajka,0.432,0.064,0.403,0.932
489,oliwa z oliwek;ryż brązowy,0.070,chleb pełnoziarnisty,0.414,0.027,0.386,0.932
490,jogurt naturalny;mleko,0.184,płatki owsiane,0.210,0.036,0.196,0.932
491,chleb pełnoziarnisty;banany,0.158,ziemniaki,0.401,0.059,0.373,0.931
492,oliwa z oliwek;ser żółty,0.075,ziemniaki,0.401,0.028,0.373,0.931
493,ziemniaki;banany,0.146,ryż brązowy,0.412,0.056,0.384,0.931
494,jogurt naturalny;banany,0.156,mleko,0.434,0.063,0.404,0.931
495,ziemniaki;ryż brązowy,0.156,mleko,0.434,0.063,0.404,0.931
496,chleb pełnoziarnisty;ogórki,0.163,banany,0.389,0.059,0.362,0.930
497,banany;makaron pełnoziarnisty,0.057,ogórki,0.396,0.021,0.368,0.930
498,ogórki;jogurt naturalny,0.162,ser żółty,0.418,0.063,0.389,0.930
499,ser żółty;ryż brązowy,0.171,jogurt naturalny,0.434,0.069,0.404,0.930
500,jabłka;ryż brązowy,0.175,ser żółty,0.418,0.068,0.389,0.930
501,ryż brązowy;chleb pełnoziarnisty,0.176,jogurt naturalny,0.434,0.071,0.403,0.930
502,pomidory;mleko,0.082,płatki owsiane,0.210,0.016,0.195,0.929
503,jabłka;jogurt naturalny,0.177,jajka,0.432,0.071,0.401,0.929
504,chleb pełnoziarnisty;mleko,0.177,jajka,0.432,0.071,0.401,0.929
505,oliwa z oliwek;makaron pełnoziarnisty,0.036,banany,0.389,0.013,0.361,0.928
506,oliwa z oliwek;jabłka,0.066,pomidory,0.196,0.012,0.182,0.928
507,pomidory;banany,0.066,oliwa z oliwek,0.196,0.012,0.182,0.928
508,ziemniaki;jogurt naturalny,0.165,oliwa z oliwek,0.196,0.030,0.182,0.928
509,ziemniaki;chleb pełnoziarnisty,0.164,jogurt naturalny,0.434,0.066,0.402,0.927
510,banany;mleko,0.165,ryż brązowy,0.412,0.063,0.382,0.927
511,płatki owsiane;ryż brązowy,0.070,ziemniaki,0.401,0.026,0.371,0.926
512,jajka;chleb pełnoziarnisty,0.180,ogórki,0.396,0.066,0.367,0.926
513,ryż brązowy;kurczak,0.060,ogórki,0.396,0.022,0.367,0.926
514,oliwa z oliwek;chleb pełnoziarnisty,0.075,ser żółty,0.418,0.029,0.387,0.925
515,ziemniaki;chleb pełnoziarnisty,0.164,banany,0.389,0.059,0.360,0.925
516,ser żółty;kurczak,0.065,makaron pełnoziarnisty,0.183,0.011,0.169,0.925
517,ser żółty;chleb pełnoziarnisty,0.160,oliwa z oliwek,0.196,0.029,0.181,0.925
518,mleko;makaron pełnoziarnisty,0.071,ogórki,0.396,0.026,0.366,0.925
519,chleb pełnoziarnisty,0.414,makaron pełnoziarnisty,0.183,0.070,0.169,0.924
520,ziemniaki;chleb pełnoziarnisty,0.164,ogórki,0.396,0.060,0.366,0.924
521,chleb pełnoziarnisty;banany,0.158,ser żółty,0.418,0.061,0.386,0.924
522,ogórki;mleko,0.162,ziemniaki,0.401,0.060,0.370,0.924
523,ziemniaki;oliwa z oliwek,0.071,makaron pełnoziarnisty,0.183,0.012,0.169,0.924
524,płatki owsiane;mleko,0.079,kurczak,0.192,0.014,0.177,0.923
525,ziemniaki;ryż brązowy,0.156,banany,0.389,0.056,0.359,0.923
526,banany;mleko,0.165,ziemniaki,0.401,0.061,0.370,0.922
527,jabłka;ryż brązowy,0.175,mleko,0.434,0.070,0.400,0.922
528,ziemniaki;płatki owsiane,0.080,mleko,0.434,0.032,0.400,0.922
529,ser żółty;jajka,0.176,jabłka,0.407,0.066,0.375,0.921
530,ziemniaki;płatki owsiane,0.080,jabłka,0.407,0.030,0.375,0.921
531,ryż brązowy;mleko,0.181,jajka,0.432,0.072,0.398,0.921
532,oliwa z oliwek;ogórki,0.063,chleb pełnoziarnisty,0.414,0.024,0.381,0.920
533,pomidory;makaron pełnoziarnisty,0.042,chleb pełnoziarnisty,0.414,0.016,0.381,0.920
534,ogórki;kurczak,0.065,ser żółty,0.418,0.025,0.385,0.920
535,ser żółty;chleb pełnoziarnisty,0.160,ziemniaki,0.401,0.059,0.369,0.920
536,chleb pełnoziarnisty;ogórki,0.163,jogurt naturalny,0.434,0.065,0.399,0.919
537,jabłka;makaron pełnoziarnisty,0.066,ogórki,0.396,0.024,0.364,0.918
538,ser żółty;jajka,0.176,ogórki,0.396,0.064,0.364,0.918
539,chleb pełnoziarnisty;ogórki,0.163,ziemniaki,0.401,0.060,0.368,0.918
540,pomidory;mleko,0.082,ryż brązowy,0.412,0.031,0.378,0.918
541,ryż brązowy;kurczak,0.060,ser żółty,0.418,0.023,0.383,0.917
542,ser żółty;ryż brązowy,0.171,banany,0.389,0.061,0.357,0.917
543,ser żółty;jajka,0.176,mleko,0.434,0.070,0.398,0.916
544,ziemniaki;jabłka,0.160,banany,0.389,0.057,0.356,0.916
545,ogórki;banany,0.156,jogurt naturalny,0.434,0.062,0.397,0.916
546,ser żółty;płatki owsiane,0.078,mleko,0.434,0.031,0.397,0.916
547,ogórki;banany,0.156,mleko,0.434,0.062,0.397,0.916
548,płatki owsiane;chleb pełnoziarnisty,0.073,mleko,0.434,0.029,0.397,0.915
549,jogurt naturalny;mleko,0.184,oliwa z oliwek,0.196,0.033,0.179,0.915
550,jabłka;kurczak,0.066,chleb pełnoziarnisty,0.414,0.025,0.379,0.915
551,mleko;kurczak,0.068,jogurt naturalny,0.434,0.027,0.397,0.915
552,oliwa z oliwek;banany,0.069,ryż brązowy,0.412,0.026,0.377,0.915
553,pomidory;chleb pełnoziarnisty,0.076,jajka,0.432,0.030,0.395,0.914
554,pomidory;jabłka,0.057,kurczak,0.192,0.010,0.175,0.914
555,ogórki;banany,0.156,chleb pełnoziarnisty,0.414,0.059,0.378,0.914
556,jogurt naturalny;banany,0.156,chleb pełnoziarnisty,0.414,0.059,0.378,0.914
557,jogurt naturalny;banany,0.156,jabłka,0.407,0.058,0.372,0.914
558,ogórki;jogurt naturalny,0.162,oliwa z oliwek,0.196,0.029,0.179,0.913
559,chleb pełnoziarnisty;mleko,0.177,ogórki,0.396,0.064,0.362,0.913
560,oliwa z oliwek;ryż brązowy,0.070,jabłka,0.407,0.026,0.371,0.913
561,płatki owsiane;ryż brązowy,0.070,jabłka,0.407,0.026,0.371,0.913
562,jabłka;płatki owsiane,0.082,ziemniaki,0.401,0.030,0.366,0.912
563,jogurt naturalny,0.434,kurczak,0.192,0.076,0.175,0.912
564,banany;kurczak,0.066,jajka,0.432,0.026,0.394,0.912
565,ziemniaki;płatki owsiane,0.080,kurczak,0.192,0.014,0.175,0.911
566,oliwa z oliwek;ogórki,0.063,ser żółty,0.418,0.024,0.381,0.911
567,jabłka;ryż brązowy,0.175,banany,0.389,0.062,0.354,0.911
568,oliwa z oliwek;jabłka,0.066,makaron pełnoziarnisty,0.183,0.011,0.167,0.911
569,ser żółty;płatki owsiane,0.078,makaron pełnoziarnisty,0.183,0.013,0.167,0.911
570,jabłka;kurczak,0.066,makaron pełnoziarnisty,0.183,0.011,0.167,0.911
571,ogórki;kurczak,0.065,banany,0.389,0.023,0.354,0.910
572,ser żółty;makaron pełnoziarnisty,0.063,kurczak,0.192,0.011,0.175,0.909
573,ser żółty;jogurt naturalny,0.175,ogórki,0.396,0.063,0.360,0.909
574,ser żółty;mleko,0.194,chleb pełnoziarnisty,0.414,0.073,0.376,0.909
575,jajka;chleb pełnoziarnisty,0.180,mleko,0.434,0.071,0.394,0.909
576,płatki owsiane;chleb pełnoziarnisty,0.073,jabłka,0.407,0.027,0.370,0.909
577,płatki owsiane;chleb pełnoziarnisty,0.073,pomidory,0.196,0.013,0.178,0.909
578,jabłka;ryż brązowy,0.175,jogurt naturalny,0.434,0.069,0.394,0.908
579,ser żółty;banany,0.163,ryż brązowy,0.412,0.061,0.374,0.908
580,pomidory;banany,0.066,mleko,0.434,0.026,0.394,0.908
581,mleko;kurczak,0.068,banany,0.389,0.024,0.353,0.907
582,ser żółty;jajka,0.176,ziemniaki,0.401,0.064,0.364,0.907
583,jabłka;ogórki,0.150,jogurt naturalny,0.434,0.059,0.393,0.906
584,ser żółty;chleb pełnoziarnisty,0.160,jabłka,0.407,0.059,0.369,0.906
585,jabłka;ryż brązowy,0.175,makaron pełnoziarnisty,0.183,0.029,0.166,0.906
586,banany;makaron pełnoziarnisty,0.057,jabłka,0.407,0.021,0.368,0.905
587,chleb pełnoziarnisty;ogórki,0.163,mleko,0.434,0.064,0.393,0.905
588,ryż brązowy;makaron pełnoziarnisty,0.067,ogórki,0.396,0.024,0.358,0.905
589,pomidory;mleko,0.082,ser żółty,0.418,0.031,0.378,0.904
590,ser żółty;ryż brązowy,0.171,ziemniaki,0.401,0.062,0.363,0.904
591,chleb pełnoziarnisty;banany,0.158,płatki owsiane,0.210,0.030,0.190,0.904
592,płatki owsiane;mleko,0.079,oliwa z oliwek,0.196,0.014,0.177,0.904
593,ser żółty;banany,0.163,chleb pełnoziarnisty,0.414,0.061,0.374,0.904
594,ziemniaki;ogórki,0.153,mleko,0.434,0.060,0.392,0.904
595,jajka;jogurt naturalny,0.180,ryż brązowy,0.412,0.067,0.372,0.903
596,ziemniaki,0.401,oliwa z oliwek,0.196,0.071,0.177,0.903
597,jajka;ryż brązowy,0.171,jogurt naturalny,0.434,0.067,0.392,0.903
598,oliwa z oliwek;chleb pełnoziarnisty,0.075,kurczak,0.192,0.013,0.173,0.903
599,oliwa z oliwek;ser żółty,0.075,kurczak,0.192,0.013,0.173,0.903
600,ziemniaki;jajka,0.177,jabłka,0.407,0.065,0.367,0.902
601,płatki owsiane;ryż brązowy,0.070,ogórki,0.396,0.025,0.357,0.902
602,pomidory;makaron pełnoziarnisty,0.042,ogórki,0.396,0.015,0.357,0.902
603,ryż brązowy;jogurt naturalny,0.172,jajka,0.432,0.067,0.390,0.902
604,ziemniaki;jajka,0.177,banany,0.389,0.062,0.350,0.900
605,ziemniaki;chleb pełnoziarnisty,0.164,płatki owsiane,0.210,0.031,0.189,0.900
606,ryż brązowy;ogórki,0.169,jogurt naturalny,0.434,0.066,0.391,0.900
607,jabłka;ryż brązowy,0.175,jajka,0.432,0.068,0.389,0.899
608,płatki owsiane;mleko,0.079,makaron pełnoziarnisty,0.183,0.013,0.165,0.899
609,ziemniaki;ser żółty,0.159,oliwa z oliwek,0.196,0.028,0.176,0.898
610,ryż brązowy;makaron pełnoziarnisty,0.067,jajka,0.432,0.026,0.388,0.898
611,chleb pełnoziarnisty;jogurt naturalny,0.169,banany,0.389,0.059,0.349,0.897
612,ogórki;makaron pełnoziarnisty,0.070,chleb pełnoziarnisty,0.414,0.026,0.371,0.897
613,pomidory;chleb pełnoziarnisty,0.076,ogórki,0.396,0.027,0.355,0.897
614,jajka;jogurt naturalny,0.180,kurczak,0.192,0.031,0.172,0.897
615,płatki owsiane;ogórki,0.074,jabłka,0.407,0.027,0.365,0.896
616,ziemniaki;ser żółty,0.159,chleb pełnoziarnisty,0.414,0.059,0.371,0.896
617,ser żółty;jogurt naturalny,0.175,banany,0.389,0.061,0.349,0.896
618,jajka;jogurt naturalny,0.180,mleko,0.434,0.070,0.389,0.896
619,ogórki;jogurt naturalny,0.162,mleko,0.434,0.063,0.389,0.896
620,ogórki;mleko,0.162,jogurt naturalny,0.434,0.063,0.389,0.896
621,ogórki;jogurt naturalny,0.162,jabłka,0.407,0.059,0.364,0.895
622,ryż brązowy;mleko,0.181,banany,0.389,0.063,0.348,0.895
623,oliwa z oliwek;jogurt naturalny,0.085,mleko,0.434,0.033,0.388,0.895
624,mleko,0.434,makaron pełnoziarnisty,0.183,0.071,0.164,0.894
625,banany;kurczak,0.066,jabłka,0.407,0.024,0.364,0.893
626,pomidory;kurczak,0.049,mleko,0.434,0.019,0.388,0.893
627,ziemniaki;ogórki,0.153,makaron pełnoziarnisty,0.183,0.025,0.163,0.893
628,ziemniaki;jabłka,0.160,płatki owsiane,0.210,0.030,0.188,0.893
629,jajka;kurczak,0.080,jogurt naturalny,0.434,0.031,0.388,0.893
630,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,jajka,0.432,0.027,0.386,0.893
631,jajka;kurczak,0.080,pomidory,0.196,0.014,0.175,0.893
632,płatki owsiane;jajka,0.080,pomidory,0.196,0.014,0.175,0.893
633,płatki owsiane;banany,0.067,ser żółty,0.418,0.025,0.373,0.893
634,płatki owsiane;mleko,0.079,ryż brązowy,0.412,0.029,0.367,0.891
635,ryż brązowy;chleb pełnoziarnisty,0.176,banany,0.389,0.061,0.347,0.891
636,oliwa z oliwek;ogórki,0.063,pomidory,0.196,0.011,0.175,0.891
637,ogórki;makaron pełnoziarnisty,0.070,ziemniaki,0.401,0.025,0.357,0.891
638,pomidory;makaron pełnoziarnisty,0.042,ziemniaki,0.401,0.015,0.357,0.891
639,ogórki;kurczak,0.065,jajka,0.432,0.025,0.385,0.890
640,ryż brązowy;ogórki,0.169,jajka,0.432,0.065,0.385,0.890
641,ryż brązowy;banany,0.149,oliwa z oliwek,0.196,0.026,0.174,0.890
642,banany;makaron pełnoziarnisty,0.057,chleb pełnoziarnisty,0.414,0.021,0.368,0.890
643,oliwa z oliwek;mleko,0.075,płatki owsiane,0.210,0.014,0.187,0.889
644,oliwa z oliwek;jajka,0.071,ryż brązowy,0.412,0.026,0.366,0.889
645,ryż brązowy,0.412,makaron pełnoziarnisty,0.183,0.067,0.163,0.889
646,ser żółty,0.418,płatki owsiane,0.210,0.078,0.187,0.889
647,jabłka;banany,0.160,ziemniaki,0.401,0.057,0.356,0.888
648,mleko;kurczak,0.068,chleb pełnoziarnisty,0.414,0.025,0.368,0.888
649,oliwa z oliwek;banany,0.069,pomidory,0.196,0.012,0.174,0.887
650,jogurt naturalny;banany,0.156,ryż brązowy,0.412,0.057,0.365,0.887
