id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
340,banany;mleko,0.165,ser żółty,0.418,0.073,0.442,1.058
341,jajka;ryż brązowy,0.171,chleb pełnoziarnisty,0.414,0.075,0.439,1.059
342,ser żółty;ogórki,0.172,banany,0.389,0.071,0.413,1.061
343,jajka;ogórki,0.155,banany,0.389,0.064,0.413,1.061
344,ziemniaki;mleko,0.178,jabłka,0.407,0.077,0.433,1.063
345,jajka;ryż brązowy,0.171,ser żółty,0.418,0.076,0.444,1.063
346,ziemniaki;ser żółty,0.159,ogórki,0.396,0.067,0.421,1.064
347,ziemniaki;banany,0.146,ser żółty,0.418,0.065,0.445,1.065
348,jabłka;mleko,0.170,chleb pełnoziarnisty,0.414,0.075,0.441,1.066
349,ziemniaki;jogurt naturalny,0.165,jajka,0.432,0.076,0.461,1.066
350,jabłka;chleb pełnoziarnisty,0.162,mleko,0.434,0.075,0.463,1.067
351,jabłka;ogórki,0.150,ser żółty,0.418,0.067,0.447,1.069
352,chleb pełnoziarnisty;mleko,0.177,ryż brązowy,0.412,0.078,0.441,1.070
353,jabłka;mleko,0.170,jogurt naturalny,0.434,0.079,0.465,1.071
354,ziemniaki;banany,0.146,ogórki,0.396,0.062,0.425,1.072
355,chleb pełnoziarnisty;jogurt naturalny,0.169,jabłka,0.407,0.074,0.438,1.076
356,ser żółty;chleb pełnoziarnisty,0.160,ryż brązowy,0.412,0.071,0.444,1.077
357,chleb pełnoziarnisty;ogórki,0.163,ryż brązowy,0.412,0.073,0.448,1.087
358,ziemniaki;mleko,0.178,ser żółty,0.418,0.081,0.455,1.089
359,ogórki;banany,0.156,ser żółty,0.418,0.071,0.455,1.089
360,ser żółty;chleb pełnoziarnisty,0.160,ogórki,0.396,0.069,0.431,1.089
361,jabłka;ryż brązowy,0.175,chleb pełnoziarnisty,0.414,0.079,0.451,1.090
362,ryż brązowy;ogórki,0.169,ziemniaki,0.401,0.074,0.438,1.092
363,ziemniaki;mleko,0.178,jajka,0.432,0.084,0.472,1.092
364,ziemniaki;jajka,0.177,mleko,0.434,0.084,0.475,1.093
365,jabłka;mleko,0.170,ser żółty,0.418,0.078,0.459,1.098
366,ser żółty;banany,0.163,ogórki,0.396,0.071,0.436,1.100
367,jabłka;ser żółty,0.163,mleko,0.434,0.078,0.479,1.103
368,ryż brązowy;chleb pełnoziarnisty,0.176,jabłka,0.407,0.079,0.449,1.103
369,ogórki;mleko,0.162,ryż brązowy,0.412,0.074,0.457,1.109
370,ziemniaki;jabłka,0.160,mleko,0.434,0.077,0.481,1.109
371,jabłka;ogórki,0.150,banany,0.389,0.065,0.433,1.114
372,ser żółty;ogórki,0.172,ryż brązowy,0.412,0.079,0.459,1.115
373,ryż brązowy;ogórki,0.169,ser żółty,0.418,0.079,0.467,1.118
374,ogórki;mleko,0.162,ser żółty,0.418,0.076,0.469,1.122
375,jabłka;mleko,0.170,ziemniaki,0.401,0.077,0.453,1.130
376,ryż brązowy;banany,0.149,ogórki,0.396,0.068,0.456,1.152
377,ser żółty;ryż brązowy,0.171,ogórki,0.396,0.079,0.462,1.167
378,ziemniaki;ser żółty,0.159,mleko,0.434,0.081,0.509,1.174
379,ziemniaki;ogórki,0.153,ryż brązowy,0.412,0.074,0.484,1.174
380,jabłka;chleb pełnoziarnisty,0.162,ryż brązowy,0.412,0.079,0.488,1.184
381,ziemniaki;ryż brązowy,0.156,ogórki,0.396,0.074,0.474,1.198
382,jajka;mleko,0.171,ziemniaki,0.401,0.084,0.491,1.225
