id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
2764,mustard;whole milk,0.004,tropical fruit,0.094,0.001,0.286,3.045
2765,newspapers;rolls/buns,0.018,whole milk,0.241,0.007,0.364,1.513
2766,newspapers;whole milk,0.025,rolls/buns,0.179,0.007,0.264,1.477
2767,rolls/buns;whole milk,0.051,newspapers,0.077,0.007,0.130,1.689
2768,shopping bags;whipped/sour cream,0.006,berries,0.029,0.001,0.190,6.493
2769,shopping bags;berries,0.004,whipped/sour cream,0.062,0.001,0.262,4.239
2770,whipped/sour cream;berries,0.007,shopping bags,0.094,0.001,0.155,1.642
2771,other vegetables;tropical fruit,0.027,root vegetables,0.097,0.007,0.275,2.827
2772,other vegetables;root vegetables,0.037,tropical fruit,0.094,0.007,0.198,2.107
2773,tropical fruit;root vegetables,0.015,other vegetables,0.177,0.007,0.486,2.744
2774,yogurt;curd,0.013,other vegetables,0.177,0.003,0.250,1.411
2775,curd;other vegetables,0.013,yogurt,0.126,0.003,0.254,2.010
2776,pip fruit;soda,0.010,citrus fruit,0.075,0.001,0.102,1.359
2777,citrus fruit;soda,0.010,pip fruit,0.067,0.001,0.110,1.639
2778,domestic eggs;fruit/vegetable juice,0.005,whole milk,0.241,0.003,0.529,2.200
2779,domestic eggs;whole milk,0.024,fruit/vegetable juice,0.064,0.003,0.119,1.876
2780,fruit/vegetable juice;whole milk,0.020,domestic eggs,0.055,0.003,0.140,2.527
2781,beef;pastry,0.004,whole milk,0.241,0.002,0.568,2.359
2782,beef;whole milk,0.017,pastry,0.081,0.002,0.134,1.645
2783,whipped/sour cream;bottled beer,0.003,whole milk,0.241,0.001,0.423,1.758
2784,margarine;soda,0.008,whole milk,0.241,0.002,0.319,1.328
2785,pip fruit;soda,0.010,shopping bags,0.094,0.001,0.112,1.189
2786,whipped/sour cream;hard cheese,0.003,other vegetables,0.177,0.001,0.480,2.710
2787,hard cheese;other vegetables,0.006,whipped/sour cream,0.062,0.001,0.200,3.237
2788,whipped/sour cream;meat,0.003,root vegetables,0.097,0.001,0.385,3.961
2789,root vegetables;meat,0.004,whipped/sour cream,0.062,0.001,0.256,4.150
2790,specialty chocolate;bottled water,0.003,whole milk,0.241,0.001,0.367,1.524
2791,specialty chocolate;whole milk,0.006,bottled water,0.105,0.001,0.196,1.869
2792,curd;chicken,0.003,whole milk,0.241,0.001,0.583,2.424
2793,chicken;whole milk,0.013,curd,0.048,0.001,0.109,2.285
2794,margarine;soda,0.008,yogurt,0.126,0.001,0.181,1.428
2795,beef;berries,0.003,whole milk,0.241,0.001,0.400,1.662
2796,berries;whole milk,0.009,beef,0.046,0.001,0.143,3.072
2797,shopping bags;other vegetables,0.020,domestic eggs,0.055,0.002,0.117,2.114
2798,shopping bags;domestic eggs,0.007,other vegetables,0.177,0.002,0.333,1.882
2799,other vegetables;domestic eggs,0.017,shopping bags,0.094,0.002,0.138,1.457
2800,whipped/sour cream;onions,0.003,root vegetables,0.097,0.001,0.419,4.318
2801,whipped/sour cream;root vegetables,0.013,onions,0.026,0.001,0.109,4.128
2802,onions;root vegetables,0.007,whipped/sour cream,0.062,0.001,0.197,3.188
2803,other vegetables;domestic eggs,0.017,sausage,0.087,0.002,0.144,1.655
2804,other vegetables;sausage,0.021,domestic eggs,0.055,0.002,0.115,2.077
2805,domestic eggs;sausage,0.007,other vegetables,0.177,0.002,0.354,1.998
2806,tropical fruit;napkins,0.007,root vegetables,0.097,0.001,0.190,1.961
2807,napkins;root vegetables,0.007,tropical fruit,0.094,0.001,0.185,1.967
2808,processed cheese;tropical fruit,0.003,whole milk,0.241,0.001,0.357,1.484
2809,processed cheese;whole milk,0.005,tropical fruit,0.094,0.001,0.213,2.267
2810,pork;whipped/sour cream,0.006,root vegetables,0.097,0.001,0.214,2.207
2811,pork;root vegetables,0.011,whipped/sour cream,0.062,0.001,0.120,1.942
2812,whipped/sour cream;root vegetables,0.013,pork,0.053,0.001,0.101,1.913
2813,whipped/sour cream;other vegetables,0.021,rolls/buns,0.179,0.005,0.219,1.226
2814,whipped/sour cream;rolls/buns,0.012,other vegetables,0.177,0.005,0.400,2.258
2815,other vegetables;rolls/buns,0.037,whipped/sour cream,0.062,0.005,0.126,2.046
2816,shopping bags;napkins,0.006,whole milk,0.241,0.003,0.456,1.896
2817,shopping bags;whole milk,0.021,napkins,0.046,0.003,0.130,2.847
2818,napkins;whole milk,0.015,shopping bags,0.094,0.003,0.186,1.968
2819,domestic eggs;butter,0.007,whole milk,0.241,0.003,0.524,2.177
2820,domestic eggs;whole milk,0.024,butter,0.047,0.003,0.146,3.119
2821,butter;whole milk,0.021,domestic eggs,0.055,0.003,0.167,3.011
2822,beef;domestic eggs,0.004,rolls/buns,0.179,0.001,0.282,1.580
2823,beef;rolls/buns,0.011,domestic eggs,0.055,0.001,0.104,1.875
2824,ham;whole milk,0.008,dessert,0.032,0.001,0.150,4.634
2825,ham;dessert,0.002,whole milk,0.241,0.001,0.600,2.494
2826,whole milk;dessert,0.011,ham,0.022,0.001,0.118,5.263
2827,frankfurter;butter,0.004,other vegetables,0.177,0.001,0.294,1.660
2828,newspapers;rolls/buns,0.018,soda,0.167,0.003,0.185,1.107
2829,newspapers;soda,0.013,rolls/buns,0.179,0.003,0.264,1.481
2830,tropical fruit;whole milk,0.034,root vegetables,0.097,0.007,0.217,2.239
2831,tropical fruit;root vegetables,0.015,whole milk,0.241,0.007,0.486,2.020
2832,whole milk;root vegetables,0.039,tropical fruit,0.094,0.007,0.188,2.005
2833,yogurt;coffee,0.007,pastry,0.081,0.001,0.172,2.114
2834,pastry;coffee,0.005,yogurt,0.126,0.001,0.224,1.776
2835,pip fruit;fruit/vegetable juice,0.007,bottled water,0.105,0.001,0.161,1.534
2836,pip fruit;bottled water,0.008,fruit/vegetable juice,0.064,0.001,0.127,1.988
2837,yogurt;margarine,0.011,whole milk,0.241,0.005,0.437,1.816
2838,yogurt;whole milk,0.046,margarine,0.053,0.005,0.104,1.960
2839,margarine;whole milk,0.020,yogurt,0.126,0.005,0.236,1.864
2840,whipped/sour cream;napkins,0.005,whole milk,0.241,0.002,0.395,1.643
2841,napkins;whole milk,0.015,whipped/sour cream,0.062,0.002,0.121,1.965
2842,shopping bags;citrus fruit,0.008,tropical fruit,0.094,0.002,0.215,2.293
2843,shopping bags;tropical fruit,0.011,citrus fruit,0.075,0.002,0.163,2.177
2844,citrus fruit;tropical fruit,0.016,shopping bags,0.094,0.002,0.112,1.185
2845,curd;frozen vegetables,0.003,whole milk,0.241,0.001,0.500,2.078
2846,yogurt;frozen vegetables,0.009,rolls/buns,0.179,0.002,0.272,1.522
2847,frozen vegetables;rolls/buns,0.008,yogurt,0.126,0.002,0.282,2.231
2848,other vegetables;tropical fruit,0.027,rolls/buns,0.179,0.005,0.180,1.011
2849,other vegetables;rolls/buns,0.037,tropical fruit,0.094,0.005,0.132,1.409
2850,tropical fruit;rolls/buns,0.020,other vegetables,0.177,0.005,0.237,1.339
2851,other vegetables;citrus fruit,0.023,domestic eggs,0.055,0.003,0.117,2.110
2852,other vegetables;domestic eggs,0.017,citrus fruit,0.075,0.003,0.156,2.081
2853,citrus fruit;domestic eggs,0.008,other vegetables,0.177,0.003,0.342,1.933
2854,pip fruit;whipped/sour cream,0.006,tropical fruit,0.094,0.002,0.298,3.178
2855,pip fruit;tropical fruit,0.015,whipped/sour cream,0.062,0.002,0.117,1.897
2856,whipped/sour cream;tropical fruit,0.010,pip fruit,0.067,0.002,0.187,2.786
2857,berries;soda,0.005,root vegetables,0.097,0.001,0.192,1.980
2858,berries;root vegetables,0.005,soda,0.167,0.001,0.217,1.302
2859,whipped/sour cream;onions,0.003,other vegetables,0.177,0.002,0.484,2.732
2860,onions;other vegetables,0.010,whipped/sour cream,0.062,0.002,0.153,2.477
2861,hard cheese;domestic eggs,0.002,whole milk,0.241,0.001,0.455,1.889
2862,hard cheese;whole milk,0.007,domestic eggs,0.055,0.001,0.147,2.657
2863,brown bread;tropical fruit,0.008,whole milk,0.241,0.004,0.506,2.104
2864,brown bread;whole milk,0.021,tropical fruit,0.094,0.004,0.198,2.110
2865,tropical fruit;whole milk,0.034,brown bread,0.060,0.004,0.124,2.067
2866,yogurt;white bread,0.005,pip fruit,0.067,0.001,0.212,3.154
2867,white bread;pip fruit,0.004,yogurt,0.126,0.001,0.275,2.175
2868,sliced cheese;pip fruit,0.002,other vegetables,0.177,0.001,0.435,2.454
2869,sliced cheese;other vegetables,0.005,pip fruit,0.067,0.001,0.200,2.982
2870,pip fruit;tropical fruit,0.015,whole milk,0.241,0.005,0.331,1.376
2871,pip fruit;whole milk,0.024,tropical fruit,0.094,0.005,0.214,2.283
2872,tropical fruit;whole milk,0.034,pip fruit,0.067,0.005,0.149,2.223
2873,butter milk;other vegetables,0.008,root vegetables,0.097,0.002,0.222,2.288
2874,butter milk;root vegetables,0.004,other vegetables,0.177,0.002,0.421,2.377
2875,butter;soda,0.007,whole milk,0.241,0.002,0.250,1.039
2876,white bread;other vegetables,0.010,domestic eggs,0.055,0.001,0.101,1.825
2877,white bread;domestic eggs,0.004,other vegetables,0.177,0.001,0.286,1.613
2878,whipped/sour cream;soda,0.008,berries,0.029,0.001,0.139,4.767
2879,berries;soda,0.005,whipped/sour cream,0.062,0.001,0.212,3.424
2880,canned beer;newspapers,0.005,soda,0.167,0.002,0.370,2.213
2881,canned beer;soda,0.013,newspapers,0.077,0.002,0.136,1.764
2882,newspapers;soda,0.013,canned beer,0.078,0.002,0.140,1.798
2883,pastry;ham,0.003,whole milk,0.241,0.001,0.423,1.758
2884,ham;whole milk,0.008,pastry,0.081,0.001,0.138,1.691
2885,napkins;frankfurter,0.003,rolls/buns,0.179,0.001,0.355,1.988
2886,napkins;rolls/buns,0.009,frankfurter,0.055,0.001,0.126,2.315
2887,beef;newspapers,0.005,whole milk,0.241,0.002,0.340,1.413
2888,beef;whole milk,0.017,newspapers,0.077,0.002,0.108,1.405
2889,onions;soda,0.004,root vegetables,0.097,0.001,0.361,3.719
2890,onions;root vegetables,0.007,soda,0.167,0.001,0.197,1.179
2891,curd;citrus fruit,0.005,whole milk,0.241,0.002,0.408,1.696
2892,yogurt;citrus fruit,0.018,rolls/buns,0.179,0.004,0.253,1.417
2893,yogurt;rolls/buns,0.030,citrus fruit,0.075,0.004,0.149,1.984
2894,citrus fruit;rolls/buns,0.014,yogurt,0.126,0.004,0.311,2.461
2895,rolls/buns;dessert,0.005,other vegetables,0.177,0.001,0.250,1.411
2896,butter;soda,0.007,yogurt,0.126,0.002,0.234,1.854
2897,citrus fruit;tropical fruit,0.016,root vegetables,0.097,0.003,0.197,2.032
2898,citrus fruit;root vegetables,0.013,tropical fruit,0.094,0.003,0.248,2.642
2899,tropical fruit;root vegetables,0.015,citrus fruit,0.075,0.003,0.208,2.775
2900,pork;rolls/buns,0.009,root vegetables,0.097,0.002,0.180,1.851
2901,pork;waffles,0.002,other vegetables,0.177,0.001,0.526,2.971
2902,other vegetables;waffles,0.007,pork,0.053,0.001,0.145,2.749
2903,long life bakery product;other vegetables,0.008,butter,0.047,0.001,0.147,3.133
2904,long life bakery product;butter,0.003,other vegetables,0.177,0.001,0.423,2.388
2905,sausage;ham,0.004,whole milk,0.241,0.001,0.316,1.312
2906,ham;whole milk,0.008,sausage,0.087,0.001,0.150,1.726
2907,brown bread;pip fruit,0.006,whole milk,0.241,0.003,0.481,2.001
2908,brown bread;whole milk,0.021,pip fruit,0.067,0.003,0.129,1.919
2909,pip fruit;whole milk,0.024,brown bread,0.060,0.003,0.116,1.931
2910,chocolate;fruit/vegetable juice,0.004,whole milk,0.241,0.001,0.378,1.573
2911,chocolate;whole milk,0.012,fruit/vegetable juice,0.064,0.001,0.125,1.963
2912,beverages;other vegetables,0.004,whole milk,0.241,0.001,0.300,1.247
2913,beverages;whole milk,0.006,other vegetables,0.177,0.001,0.203,1.148
2914,yogurt;detergent,0.002,whole milk,0.241,0.001,0.522,2.168
2915,detergent;whole milk,0.007,yogurt,0.126,0.001,0.185,1.460
2916,newspapers;soda,0.013,root vegetables,0.097,0.002,0.124,1.277
2917,newspapers;root vegetables,0.009,soda,0.167,0.002,0.176,1.057
2918,soda;root vegetables,0.014,newspapers,0.077,0.002,0.111,1.442
2919,pip fruit;sugar,0.003,other vegetables,0.177,0.001,0.387,2.185
2920,other vegetables;sugar,0.008,pip fruit,0.067,0.001,0.164,2.451
2921,hamburger meat;other vegetables,0.011,citrus fruit,0.075,0.001,0.117,1.552
2922,hamburger meat;citrus fruit,0.003,other vegetables,0.177,0.001,0.462,2.605
2923,shopping bags;fruit/vegetable juice,0.009,canned beer,0.078,0.001,0.122,1.561
2924,canned beer;fruit/vegetable juice,0.003,shopping bags,0.094,0.001,0.313,3.311
2925,pip fruit;sausage,0.008,whole milk,0.241,0.003,0.425,1.765
2926,pip fruit;whole milk,0.024,sausage,0.087,0.003,0.138,1.593
2927,sausage;whole milk,0.024,pip fruit,0.067,0.003,0.134,2.001
2928,pastry;margarine,0.005,other vegetables,0.177,0.001,0.289,1.631
2929,curd;whipped/sour cream,0.008,sausage,0.087,0.001,0.145,1.666
2930,curd;sausage,0.006,whipped/sour cream,0.062,0.001,0.208,3.359
2931,whipped/sour cream;sausage,0.006,curd,0.048,0.001,0.196,4.103
2932,flour;oil,0.001,whole milk,0.241,0.001,0.714,2.969
2933,flour;whole milk,0.007,oil,0.024,0.001,0.154,6.456
2934,oil;whole milk,0.008,flour,0.015,0.001,0.127,8.514
2935,brown bread;frankfurter,0.006,whole milk,0.241,0.002,0.344,1.431
2936,brown bread;whole milk,0.021,frankfurter,0.055,0.002,0.104,1.903
2937,frankfurter;whole milk,0.017,brown bread,0.060,0.002,0.131,2.184
2938,onions;other vegetables,0.010,tropical fruit,0.094,0.002,0.214,2.283
2939,onions;tropical fruit,0.004,other vegetables,0.177,0.002,0.583,3.293
2940,pip fruit;frankfurter,0.005,whole milk,0.241,0.002,0.340,1.413
2941,frankfurter;whole milk,0.017,pip fruit,0.067,0.002,0.106,1.584
2942,yogurt;waffles,0.005,soda,0.167,0.001,0.220,1.317
2943,waffles;soda,0.007,yogurt,0.126,0.001,0.157,1.243
2944,long life bakery product;newspapers,0.003,whole milk,0.241,0.001,0.400,1.662
2945,long life bakery product;whole milk,0.010,newspapers,0.077,0.001,0.110,1.426
2946,chicken;coffee,0.003,whole milk,0.241,0.001,0.407,1.693
2947,other vegetables;specialty bar,0.004,pastry,0.081,0.001,0.293,3.600
2948,pastry;specialty bar,0.003,other vegetables,0.177,0.001,0.364,2.053
2949,yogurt;brown bread,0.011,frankfurter,0.055,0.002,0.140,2.567
2950,yogurt;frankfurter,0.009,brown bread,0.060,0.002,0.183,3.044
2951,brown bread;frankfurter,0.006,yogurt,0.126,0.002,0.246,1.945
2952,brown bread;newspapers,0.007,bottled water,0.105,0.001,0.164,1.562
2953,brown bread;bottled water,0.007,newspapers,0.077,0.001,0.167,2.162
2954,newspapers;bottled water,0.010,brown bread,0.060,0.001,0.111,1.849
2955,other vegetables;hygiene articles,0.007,root vegetables,0.097,0.001,0.212,2.184
2956,hygiene articles;root vegetables,0.003,other vegetables,0.177,0.001,0.438,2.470
2957,domestic eggs;coffee,0.003,whole milk,0.241,0.001,0.467,1.939
2958,other vegetables;dessert,0.008,bottled water,0.105,0.001,0.160,1.522
2959,bottled water;dessert,0.004,other vegetables,0.177,0.001,0.308,1.737
2960,onions;tropical fruit,0.004,whole milk,0.241,0.002,0.417,1.732
2961,onions;whole milk,0.009,tropical fruit,0.094,0.002,0.176,1.881
2962,shopping bags;herbs,0.002,root vegetables,0.097,0.001,0.500,5.149
2963,shopping bags;root vegetables,0.010,herbs,0.014,0.001,0.103,7.407
2964,herbs;root vegetables,0.005,shopping bags,0.094,0.001,0.204,2.163
2965,yogurt;ham,0.004,whole milk,0.241,0.002,0.500,2.078
2966,ham;whole milk,0.008,yogurt,0.126,0.002,0.250,1.977
2967,pastry;specialty bar,0.003,whole milk,0.241,0.001,0.303,1.259
2968,specialty bar;whole milk,0.005,pastry,0.081,0.001,0.204,2.510
2969,bottled beer;sausage,0.007,soda,0.167,0.002,0.246,1.474
2970,bottled beer;soda,0.016,sausage,0.087,0.002,0.107,1.236
2971,shopping bags;whipped/sour cream,0.006,soda,0.167,0.001,0.190,1.136
2972,whipped/sour cream;soda,0.008,shopping bags,0.094,0.001,0.139,1.475
2973,other vegetables;oil,0.006,root vegetables,0.097,0.001,0.197,2.026
2974,oil;root vegetables,0.004,other vegetables,0.177,0.001,0.324,1.831
2975,pastry;tropical fruit,0.009,rolls/buns,0.179,0.003,0.267,1.494
2976,pastry;rolls/buns,0.018,tropical fruit,0.094,0.003,0.144,1.531
2977,tropical fruit;rolls/buns,0.020,pastry,0.081,0.003,0.124,1.522
2978,citrus fruit;butter,0.007,whole milk,0.241,0.003,0.476,1.979
2979,citrus fruit;whole milk,0.025,butter,0.047,0.003,0.128,2.739
2980,butter;whole milk,0.021,citrus fruit,0.075,0.003,0.152,2.018
2981,napkins;rolls/buns,0.009,root vegetables,0.097,0.002,0.195,2.012
2982,napkins;root vegetables,0.007,rolls/buns,0.179,0.002,0.262,1.465
2983,sausage;rolls/buns,0.028,root vegetables,0.097,0.004,0.134,1.378
2984,sausage;root vegetables,0.011,rolls/buns,0.179,0.004,0.336,1.885
2985,rolls/buns;root vegetables,0.020,sausage,0.087,0.004,0.189,2.181
2986,brown bread;butter,0.004,other vegetables,0.177,0.001,0.316,1.783
2987,shopping bags;frozen meals,0.004,whole milk,0.241,0.001,0.316,1.312
2988,frozen meals;whole milk,0.007,shopping bags,0.094,0.001,0.171,1.817
2989,margarine;bottled water,0.008,root vegetables,0.097,0.002,0.234,2.407
2990,margarine;root vegetables,0.008,bottled water,0.105,0.002,0.225,2.140
2991,bottled water;root vegetables,0.013,margarine,0.053,0.002,0.151,2.852
2992,shopping bags;pastry,0.010,whole milk,0.241,0.003,0.330,1.370
2993,shopping bags;whole milk,0.021,pastry,0.081,0.003,0.150,1.845
2994,pastry;whole milk,0.028,shopping bags,0.094,0.003,0.115,1.213
2995,pastry;fruit/vegetable juice,0.006,rolls/buns,0.179,0.002,0.309,1.731
2996,pastry;rolls/buns,0.018,fruit/vegetable juice,0.064,0.002,0.102,1.598
2997,fruit/vegetable juice;rolls/buns,0.013,pastry,0.081,0.002,0.143,1.757
2998,other vegetables;hygiene articles,0.007,butter,0.047,0.001,0.167,3.560
2999,hygiene articles;butter,0.002,other vegetables,0.177,0.001,0.500,2.823
3000,shopping bags;newspapers,0.006,soda,0.167,0.001,0.264,1.582
3001,newspapers;soda,0.013,shopping bags,0.094,0.001,0.116,1.226
3002,curd;misc. beverages,0.002,whole milk,0.241,0.001,0.750,3.117
3003,misc. beverages;whole milk,0.005,curd,0.048,0.001,0.240,5.014
3004,sausage;fruit/vegetable juice,0.008,soda,0.167,0.002,0.236,1.414
3005,fruit/vegetable juice;soda,0.015,sausage,0.087,0.002,0.122,1.408
3006,white bread;bottled beer,0.003,whole milk,0.241,0.001,0.345,1.433
3007,beef;domestic eggs,0.004,root vegetables,0.097,0.001,0.308,3.168
3008,domestic eggs;root vegetables,0.010,beef,0.046,0.001,0.124,2.660
3009,yogurt;spread cheese,0.003,soda,0.167,0.001,0.370,2.218
3010,spread cheese;soda,0.003,yogurt,0.126,0.001,0.357,2.825
3011,yogurt;canned beer,0.004,soda,0.167,0.001,0.368,2.206
3012,sliced cheese;other vegetables,0.005,sausage,0.087,0.001,0.240,2.762
3013,sliced cheese;sausage,0.005,other vegetables,0.177,0.001,0.255,1.441
3014,domestic eggs;soda,0.009,whole milk,0.241,0.003,0.337,1.401
3015,butter;soda,0.007,other vegetables,0.177,0.002,0.266,1.500
3016,white wine;rolls/buns,0.003,soda,0.167,0.001,0.458,2.744
3017,white wine;soda,0.003,rolls/buns,0.179,0.001,0.333,1.867
3018,beef;chicken,0.003,whole milk,0.241,0.002,0.516,2.145
3019,beef;whole milk,0.017,chicken,0.037,0.002,0.102,2.746
3020,chicken;whole milk,0.013,beef,0.046,0.002,0.125,2.688
3021,napkins;fruit/vegetable juice,0.005,soda,0.167,0.002,0.333,1.996
3022,napkins;soda,0.009,fruit/vegetable juice,0.064,0.002,0.172,2.707
3023,fruit/vegetable juice;soda,0.015,napkins,0.046,0.002,0.108,2.364
3024,yogurt;meat,0.004,whole milk,0.241,0.001,0.333,1.385
3025,whole milk;meat,0.008,yogurt,0.126,0.001,0.154,1.217
3026,rolls/buns;bottled water,0.022,whole milk,0.241,0.007,0.335,1.392
3027,rolls/buns;whole milk,0.051,bottled water,0.105,0.007,0.147,1.395
3028,bottled water;whole milk,0.030,rolls/buns,0.179,0.007,0.250,1.400
3029,chocolate;butter,0.003,whole milk,0.241,0.001,0.406,1.688
3030,chocolate;whole milk,0.012,butter,0.047,0.001,0.116,2.479
3031,yogurt;fruit/vegetable juice,0.013,cream cheese,0.035,0.001,0.103,2.938
3032,yogurt;cream cheese,0.010,fruit/vegetable juice,0.064,0.001,0.143,2.243
3033,fruit/vegetable juice;cream cheese,0.004,yogurt,0.126,0.001,0.342,2.706
3034,newspapers;margarine,0.007,rolls/buns,0.179,0.002,0.333,1.867
3035,newspapers;rolls/buns,0.018,margarine,0.053,0.002,0.121,2.289
3036,margarine;rolls/buns,0.013,newspapers,0.077,0.002,0.175,2.270
3037,yogurt;butter milk,0.006,cream cheese,0.035,0.001,0.169,4.827
3038,yogurt;cream cheese,0.010,butter milk,0.024,0.001,0.110,4.512
3039,butter milk;cream cheese,0.003,yogurt,0.126,0.001,0.400,3.164
3040,curd;pastry,0.005,whole milk,0.241,0.003,0.549,2.282
3041,curd;whole milk,0.021,pastry,0.081,0.003,0.139,1.705
3042,pastry;whole milk,0.028,curd,0.048,0.003,0.107,2.233
3043,pork;pastry,0.005,rolls/buns,0.179,0.001,0.298,1.669
3044,pork;rolls/buns,0.009,pastry,0.081,0.001,0.157,1.935
3045,domestic eggs;rolls/buns,0.013,butter,0.047,0.001,0.115,2.451
3046,domestic eggs;butter,0.007,rolls/buns,0.179,0.001,0.222,1.245
3047,rolls/buns;butter,0.010,domestic eggs,0.055,0.001,0.141,2.555
3048,frozen vegetables;pastry,0.003,whole milk,0.241,0.001,0.393,1.633
3049,pastry;frankfurter,0.006,rolls/buns,0.179,0.002,0.373,2.089
3050,pastry;rolls/buns,0.018,frankfurter,0.055,0.002,0.132,2.412
3051,frankfurter;rolls/buns,0.018,pastry,0.081,0.002,0.131,1.611
3052,yogurt;potted plants,0.003,other vegetables,0.177,0.001,0.333,1.882
3053,potted plants;other vegetables,0.004,yogurt,0.126,0.001,0.270,2.138
3054,yogurt;dessert,0.006,rolls/buns,0.179,0.001,0.213,1.194
3055,rolls/buns;dessert,0.005,yogurt,0.126,0.001,0.250,1.977
3056,other vegetables;frankfurter,0.013,tropical fruit,0.094,0.002,0.167,1.776
3057,tropical fruit;frankfurter,0.007,other vegetables,0.177,0.002,0.309,1.743
3058,beef;citrus fruit,0.007,whole milk,0.241,0.002,0.333,1.385
3059,beef;whole milk,0.017,citrus fruit,0.075,0.002,0.134,1.782
3060,pip fruit;cream cheese,0.004,other vegetables,0.177,0.001,0.342,1.931
3061,other vegetables;cream cheese,0.010,pip fruit,0.067,0.001,0.131,1.958
3062,other vegetables;napkins,0.010,root vegetables,0.097,0.002,0.242,2.493
3063,napkins;root vegetables,0.007,other vegetables,0.177,0.002,0.354,1.998
3064,frankfurter;rolls/buns,0.018,bottled water,0.105,0.003,0.149,1.416
3065,frankfurter;bottled water,0.006,rolls/buns,0.179,0.003,0.431,2.415
3066,rolls/buns;bottled water,0.022,frankfurter,0.055,0.003,0.118,2.159
3067,beef;fruit/vegetable juice,0.003,whole milk,0.241,0.001,0.400,1.662
3068,pip fruit;berries,0.003,whole milk,0.241,0.001,0.500,2.078
3069,berries;whole milk,0.009,pip fruit,0.067,0.001,0.143,2.130
3070,brown bread;margarine,0.006,rolls/buns,0.179,0.001,0.218,1.222
3071,brown bread;rolls/buns,0.011,margarine,0.053,0.001,0.117,2.197
3072,pip fruit;bottled water,0.008,tropical fruit,0.094,0.001,0.177,1.888
3073,hamburger meat;whole milk,0.011,root vegetables,0.097,0.002,0.213,2.193
3074,hamburger meat;root vegetables,0.005,whole milk,0.241,0.002,0.535,2.223
3075,hygiene articles;whole milk,0.009,soda,0.167,0.002,0.205,1.225
3076,hygiene articles;soda,0.006,whole milk,0.241,0.002,0.305,1.268
3077,citrus fruit;whole milk,0.025,root vegetables,0.097,0.005,0.209,2.156
3078,citrus fruit;root vegetables,0.013,whole milk,0.241,0.005,0.405,1.683
3079,whole milk;root vegetables,0.039,citrus fruit,0.075,0.005,0.132,1.755
3080,domestic eggs;sugar,0.003,whole milk,0.241,0.002,0.633,2.632
3081,sugar;whole milk,0.012,domestic eggs,0.055,0.002,0.173,3.120
3082,yogurt;citrus fruit,0.018,butter,0.047,0.002,0.102,2.188
3083,yogurt;butter,0.010,citrus fruit,0.075,0.002,0.181,2.409
3084,citrus fruit;butter,0.007,yogurt,0.126,0.002,0.270,2.134
3085,uht-milk;other vegetables,0.007,domestic eggs,0.055,0.001,0.156,2.823
3086,uht-milk;domestic eggs,0.004,other vegetables,0.177,0.001,0.294,1.660
3087,canned beer;sausage,0.006,soda,0.167,0.002,0.375,2.245
3088,canned beer;soda,0.013,sausage,0.087,0.002,0.168,1.934
3089,sausage;soda,0.021,canned beer,0.078,0.002,0.104,1.331
3090,uht-milk;other vegetables,0.007,rolls/buns,0.179,0.002,0.234,1.313
3091,uht-milk;rolls/buns,0.006,other vegetables,0.177,0.002,0.263,1.486
3092,other vegetables;butter,0.014,sausage,0.087,0.002,0.116,1.338
3093,sausage;butter,0.005,other vegetables,0.177,0.002,0.288,1.628
3094,bottled water;berries,0.003,soda,0.167,0.001,0.440,2.634
3095,berries;soda,0.005,bottled water,0.105,0.001,0.212,2.012
3096,white bread;sausage,0.005,soda,0.167,0.001,0.271,1.622
3097,white bread;soda,0.007,sausage,0.087,0.001,0.183,2.107
3098,shopping bags;sausage,0.014,soda,0.167,0.005,0.343,2.054
3099,shopping bags;soda,0.022,sausage,0.087,0.005,0.223,2.564
3100,sausage;soda,0.021,shopping bags,0.094,0.005,0.233,2.466
3101,sausage;frankfurter,0.009,rolls/buns,0.179,0.003,0.369,2.067
3102,sausage;rolls/buns,0.028,frankfurter,0.055,0.003,0.115,2.110
3103,frankfurter;rolls/buns,0.018,sausage,0.087,0.003,0.185,2.124
3104,yogurt;other vegetables,0.034,whole milk,0.241,0.015,0.445,1.850
3105,yogurt;whole milk,0.046,other vegetables,0.177,0.015,0.328,1.851
3106,other vegetables;whole milk,0.062,yogurt,0.126,0.015,0.241,1.910
3107,pip fruit;hamburger meat,0.003,whole milk,0.241,0.001,0.480,1.995
3108,hamburger meat;whole milk,0.011,pip fruit,0.067,0.001,0.111,1.657
3109,shopping bags;pip fruit,0.007,citrus fruit,0.075,0.002,0.265,3.526
3110,shopping bags;citrus fruit,0.008,pip fruit,0.067,0.002,0.228,3.398
3111,pip fruit;citrus fruit,0.011,shopping bags,0.094,0.002,0.176,1.870
3112,white bread;frozen meals,0.002,whole milk,0.241,0.001,0.625,2.598
3113,frozen meals;whole milk,0.007,white bread,0.036,0.001,0.143,3.916
3114,other vegetables;frankfurter,0.013,citrus fruit,0.075,0.002,0.151,2.009
3115,citrus fruit;frankfurter,0.005,other vegetables,0.177,0.002,0.380,2.145
3116,rolls/buns;butter,0.010,soda,0.167,0.002,0.192,1.149
3117,butter;soda,0.007,rolls/buns,0.179,0.002,0.297,1.663
3118,other vegetables;waffles,0.007,whole milk,0.241,0.003,0.362,1.506
3119,waffles;whole milk,0.010,other vegetables,0.177,0.003,0.272,1.534
