id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
394,yogurt;root vegetables,0.019,rolls/buns,0.179,0.005,0.263,1.470
395,rolls/buns;root vegetables,0.020,yogurt,0.126,0.005,0.250,1.984
396,bottled water;whole milk,0.030,tropical fruit,0.094,0.005,0.167,1.773
397,tropical fruit;bottled water,0.015,whole milk,0.241,0.005,0.333,1.383
398,tropical fruit;whole milk,0.034,bottled water,0.105,0.005,0.147,1.401
399,rolls/buns;whole milk,0.051,other vegetables,0.177,0.014,0.275,1.551
400,other vegetables;rolls/buns,0.037,whole milk,0.241,0.014,0.378,1.570
401,other vegetables;whole milk,0.062,rolls/buns,0.179,0.014,0.226,1.261
402,yogurt;butter,0.010,whole milk,0.241,0.006,0.600,2.490
403,yogurt;whole milk,0.046,butter,0.047,0.006,0.130,2.775
404,butter;whole milk,0.021,yogurt,0.126,0.006,0.286,2.268
405,yogurt;whipped/sour cream,0.015,other vegetables,0.177,0.006,0.400,2.260
406,yogurt;other vegetables,0.034,whipped/sour cream,0.062,0.006,0.176,2.846
407,whipped/sour cream;other vegetables,0.021,yogurt,0.126,0.006,0.286,2.268
408,yogurt;rolls/buns,0.030,other vegetables,0.177,0.009,0.300,1.695
409,yogurt;other vegetables,0.034,rolls/buns,0.179,0.009,0.265,1.479
410,other vegetables;rolls/buns,0.037,yogurt,0.126,0.009,0.243,1.931
411,rolls/buns;whole milk,0.051,root vegetables,0.097,0.009,0.176,1.819
412,rolls/buns;root vegetables,0.020,whole milk,0.241,0.009,0.450,1.867
413,whole milk;root vegetables,0.039,rolls/buns,0.179,0.009,0.231,1.289
414,yogurt;soda,0.022,other vegetables,0.177,0.005,0.227,1.284
415,other vegetables;soda,0.026,yogurt,0.126,0.005,0.192,1.526
416,frankfurter;whole milk,0.017,other vegetables,0.177,0.005,0.294,1.662
417,other vegetables;frankfurter,0.013,whole milk,0.241,0.005,0.385,1.596
418,yogurt;newspapers,0.013,whole milk,0.241,0.005,0.385,1.596
419,yogurt;whole milk,0.046,newspapers,0.077,0.005,0.109,1.412
420,newspapers;whole milk,0.025,yogurt,0.126,0.005,0.200,1.587
421,other vegetables;whole milk,0.062,root vegetables,0.097,0.015,0.242,2.494
422,whole milk;root vegetables,0.039,other vegetables,0.177,0.015,0.385,2.173
423,other vegetables;root vegetables,0.037,whole milk,0.241,0.015,0.405,1.682
424,yogurt;soda,0.022,whole milk,0.241,0.007,0.318,1.320
425,whole milk;soda,0.034,yogurt,0.126,0.007,0.206,1.634
426,pip fruit;other vegetables,0.020,tropical fruit,0.094,0.006,0.300,3.191
427,pip fruit;tropical fruit,0.015,other vegetables,0.177,0.006,0.400,2.260
428,other vegetables;tropical fruit,0.027,pip fruit,0.067,0.006,0.222,3.317
429,curd;whole milk,0.021,other vegetables,0.177,0.006,0.286,1.614
430,curd;other vegetables,0.013,whole milk,0.241,0.006,0.462,1.915
431,yogurt;rolls/buns,0.030,bottled water,0.105,0.006,0.200,1.905
432,yogurt;bottled water,0.019,rolls/buns,0.179,0.006,0.316,1.764
433,rolls/buns;bottled water,0.022,yogurt,0.126,0.006,0.273,2.165
434,rolls/buns;bottled water,0.022,soda,0.167,0.006,0.273,1.633
435,rolls/buns;soda,0.035,bottled water,0.105,0.006,0.171,1.633
436,bottled water;soda,0.026,rolls/buns,0.179,0.006,0.231,1.289
437,rolls/buns;whole milk,0.051,tropical fruit,0.094,0.008,0.157,1.669
438,tropical fruit;rolls/buns,0.020,whole milk,0.241,0.008,0.400,1.660
439,tropical fruit;whole milk,0.034,rolls/buns,0.179,0.008,0.235,1.314
440,frozen vegetables;whole milk,0.015,other vegetables,0.177,0.006,0.400,2.260
441,frozen vegetables;other vegetables,0.013,whole milk,0.241,0.006,0.462,1.915
442,whole milk;root vegetables,0.039,tropical fruit,0.094,0.007,0.179,1.909
443,tropical fruit;whole milk,0.034,root vegetables,0.097,0.007,0.206,2.122
444,tropical fruit;root vegetables,0.015,whole milk,0.241,0.007,0.467,1.936
445,shopping bags;sausage,0.014,rolls/buns,0.179,0.005,0.357,1.995
446,sausage;rolls/buns,0.028,shopping bags,0.094,0.005,0.179,1.900
447,shopping bags;rolls/buns,0.017,sausage,0.087,0.005,0.294,3.381
448,sausage;whole milk,0.024,other vegetables,0.177,0.007,0.292,1.648
449,other vegetables;sausage,0.021,whole milk,0.241,0.007,0.333,1.383
450,other vegetables;whole milk,0.062,sausage,0.087,0.007,0.113,1.298
451,other vegetables;sausage,0.021,soda,0.167,0.005,0.238,1.426
452,sausage;soda,0.021,other vegetables,0.177,0.005,0.238,1.345
453,other vegetables;soda,0.026,sausage,0.087,0.005,0.192,2.210
454,other vegetables;whole milk,0.062,pastry,0.081,0.007,0.113,1.394
455,pastry;whole milk,0.028,other vegetables,0.177,0.007,0.250,1.412
456,other vegetables;pastry,0.017,whole milk,0.241,0.007,0.412,1.709
457,pip fruit;whole milk,0.024,tropical fruit,0.094,0.005,0.208,2.216
458,pip fruit;tropical fruit,0.015,whole milk,0.241,0.005,0.333,1.383
459,tropical fruit;whole milk,0.034,pip fruit,0.067,0.005,0.147,2.195
460,yogurt;whole milk,0.046,tropical fruit,0.094,0.010,0.217,2.313
461,yogurt;tropical fruit,0.022,whole milk,0.241,0.010,0.455,1.886
462,tropical fruit;whole milk,0.034,yogurt,0.126,0.010,0.294,2.334
463,bottled water;whole milk,0.030,soda,0.167,0.006,0.200,1.198
464,whole milk;soda,0.034,bottled water,0.105,0.006,0.176,1.681
465,yogurt;bottled water,0.019,soda,0.167,0.006,0.316,1.891
466,yogurt;soda,0.022,bottled water,0.105,0.006,0.273,2.597
467,bottled water;soda,0.026,yogurt,0.126,0.006,0.231,1.832
468,yogurt;pip fruit,0.013,other vegetables,0.177,0.005,0.385,2.173
469,yogurt;other vegetables,0.034,pip fruit,0.067,0.005,0.147,2.195
470,pip fruit;other vegetables,0.020,yogurt,0.126,0.005,0.250,1.984
471,whole milk;soda,0.034,tropical fruit,0.094,0.005,0.147,1.564
472,tropical fruit;soda,0.017,whole milk,0.241,0.005,0.294,1.220
473,yogurt;curd,0.013,whole milk,0.241,0.007,0.538,2.234
474,yogurt;whole milk,0.046,curd,0.048,0.007,0.152,3.170
475,curd;whole milk,0.021,yogurt,0.126,0.007,0.333,2.646
476,other vegetables;rolls/buns,0.037,root vegetables,0.097,0.009,0.243,2.508
477,rolls/buns;root vegetables,0.020,other vegetables,0.177,0.009,0.450,2.542
478,other vegetables;root vegetables,0.037,rolls/buns,0.179,0.009,0.243,1.359
479,chicken;whole milk,0.013,other vegetables,0.177,0.006,0.462,2.608
480,other vegetables;chicken,0.014,whole milk,0.241,0.006,0.429,1.778
481,shopping bags;whole milk,0.021,soda,0.167,0.005,0.238,1.426
482,whole milk;soda,0.034,shopping bags,0.094,0.005,0.147,1.564
483,other vegetables;whole milk,0.062,citrus fruit,0.075,0.009,0.145,1.935
484,citrus fruit;whole milk,0.025,other vegetables,0.177,0.009,0.360,2.034
485,other vegetables;citrus fruit,0.023,whole milk,0.241,0.009,0.391,1.624
