id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
384,brown bread,0.075,other vegetables,0.221,0.019,0.253,1.146
385,bottled water;whole milk,0.039,other vegetables,0.221,0.010,0.256,1.160
386,bottled water;whole milk,0.039,rolls/buns,0.216,0.010,0.256,1.187
387,bottled water;whole milk,0.039,yogurt,0.158,0.010,0.256,1.623
388,sausage,0.109,soda,0.195,0.028,0.257,1.317
389,other vegetables;tropical fruit,0.035,yogurt,0.158,0.009,0.257,1.627
390,canned beer,0.066,soda,0.195,0.017,0.258,1.321
391,butter milk,0.031,rolls/buns,0.216,0.008,0.258,1.195
392,pip fruit;whole milk,0.031,yogurt,0.158,0.008,0.258,1.633
393,whipped/sour cream;whole milk,0.031,yogurt,0.158,0.008,0.258,1.633
394,shopping bags;whole milk,0.027,other vegetables,0.221,0.007,0.259,1.173
395,other vegetables;sausage,0.027,soda,0.195,0.007,0.259,1.330
396,shopping bags;whole milk,0.027,soda,0.195,0.007,0.259,1.330
397,other vegetables;sausage,0.027,yogurt,0.158,0.007,0.259,1.641
398,whipped/sour cream;other vegetables,0.027,root vegetables,0.122,0.007,0.259,2.125
399,yogurt;citrus fruit,0.023,other vegetables,0.221,0.006,0.261,1.180
400,frankfurter;rolls/buns,0.023,other vegetables,0.221,0.006,0.261,1.180
401,newspapers,0.092,rolls/buns,0.216,0.024,0.261,1.208
402,yogurt;citrus fruit,0.023,rolls/buns,0.216,0.006,0.261,1.208
403,pork;whole milk,0.023,rolls/buns,0.216,0.006,0.261,1.208
404,pork;whole milk,0.023,root vegetables,0.122,0.006,0.261,2.138
405,pork;other vegetables,0.023,root vegetables,0.122,0.006,0.261,2.138
406,whole milk;coffee,0.019,other vegetables,0.221,0.005,0.263,1.191
407,napkins;whole milk,0.019,other vegetables,0.221,0.005,0.263,1.191
408,tropical fruit;bottled water,0.019,soda,0.195,0.005,0.263,1.350
409,fruit/vegetable juice;soda,0.019,bottled water,0.127,0.005,0.263,2.072
410,flour,0.019,sugar,0.037,0.005,0.263,7.112
411,misc. beverages,0.030,soda,0.195,0.008,0.267,1.368
412,specialty bar,0.030,soda,0.195,0.008,0.267,1.368
413,bottled water,0.127,soda,0.195,0.034,0.268,1.373
414,other vegetables;bottled water,0.026,yogurt,0.158,0.007,0.269,1.704
415,rolls/buns;root vegetables,0.026,yogurt,0.158,0.007,0.269,1.704
416,pip fruit;other vegetables,0.026,yogurt,0.158,0.007,0.269,1.704
417,yogurt;whole milk,0.059,rolls/buns,0.216,0.016,0.271,1.255
418,rolls/buns;whole milk,0.066,other vegetables,0.221,0.018,0.273,1.234
419,newspapers;whole milk,0.033,rolls/buns,0.216,0.009,0.273,1.263
420,onions,0.033,root vegetables,0.122,0.009,0.273,2.235
421,tropical fruit;soda,0.022,other vegetables,0.221,0.006,0.273,1.234
422,frankfurter;whole milk,0.022,rolls/buns,0.216,0.006,0.273,1.263
423,tropical fruit;soda,0.022,yogurt,0.158,0.006,0.273,1.726
424,bottled beer;whole milk,0.022,bottled water,0.127,0.006,0.273,2.147
425,other vegetables;domestic eggs,0.022,root vegetables,0.122,0.006,0.273,2.235
426,chocolate,0.051,soda,0.195,0.014,0.275,1.408
427,rolls/buns;bottled water,0.029,other vegetables,0.221,0.008,0.276,1.248
428,yogurt;tropical fruit,0.029,rolls/buns,0.216,0.008,0.276,1.277
429,rolls/buns;bottled water,0.029,yogurt,0.158,0.008,0.276,1.746
430,other vegetables;citrus fruit,0.029,root vegetables,0.122,0.008,0.276,2.261
431,other vegetables;citrus fruit,0.029,tropical fruit,0.118,0.008,0.276,2.338
432,processed cheese,0.018,other vegetables,0.221,0.005,0.278,1.257
433,yogurt,0.158,other vegetables,0.221,0.044,0.278,1.260
434,curd,0.061,other vegetables,0.221,0.017,0.279,1.261
435,sliced cheese,0.025,other vegetables,0.221,0.007,0.280,1.267
436,yogurt;bottled water,0.025,other vegetables,0.221,0.007,0.280,1.267
437,yogurt;root vegetables,0.025,rolls/buns,0.216,0.007,0.280,1.296
438,chewing gum,0.025,soda,0.195,0.007,0.280,1.436
439,yogurt;bottled water,0.025,soda,0.195,0.007,0.280,1.436
440,sausage;whole milk,0.032,other vegetables,0.221,0.009,0.281,1.273
441,citrus fruit;whole milk,0.032,yogurt,0.158,0.009,0.281,1.780
442,curd;whole milk,0.028,other vegetables,0.221,0.008,0.286,1.293
443,beef;whole milk,0.021,rolls/buns,0.216,0.006,0.286,1.323
444,other vegetables;newspapers,0.021,yogurt,0.158,0.006,0.286,1.808
445,other vegetables;tropical fruit,0.035,root vegetables,0.122,0.010,0.286,2.342
446,yogurt;rolls/buns,0.038,other vegetables,0.221,0.011,0.289,1.310
447,domestic eggs;rolls/buns,0.017,other vegetables,0.221,0.005,0.294,1.331
448,yogurt;newspapers,0.017,rolls/buns,0.216,0.005,0.294,1.362
449,other vegetables;soda,0.034,rolls/buns,0.216,0.010,0.294,1.362
450,tropical fruit;whole milk,0.044,yogurt,0.158,0.013,0.295,1.870
451,butter;whole milk,0.027,yogurt,0.158,0.008,0.296,1.875
452,whipped/sour cream;other vegetables,0.027,yogurt,0.158,0.008,0.296,1.875
453,sausage;rolls/buns,0.037,soda,0.195,0.011,0.297,1.525
454,beef,0.057,root vegetables,0.122,0.017,0.298,2.445
455,yogurt;sausage,0.020,rolls/buns,0.216,0.006,0.300,1.389
456,yogurt;sausage,0.020,soda,0.195,0.006,0.300,1.538
457,tropical fruit;root vegetables,0.020,yogurt,0.158,0.006,0.300,1.899
458,bottled beer;soda,0.020,bottled water,0.127,0.006,0.300,2.362
459,whole milk;soda,0.043,other vegetables,0.221,0.013,0.302,1.368
460,white bread,0.046,other vegetables,0.221,0.014,0.304,1.377
461,rolls/buns,0.216,whole milk,0.295,0.066,0.306,1.036
462,berries,0.036,whole milk,0.295,0.011,0.306,1.036
463,bottled water,0.127,whole milk,0.295,0.039,0.307,1.041
464,hard cheese,0.026,other vegetables,0.221,0.008,0.308,1.392
465,margarine;whole milk,0.026,other vegetables,0.221,0.008,0.308,1.392
466,fruit/vegetable juice;whole milk,0.026,other vegetables,0.221,0.008,0.308,1.392
467,other vegetables;bottled water,0.026,rolls/buns,0.216,0.008,0.308,1.425
468,margarine;whole milk,0.026,rolls/buns,0.216,0.008,0.308,1.425
469,tropical fruit;rolls/buns,0.026,yogurt,0.158,0.008,0.308,1.947
470,fruit/vegetable juice;whole milk,0.026,yogurt,0.158,0.008,0.308,1.947
471,pip fruit;other vegetables,0.026,tropical fruit,0.118,0.008,0.308,2.608
472,waffles,0.042,whole milk,0.295,0.013,0.310,1.049
473,yogurt;soda,0.029,whole milk,0.295,0.009,0.310,1.052
474,yogurt;tropical fruit,0.029,other vegetables,0.221,0.009,0.310,1.404
475,yogurt;soda,0.029,rolls/buns,0.216,0.009,0.310,1.437
476,soft cheese,0.016,other vegetables,0.221,0.005,0.313,1.414
477,cream cheese;whole milk,0.016,other vegetables,0.221,0.005,0.313,1.414
478,soft cheese,0.016,rolls/buns,0.216,0.005,0.313,1.447
479,yogurt;pastry,0.016,rolls/buns,0.216,0.005,0.313,1.447
480,sausage;whole milk,0.032,rolls/buns,0.216,0.010,0.313,1.447
481,pip fruit,0.083,other vegetables,0.221,0.026,0.313,1.417
482,frozen vegetables,0.051,other vegetables,0.221,0.016,0.314,1.420
483,flour,0.019,other vegetables,0.221,0.006,0.316,1.429
484,shopping bags;sausage,0.019,other vegetables,0.221,0.006,0.316,1.429
485,tropical fruit;bottled water,0.019,rolls/buns,0.216,0.006,0.316,1.462
486,shopping bags;sausage,0.019,soda,0.195,0.006,0.316,1.619
487,other vegetables;fruit/vegetable juice,0.019,yogurt,0.158,0.006,0.316,1.999
488,tropical fruit;bottled water,0.019,yogurt,0.158,0.006,0.316,1.999
489,pastry;soda,0.022,whole milk,0.295,0.007,0.318,1.079
490,tropical fruit;soda,0.022,whole milk,0.295,0.007,0.318,1.079
491,bottled beer;whole milk,0.022,other vegetables,0.221,0.007,0.318,1.440
492,tropical fruit;whole milk,0.044,other vegetables,0.221,0.014,0.318,1.440
493,frankfurter;whole milk,0.022,other vegetables,0.221,0.007,0.318,1.440
494,shopping bags;rolls/buns,0.022,soda,0.195,0.007,0.318,1.632
495,shopping bags;rolls/buns,0.022,sausage,0.109,0.007,0.318,2.919
496,frankfurter,0.069,whole milk,0.295,0.022,0.319,1.081
497,sliced cheese,0.025,rolls/buns,0.216,0.008,0.320,1.481
498,yogurt;bottled water,0.025,rolls/buns,0.216,0.008,0.320,1.481
499,brown bread;whole milk,0.028,other vegetables,0.221,0.009,0.321,1.454
500,curd;whole milk,0.028,yogurt,0.158,0.009,0.321,2.034
501,yogurt;whole milk,0.059,other vegetables,0.221,0.019,0.322,1.457
502,butter milk,0.031,other vegetables,0.221,0.010,0.323,1.460
503,fruit/vegetable juice,0.079,whole milk,0.295,0.026,0.329,1.116
504,napkins,0.057,whole milk,0.295,0.019,0.333,1.130
505,other vegetables;sausage,0.027,whole milk,0.295,0.009,0.333,1.130
506,dishes,0.021,other vegetables,0.221,0.007,0.333,1.508
507,butter;whole milk,0.027,other vegetables,0.221,0.009,0.333,1.508
508,frankfurter,0.069,rolls/buns,0.216,0.023,0.333,1.543
509,other vegetables;sausage,0.027,rolls/buns,0.216,0.009,0.333,1.543
510,beef;whole milk,0.021,root vegetables,0.122,0.007,0.333,2.732
511,frozen meals,0.030,whole milk,0.295,0.010,0.333,1.130
512,cake bar,0.015,whole milk,0.295,0.005,0.333,1.130
513,processed cheese,0.018,whole milk,0.295,0.006,0.333,1.130
514,bottled beer;bottled water,0.018,whole milk,0.295,0.006,0.333,1.130
515,soda;root vegetables,0.018,other vegetables,0.221,0.006,0.333,1.508
516,citrus fruit;rolls/buns,0.018,other vegetables,0.221,0.006,0.333,1.508
517,sugar;whole milk,0.015,other vegetables,0.221,0.005,0.333,1.508
518,cake bar,0.015,soda,0.195,0.005,0.333,1.709
519,bottled beer;bottled water,0.018,soda,0.195,0.006,0.333,1.709
520,fruit/vegetable juice;bottled water,0.015,soda,0.195,0.005,0.333,1.709
521,citrus fruit;rolls/buns,0.018,yogurt,0.158,0.006,0.333,2.110
522,citrus fruit,0.095,whole milk,0.295,0.032,0.337,1.142
523,sausage,0.109,rolls/buns,0.216,0.037,0.339,1.572
524,hygiene articles,0.035,whole milk,0.295,0.012,0.343,1.162
525,citrus fruit;whole milk,0.032,other vegetables,0.221,0.011,0.344,1.555
526,rolls/buns;bottled water,0.029,whole milk,0.295,0.010,0.345,1.169
527,hard cheese,0.026,whole milk,0.295,0.009,0.346,1.173
528,pickled vegetables,0.020,whole milk,0.295,0.007,0.350,1.186
529,pip fruit;tropical fruit,0.020,whole milk,0.295,0.007,0.350,1.186
530,yogurt;sausage,0.020,other vegetables,0.221,0.007,0.350,1.584
531,beef;other vegetables,0.020,root vegetables,0.122,0.007,0.350,2.869
532,beef,0.057,other vegetables,0.221,0.020,0.351,1.588
533,domestic eggs;rolls/buns,0.017,whole milk,0.295,0.006,0.353,1.196
534,yogurt;fruit/vegetable juice,0.017,other vegetables,0.221,0.006,0.353,1.597
535,yogurt;newspapers,0.017,other vegetables,0.221,0.006,0.353,1.597
536,other vegetables;frankfurter,0.017,rolls/buns,0.216,0.006,0.353,1.634
537,pork,0.065,whole milk,0.295,0.023,0.354,1.199
538,pork,0.065,other vegetables,0.221,0.023,0.354,1.601
539,butter milk,0.031,whole milk,0.295,0.011,0.355,1.203
540,whipped/sour cream;whole milk,0.031,other vegetables,0.221,0.011,0.355,1.606
541,domestic eggs;whole milk,0.031,other vegetables,0.221,0.011,0.355,1.606
542,whipped/sour cream,0.076,other vegetables,0.221,0.027,0.355,1.608
543,cream cheese,0.045,whole milk,0.295,0.016,0.356,1.205
544,other vegetables;cream cheese,0.014,whole milk,0.295,0.005,0.357,1.211
545,brown bread;rolls/buns,0.014,whole milk,0.295,0.005,0.357,1.211
546,beef;rolls/buns,0.014,other vegetables,0.221,0.005,0.357,1.616
547,newspapers,0.092,whole milk,0.295,0.033,0.359,1.216
548,pastry,0.100,whole milk,0.295,0.036,0.360,1.220
549,cat food,0.025,whole milk,0.295,0.009,0.360,1.220
550,other vegetables,0.221,whole milk,0.295,0.080,0.362,1.227
551,onions,0.033,whole milk,0.295,0.012,0.364,1.233
552,beef,0.057,whole milk,0.295,0.021,0.368,1.249
553,tropical fruit;bottled water,0.019,whole milk,0.295,0.007,0.368,1.249
554,shopping bags;sausage,0.019,rolls/buns,0.216,0.007,0.368,1.706
555,white bread,0.046,whole milk,0.295,0.017,0.370,1.253
556,chicken,0.046,whole milk,0.295,0.017,0.370,1.253
557,frozen vegetables,0.051,whole milk,0.295,0.019,0.373,1.263
558,tropical fruit,0.118,whole milk,0.295,0.044,0.373,1.264
559,brown bread,0.075,whole milk,0.295,0.028,0.373,1.266
560,yogurt,0.158,whole milk,0.295,0.059,0.373,1.266
561,pip fruit,0.083,whole milk,0.295,0.031,0.373,1.266
562,newspapers;rolls/buns,0.024,whole milk,0.295,0.009,0.375,1.271
563,other vegetables;rolls/buns,0.048,whole milk,0.295,0.018,0.375,1.271
564,soft cheese,0.016,whole milk,0.295,0.006,0.375,1.271
565,pasta,0.016,whole milk,0.295,0.006,0.375,1.271
566,fruit/vegetable juice;rolls/buns,0.016,whole milk,0.295,0.006,0.375,1.271
567,bottled water;root vegetables,0.016,other vegetables,0.221,0.006,0.375,1.697
568,oil,0.029,whole milk,0.295,0.011,0.379,1.286
569,other vegetables;citrus fruit,0.029,whole milk,0.295,0.011,0.379,1.286
570,other vegetables;margarine,0.021,whole milk,0.295,0.008,0.381,1.291
571,citrus fruit;tropical fruit,0.021,whole milk,0.295,0.008,0.381,1.291
572,other vegetables;newspapers,0.021,whole milk,0.295,0.008,0.381,1.291
573,citrus fruit;tropical fruit,0.021,other vegetables,0.221,0.008,0.381,1.724
574,beef;whole milk,0.021,other vegetables,0.221,0.008,0.381,1.724
575,margarine,0.068,whole milk,0.295,0.026,0.382,1.296
576,other vegetables;soda,0.034,whole milk,0.295,0.013,0.382,1.296
577,frozen fish,0.013,whole milk,0.295,0.005,0.385,1.304
578,other vegetables;bottled water,0.026,whole milk,0.295,0.010,0.385,1.304
579,onions;other vegetables,0.013,whole milk,0.295,0.005,0.385,1.304
580,tropical fruit;sausage,0.013,whole milk,0.295,0.005,0.385,1.304
581,pastry;sausage,0.013,whole milk,0.295,0.005,0.385,1.304
582,other vegetables;napkins,0.013,whole milk,0.295,0.005,0.385,1.304
583,pip fruit;whole milk,0.031,other vegetables,0.221,0.012,0.387,1.752
584,semi-finished bread,0.018,whole milk,0.295,0.007,0.389,1.318
585,herbs,0.018,whole milk,0.295,0.007,0.389,1.318
586,citrus fruit;rolls/buns,0.018,whole milk,0.295,0.007,0.389,1.318
587,soda;root vegetables,0.018,whole milk,0.295,0.007,0.389,1.318
588,hamburger meat,0.036,other vegetables,0.221,0.014,0.389,1.760
589,herbs,0.018,root vegetables,0.122,0.007,0.389,3.188
590,pastry;rolls/buns,0.023,whole milk,0.295,0.009,0.391,1.326
591,pork;other vegetables,0.023,whole milk,0.295,0.009,0.391,1.326
592,yogurt;citrus fruit,0.023,whole milk,0.295,0.009,0.391,1.326
593,pork;whole milk,0.023,other vegetables,0.221,0.009,0.391,1.771
594,whole milk;root vegetables,0.051,other vegetables,0.221,0.020,0.392,1.774
595,ham,0.028,whole milk,0.295,0.011,0.393,1.332
596,sausage;soda,0.028,rolls/buns,0.216,0.011,0.393,1.819
597,onions,0.033,other vegetables,0.221,0.013,0.394,1.783
598,sliced cheese,0.025,whole milk,0.295,0.010,0.400,1.356
599,yogurt;bottled water,0.025,whole milk,0.295,0.010,0.400,1.356
600,other vegetables;tropical fruit,0.035,whole milk,0.295,0.014,0.400,1.356
601,yogurt;root vegetables,0.025,other vegetables,0.221,0.010,0.400,1.810
602,potted plants,0.020,whole milk,0.295,0.008,0.400,1.356
603,pip fruit;rolls/buns,0.015,whole milk,0.295,0.006,0.400,1.356
604,beef;other vegetables,0.020,whole milk,0.295,0.008,0.400,1.356
605,yogurt;sausage,0.020,whole milk,0.295,0.008,0.400,1.356
606,citrus fruit;bottled water,0.015,whole milk,0.295,0.006,0.400,1.356
607,sausage;root vegetables,0.015,whole milk,0.295,0.006,0.400,1.356
608,yogurt;brown bread,0.015,whole milk,0.295,0.006,0.400,1.356
609,sausage;root vegetables,0.015,other vegetables,0.221,0.006,0.400,1.810
610,whipped/sour cream;rolls/buns,0.015,other vegetables,0.221,0.006,0.400,1.810
611,hamburger meat;whole milk,0.015,other vegetables,0.221,0.006,0.400,1.810
612,pip fruit;tropical fruit,0.020,other vegetables,0.221,0.008,0.400,1.810
613,sugar,0.037,whole milk,0.295,0.015,0.405,1.374
614,whipped/sour cream;other vegetables,0.027,whole milk,0.295,0.011,0.407,1.381
615,whipped/sour cream,0.076,whole milk,0.295,0.031,0.408,1.383
616,other vegetables;pastry,0.022,whole milk,0.295,0.009,0.409,1.387
617,other vegetables;bottled beer,0.017,whole milk,0.295,0.007,0.412,1.396
618,beef;root vegetables,0.017,whole milk,0.295,0.007,0.412,1.396
619,citrus fruit;root vegetables,0.017,whole milk,0.295,0.007,0.412,1.396
620,other vegetables;frankfurter,0.017,whole milk,0.295,0.007,0.412,1.396
621,yogurt;newspapers,0.017,whole milk,0.295,0.007,0.412,1.396
622,beef;root vegetables,0.017,other vegetables,0.221,0.007,0.412,1.863
623,yogurt;pip fruit,0.017,other vegetables,0.221,0.007,0.412,1.863
624,hamburger meat,0.036,whole milk,0.295,0.015,0.417,1.412
625,other vegetables;coffee,0.012,whole milk,0.295,0.005,0.417,1.412
626,other vegetables;root vegetables,0.048,whole milk,0.295,0.020,0.417,1.412
627,onions;whole milk,0.012,other vegetables,0.221,0.005,0.417,1.885
628,pork;rolls/buns,0.012,other vegetables,0.221,0.005,0.417,1.885
629,whipped/sour cream;tropical fruit,0.012,other vegetables,0.221,0.005,0.417,1.885
630,yogurt;whipped/sour cream,0.019,whole milk,0.295,0.008,0.421,1.427
631,other vegetables;fruit/vegetable juice,0.019,whole milk,0.295,0.008,0.421,1.427
632,yogurt;rolls/buns,0.038,whole milk,0.295,0.016,0.421,1.427
633,yogurt;whipped/sour cream,0.019,other vegetables,0.221,0.008,0.421,1.905
634,frozen vegetables;whole milk,0.019,other vegetables,0.221,0.008,0.421,1.905
635,tropical fruit;rolls/buns,0.026,whole milk,0.295,0.011,0.423,1.434
636,rolls/buns;root vegetables,0.026,other vegetables,0.221,0.011,0.423,1.914
637,pork;root vegetables,0.014,whole milk,0.295,0.006,0.429,1.453
638,beef;rolls/buns,0.014,whole milk,0.295,0.006,0.429,1.453
639,rolls/buns;butter,0.014,whole milk,0.295,0.006,0.429,1.453
640,yogurt;margarine,0.014,whole milk,0.295,0.006,0.429,1.453
641,hamburger meat;other vegetables,0.014,whole milk,0.295,0.006,0.429,1.453
642,pork;root vegetables,0.014,other vegetables,0.221,0.006,0.429,1.939
643,pip fruit;root vegetables,0.014,other vegetables,0.221,0.006,0.429,1.939
644,yogurt;other vegetables,0.044,whole milk,0.295,0.019,0.432,1.464
645,whipped/sour cream;root vegetables,0.016,whole milk,0.295,0.007,0.438,1.483
646,yogurt;pastry,0.016,whole milk,0.295,0.007,0.438,1.483
647,bottled water;root vegetables,0.016,whole milk,0.295,0.007,0.438,1.483
648,whipped/sour cream;root vegetables,0.016,other vegetables,0.221,0.007,0.438,1.980
649,domestic eggs,0.070,whole milk,0.295,0.031,0.443,1.501
650,other vegetables;chicken,0.018,whole milk,0.295,0.008,0.444,1.507
651,yogurt;tropical fruit,0.029,whole milk,0.295,0.013,0.448,1.520
652,detergent,0.020,whole milk,0.295,0.009,0.450,1.525
653,yogurt;frankfurter,0.011,whole milk,0.295,0.005,0.455,1.541
654,curd;root vegetables,0.011,whole milk,0.295,0.005,0.455,1.541
655,brown bread;tropical fruit,0.011,whole milk,0.295,0.005,0.455,1.541
656,margarine;root vegetables,0.011,other vegetables,0.221,0.005,0.455,2.057
657,butter,0.059,whole milk,0.295,0.027,0.458,1.551
658,curd,0.061,whole milk,0.295,0.028,0.459,1.556
659,pip fruit;other vegetables,0.026,whole milk,0.295,0.012,0.462,1.565
660,rolls/buns;root vegetables,0.026,whole milk,0.295,0.012,0.462,1.565
661,yogurt;domestic eggs,0.013,whole milk,0.295,0.006,0.462,1.565
662,shopping bags;root vegetables,0.013,other vegetables,0.221,0.006,0.462,2.088
663,domestic eggs;root vegetables,0.013,other vegetables,0.221,0.006,0.462,2.088
664,liquor,0.013,bottled beer,0.085,0.006,0.462,5.430
665,whipped/sour cream;rolls/buns,0.015,whole milk,0.295,0.007,0.467,1.582
666,yogurt;pip fruit,0.017,whole milk,0.295,0.008,0.471,1.595
667,yogurt;fruit/vegetable juice,0.017,whole milk,0.295,0.008,0.471,1.595
668,curd;other vegetables,0.017,whole milk,0.295,0.008,0.471,1.595
669,citrus fruit;root vegetables,0.017,other vegetables,0.221,0.008,0.471,2.129
670,chicken;whole milk,0.017,other vegetables,0.221,0.008,0.471,2.129
671,flour,0.019,whole milk,0.295,0.009,0.474,1.606
672,brown bread;other vegetables,0.019,whole milk,0.295,0.009,0.474,1.606
673,yogurt;root vegetables,0.025,whole milk,0.295,0.012,0.480,1.627
674,baking powder,0.018,whole milk,0.295,0.009,0.500,1.695
675,other vegetables;butter,0.018,whole milk,0.295,0.009,0.500,1.695
676,brown bread;root vegetables,0.010,whole milk,0.295,0.005,0.500,1.695
677,citrus fruit;domestic eggs,0.010,whole milk,0.295,0.005,0.500,1.695
678,pastry;tropical fruit,0.012,whole milk,0.295,0.006,0.500,1.695
679,pork;rolls/buns,0.012,whole milk,0.295,0.006,0.500,1.695
680,other vegetables;domestic eggs,0.022,whole milk,0.295,0.011,0.500,1.695
681,pip fruit;root vegetables,0.014,whole milk,0.295,0.007,0.500,1.695
682,margarine;rolls/buns,0.016,whole milk,0.295,0.008,0.500,1.695
683,curd;whipped/sour cream,0.010,whole milk,0.295,0.005,0.500,1.695
684,other vegetables;sugar,0.010,whole milk,0.295,0.005,0.500,1.695
685,whipped/sour cream;tropical fruit,0.012,whole milk,0.295,0.006,0.500,1.695
686,newspapers;root vegetables,0.012,whole milk,0.295,0.006,0.500,1.695
687,frozen vegetables;other vegetables,0.016,whole milk,0.295,0.008,0.500,1.695
688,tropical fruit;root vegetables,0.020,whole milk,0.295,0.010,0.500,1.695
689,tropical fruit;root vegetables,0.020,other vegetables,0.221,0.010,0.500,2.262
690,yogurt;curd,0.017,whole milk,0.295,0.009,0.529,1.795
691,domestic eggs;root vegetables,0.013,whole milk,0.295,0.007,0.538,1.825
692,butter;root vegetables,0.011,whole milk,0.295,0.006,0.545,1.849
693,curd;rolls/buns,0.011,whole milk,0.295,0.006,0.545,1.849
694,curd;tropical fruit,0.010,whole milk,0.295,0.006,0.600,2.034
695,yogurt;butter,0.013,whole milk,0.295,0.008,0.615,2.086
